date,total_revenue,total_orders,avg_order_value,day_of_week,month,is_weekend,rolling_mean,rolling_std,rolling_median,revenue_change_pct,revenue_lag1,revenue_lag7,z_score,anomaly_zscore,anomaly_iqr,iqr_lower,iqr_upper,ucl,lcl,anomaly_cc,anomaly_iforest,iforest_score,anomaly_votes,is_anomaly,anomaly_type,anomaly_magnitude,anomaly_severity
2021-01-11,1677.93,8,209.74125,0,1,0,2287.38,1403.484089079744,1677.93,-55.740753440917516,3791.14,2281.81,-0.9602270860869022,False,False,-223.53000000000065,6296.370000000001,6497.832267239232,-1923.0722672392321,False,False,-0.11018719280138078,0,False,normal,609.45,none
2021-01-12,1465.22,9,162.8022222222222,1,1,0,2306.7685714285717,1388.9076693626128,1677.93,-12.67692931171146,1677.93,1329.5,-1.0996697828243898,False,False,-223.53000000000065,6296.370000000001,6473.49157951641,-1859.9544366592663,False,False,-0.12082886413322025,0,False,normal,841.5485714285717,none
2021-01-13,2966.4,12,247.2,2,1,0,2242.672857142857,1338.6816166750812,1677.93,102.45423895387722,1465.22,3415.07,-0.11556660249256984,False,False,-223.53000000000065,6296.370000000001,6258.7177071681,-1773.3719928823862,False,False,-0.14548732916036372,0,False,normal,723.727142857143,none
2021-01-14,1873.36,11,170.30545454545452,3,1,0,2424.4585714285713,1151.949871022007,1873.36,-36.84735706580368,2966.4,600.86,-0.8321123466604194,False,False,-223.53000000000065,6296.370000000001,5880.308184494593,-1031.3910416374501,False,False,-0.1502353480969283,0,False,normal,551.0985714285714,none
2021-01-15,2082.98,11,189.3618181818182,4,1,0,2551.7842857142855,1036.4492340656334,2082.98,11.189520433872824,1873.36,1191.7,-0.6946953089559762,False,False,-223.53000000000065,6296.370000000001,5661.131987911185,-557.5634164826147,False,False,-0.1699138863177635,0,False,normal,468.80428571428547,none
2021-01-16,2485.94,11,225.99454545454543,5,1,1,2334.71,817.1776385625504,2082.98,19.34536097322106,2082.98,4005.46,-0.4305336377729667,False,False,-223.53000000000065,6296.370000000001,4786.2429156876515,-116.8229156876514,False,False,-0.15249749927162926,0,False,normal,151.23000000000002,none
2021-01-17,1502.35,9,166.92777777777778,6,1,1,2007.74,552.2597390419346,1873.36,-39.56611985808186,2485.94,3791.14,-1.0753290967736027,False,False,-223.53000000000065,6296.370000000001,3664.519217125804,350.9607828741962,False,False,-0.12280003533192596,0,False,normal,505.3900000000001,none
2021-01-18,1178.04,7,168.29142857142855,0,1,0,1936.327142857143,629.003682679051,1873.36,-21.586847272606246,1502.35,1677.93,-1.287931517811328,False,False,-223.53000000000065,6296.370000000001,3823.338190894296,49.31609481998976,False,False,-0.08279519075455272,0,False,normal,758.287142857143,none
2021-01-19,1513.32,7,216.1885714285714,1,1,0,1943.1985714285713,623.2356943251497,1873.36,28.46083324844657,1178.04,1465.22,-1.0681376794297532,False,False,-223.53000000000065,6296.370000000001,3812.9056544040204,73.49148845312243,False,False,-0.07666933513375129,0,False,normal,429.8785714285714,none
2021-01-20,240.9130865450058,7,243.55714285714288,2,1,0,1553.8432980778578,721.1320256488293,1513.32,-84.0804927877114,1513.32,2966.4,-1.9022679570828358,False,False,-223.53000000000065,6296.370000000001,3717.2393750243455,-609.5527788686302,False,True,0.01589441867241881,1,False,normal,1312.930211532852,none
2021-01-21,2315.63,10,231.563,3,1,0,1617.0247266492865,771.4135506223008,1513.32,861.1889637084573,240.9130865450058,1873.36,-0.5421808837010448,False,False,-223.53000000000065,6296.370000000001,3931.265378516189,-697.2159252176157,False,False,-0.13987867944131277,0,False,normal,698.6052733507136,none
2021-01-22,2649.99,12,220.8325,4,1,0,1698.026155220715,853.8586451781819,1513.32,14.439267067709416,2315.63,2082.98,-0.3229901541577875,False,False,-223.53000000000065,6296.370000000001,4259.60209075526,-863.5497803138303,False,False,-0.16752305933620215,0,False,normal,951.9638447792847,none
2021-01-23,1307.35,8,163.41875,5,1,1,1529.6561552207152,786.1115218631815,1502.35,-50.66585156925121,2649.99,2485.94,-1.2031619483734808,False,False,-223.53000000000065,6296.370000000001,3887.9907208102595,-828.6784103688294,False,False,-0.09860839987794268,0,False,normal,222.30615522071525,none
2021-01-24,1283.39,9,142.5988888888889,6,1,1,1498.376155220715,791.7154658430576,1307.35,-1.8327150342295373,1307.35,1502.35,-1.2188690002931375,False,False,-223.53000000000065,6296.370000000001,3873.522552749888,-876.7702423084577,False,False,-0.09695286046813079,0,False,normal,214.98615522071486,none
2021-01-25,1908.73,9,212.0811111111111,0,1,0,1602.7604409350008,790.6097588766029,1513.32,48.72564068599567,1283.39,1178.04,-0.8089254340394569,False,False,-223.53000000000065,6296.370000000001,3974.5897175648097,-769.0688356948078,False,False,-0.12963896264108182,0,False,normal,305.9695590649992,none
2021-01-26,2033.77,11,184.8881818181818,1,1,0,1677.1104409350007,805.13528211271,1908.73,6.550952727729964,1908.73,1513.32,-0.7269550762751044,False,False,-223.53000000000065,6296.370000000001,4092.5162872731307,-738.295405403129,False,False,-0.16719862976629618,0,False,normal,356.65955906499926,none
2021-01-27,3246.98,13,249.7676923076923,2,1,0,2106.5485714285714,707.1497685881577,2033.77,59.653254792823176,2033.77,240.9130865450058,0.06836848213252637,False,False,-223.53000000000065,6296.370000000001,4227.997877193045,-14.900734335901689,False,False,-0.1455302578727281,0,False,normal,1140.4314285714286,none
2021-02-01,965.23,2,482.615,0,2,0,1913.6342857142859,816.3686215564042,1908.73,-70.27299213422936,3246.98,2315.63,-1.4274397698573282,False,False,-223.53000000000065,6296.370000000001,4362.740150383499,-535.4715789549268,False,True,0.1515955276880081,1,False,normal,948.4042857142858,none
2021-02-02,2242.6,11,203.87272727272727,1,2,0,1855.435714285714,768.2269136103191,1908.73,132.33840639018678,965.23,2649.99,-0.590055925507912,False,False,-223.53000000000065,6296.370000000001,4160.116455116671,-449.24502654524326,False,False,-0.16469798503492217,0,False,normal,387.1642857142858,none
2021-02-03,2643.21,12,220.2675,2,2,0,2046.2728571428572,775.2735231455254,2033.77,17.863640417372693,2242.6,1307.35,-0.3274348040749523,False,False,-223.53000000000065,6296.370000000001,4372.093426579433,-279.54771229371886,False,False,-0.16933589260472665,0,False,normal,596.9371428571428,none
2021-02-04,2986.32,7,426.6171428571428,3,2,0,2289.5485714285714,763.076129784977,2242.6,12.980807427332675,2643.21,1283.39,-0.1025079850368284,False,False,-223.53000000000065,6296.370000000001,4578.776960783503,0.32018207364035334,False,True,0.10383684812439697,1,False,normal,696.7714285714287,none
2021-02-05,2808.15,13,216.0115384615385,4,2,0,2418.037142857143,763.9884974638973,2643.21,-5.96620589889898,2986.32,1908.73,-0.2193078782140093,False,False,-223.53000000000065,6296.370000000001,4710.002635248835,126.07165046545106,False,False,-0.17873736166555126,0,False,normal,390.11285714285714,none
2021-02-06,2612.11,12,217.67583333333332,5,2,1,2500.6571428571433,746.5801063898928,2643.21,-6.981108559015725,2808.15,2033.77,-0.34782250502241996,False,False,-223.53000000000065,6296.370000000001,4740.397462026822,260.9168236874648,False,False,-0.16836179222010922,0,False,normal,111.45285714285683,none
2021-02-07,3346.48,12,278.87333333333333,6,2,1,2514.871428571429,763.903932516574,2643.21,28.114053389788317,2612.11,3246.98,0.13359601410272054,False,False,-223.53000000000065,6296.370000000001,4806.583226121151,223.15963102170736,False,False,-0.08692404830558154,0,False,normal,831.6085714285709,none
2021-02-08,5477.349292582123,10,160.658,0,2,0,3159.4598989403034,1077.6302530217865,2808.15,63.67494479519144,3346.48,965.23,1.530493952858554,False,False,-223.53000000000065,6296.370000000001,6392.350658005664,-73.43086012505637,False,True,0.0014005936391473517,1,False,normal,2317.8893936418194,none
2021-02-09,2177.96,12,181.49666666666667,1,2,0,3150.2256132260177,1087.0322631269376,2808.15,-60.236970774356635,5477.349292582123,2242.6,-0.6324308769305587,False,False,-223.53000000000065,6296.370000000001,6411.322402606831,-110.8711761547952,False,False,-0.16791596329792335,0,False,normal,972.2656132260176,none
2021-02-10,1279.26,8,159.9075,2,2,0,2955.3756132260173,1295.3453003473937,2808.15,-41.26338408418887,2177.96,2643.21,-1.2215764345347144,False,False,-223.53000000000065,6296.370000000001,6841.4115142681985,-930.6602878161639,False,False,-0.09669870079966242,0,False,normal,1676.1156132260173,none
2021-02-11,991.87,4,247.9675,3,2,0,2670.4541846545894,1491.8473937635986,2612.11,-22.46533151978487,1279.26,2986.32,-1.4099758356695296,False,False,-223.53000000000065,6296.370000000001,7145.996365945384,-1805.0879966362058,False,True,0.02542867917628633,1,False,normal,1678.5841846545895,none
2021-02-12,1776.64,9,197.40444444444444,4,2,0,2523.0956132260176,1526.520755224511,2177.96,79.12024761309446,991.87,2808.15,-0.8955174410539588,False,False,-223.53000000000065,6296.370000000001,7102.65787889955,-2056.4666524475156,False,False,-0.13631228418731967,0,False,normal,746.4556132260175,none
2021-02-13,1355.45,7,193.6357142857143,5,2,1,2343.5727560831606,1587.0027945870868,1776.64,-23.707110050432277,1776.64,2612.11,-1.171629844978844,False,False,-223.53000000000065,6296.370000000001,7104.58113984442,-2417.4356276780995,False,False,-0.08051638415303669,0,False,normal,988.1227560831605,none
2021-02-14,1889.54,10,188.954,6,2,1,2135.4384703688747,1527.991647971849,1776.64,39.40315024530599,1355.45,3346.48,-0.8215054977430551,False,False,-223.53000000000065,6296.370000000001,6719.413414284422,-2448.536473546673,False,False,-0.1530282593698682,0,False,normal,245.89847036887477,none
2021-02-15,1974.41,13,151.8776923076923,0,2,0,1635.0185714285715,430.73049491255796,1776.64,4.491569376673699,1889.54,5477.349292582123,-0.7658687074082774,False,False,-223.53000000000065,6296.370000000001,2927.2100561662455,342.82708669089766,False,False,-0.14399179092636888,0,False,normal,339.3914285714286,none
2021-02-16,1838.56,11,167.14181818181817,1,2,0,1586.532857142857,374.91337273714413,1776.64,-6.880536464057618,1974.41,2177.96,-0.8549255940228592,False,False,-223.53000000000065,6296.370000000001,2711.2729753542894,461.79273893142454,False,False,-0.15018825591123797,0,False,normal,252.02714285714296,none
2021-02-17,976.45,6,162.74166666666667,2,2,0,1543.2742857142857,429.73743498625896,1776.64,-46.890501261857096,1838.56,1279.26,-1.4200844642421968,False,False,-223.53000000000065,6296.370000000001,2832.486590673063,254.06198075550878,False,False,-0.04355240807193139,0,False,normal,566.8242857142857,none
2021-02-18,2039.73,8,254.96625,3,2,0,1692.9685714285715,385.92065546467444,1838.56,108.89241640636999,976.45,991.87,-0.7230479798877439,False,False,-223.53000000000065,6296.370000000001,2850.7305378225947,535.2066050345481,False,False,-0.08496765735379674,0,False,normal,346.7614285714285,none
2021-02-19,588.6700000000001,7,84.0957142857143,4,2,0,1523.2585714285713,563.39337235566,1838.56,-71.13980771964916,2039.73,1776.64,-1.6742948395929695,False,False,-223.53000000000065,6296.370000000001,3213.438688495551,-166.9215456384086,False,True,0.07537343536781638,1,False,normal,934.5885714285712,none
2021-02-20,1648.21,7,235.45857142857145,5,2,1,1565.081428571429,559.7144562610624,1838.56,179.98878828545705,588.6700000000001,1355.45,-0.9797101237768939,False,False,-223.53000000000065,6296.370000000001,3244.2247973546164,-114.06194021175838,False,False,-0.07326052404147293,0,False,normal,83.12857142857115,none
2021-02-21,1440.24,8,180.03,6,2,1,1500.8957142857143,541.7802462824778,1648.21,-12.617930967534473,1648.21,1889.54,-1.1160454988908766,False,False,-223.53000000000065,6296.370000000001,3126.2364531331477,-124.44502456171904,False,False,-0.10846111564889688,0,False,normal,60.65571428571434,none
2021-02-22,1589.36,10,158.936,0,2,0,1445.8885714285714,503.91544632767153,1589.36,10.353829917236013,1440.24,1974.41,-1.0182894228366521,False,False,-223.53000000000065,6296.370000000001,2957.634910411586,-65.85776755444317,False,False,-0.12913200293776966,0,False,normal,143.47142857142853,none
2021-02-23,2143.78,14,153.12714285714287,1,2,0,1489.4914285714287,554.2469054921431,1589.36,34.88322343584842,1589.36,1838.56,-0.6548376813802192,False,False,-223.53000000000065,6296.370000000001,3152.2321450478585,-173.24928790500076,False,False,-0.15645062714439661,0,False,normal,654.2885714285715,none
2021-02-24,1368.93,8,171.11625,2,2,0,1545.56,511.9335163866474,1589.36,-36.144100607338444,2143.78,976.45,-1.1627929893913242,False,False,-223.53000000000065,6296.370000000001,3081.360549159942,9.759450840057752,False,False,-0.10232509708868442,0,False,normal,176.62999999999988,none
2021-02-25,2297.16,11,208.83272727272723,3,2,0,1582.3357142857144,560.3104719961686,1589.36,67.80697332953474,1368.93,2039.73,-0.5542889491833513,False,False,-223.53000000000065,6296.370000000001,3263.26713027422,-98.59570170279153,False,False,-0.16340216434380445,0,False,normal,714.8242857142855,none
2021-02-26,1023.33,7,146.19,4,2,0,1644.43,443.811687693476,1589.36,-55.45238468369639,2297.16,588.6700000000001,-1.3893521356114158,False,False,-223.53000000000065,6296.370000000001,2975.865063080428,312.99493691957196,False,False,-0.06187855297931277,0,False,normal,621.1,none
2021-02-27,1173.14,6,195.5233333333333,5,2,1,1576.562857142857,478.1337359886604,1440.24,14.63946136632368,1023.33,1648.21,-1.291143727928453,False,False,-223.53000000000065,6296.370000000001,3010.9640651088384,142.1616491768757,False,False,-0.04923428225585513,0,False,normal,403.42285714285686,none
2021-03-01,2592.92,10,259.29200000000003,0,3,0,1741.2314285714285,605.015009247113,1589.36,121.02391871387898,1173.14,1440.24,-0.3604025687260182,False,False,-223.53000000000065,6296.370000000001,3556.2764563127676,-73.81359916991028,False,False,-0.11401156669851414,0,False,normal,851.6885714285715,none
2021-03-02,3704.57,16,231.535625,1,3,0,2043.404285714286,947.6931056141389,2143.78,42.8725143853262,2592.92,1589.36,0.3683430183560556,False,False,-223.53000000000065,6296.370000000001,4886.483602556703,-799.6750311281305,False,False,-0.16573411238066765,0,False,normal,1661.165714285714,none
2021-03-03,2936.28,15,195.752,2,3,0,2156.6185714285716,1007.1546364458072,2297.16,-20.73897915277616,3704.57,2143.78,-0.13531186141661244,False,False,-223.53000000000065,6296.370000000001,5178.082480765994,-864.8453379088501,False,False,-0.18575895075303517,0,False,normal,779.6614285714286,none
2021-03-04,2530.7,8,316.3375,3,3,0,2322.5857142857144,949.8096960594646,2530.7,-13.812715408612275,2936.28,1368.93,-0.4011910816826564,False,False,-223.53000000000065,6296.370000000001,5172.014802464108,-526.8433738926792,False,False,-0.002773372468439672,0,False,normal,208.11428571428542,none
2021-03-05,4698.3,19,247.27894736842103,4,3,0,2665.6057142857144,1305.9200849702,2592.92,85.65219109337339,2530.7,2297.16,1.019785785639885,False,False,-223.53000000000065,6296.370000000001,6583.365969196314,-1252.1545406248852,False,False,-0.11789247298507022,0,False,normal,2032.6942857142858,none
2021-03-06,3149.63,14,224.97357142857143,5,3,1,2969.362857142857,1089.6402146689584,2936.28,-32.962348083349305,4698.3,1023.33,0.004550389295356573,False,False,-223.53000000000065,6296.370000000001,6238.283501149732,-299.557786864018,False,False,-0.17059085951655079,0,False,normal,180.26714285714297,none
2021-03-07,1541.26,9,171.2511111111111,6,3,1,3021.9514285714286,993.1093509516579,2936.28,-51.06536323314168,3149.63,1173.14,-1.0498215262312887,False,False,-223.53000000000065,6296.370000000001,6001.2794814264025,42.623375716454575,False,False,-0.12658718402939828,0,False,normal,1480.6914285714286,none
2021-03-08,3816.27,15,254.418,0,3,0,3196.7157142857145,1012.478249558269,3149.63,147.6071525894398,1541.26,2592.92,0.44156829796480607,False,False,-223.53000000000065,6296.370000000001,6234.1504629605215,159.28096561090751,False,False,-0.12072226784105666,0,False,normal,619.5542857142855,none
2021-03-09,3083.9,14,220.27857142857144,1,3,0,3108.0485714285714,987.4589957128804,3083.9,-19.19072811934166,3816.27,3704.57,-0.03853911499007924,False,False,-223.53000000000065,6296.370000000001,6070.425558567213,145.67158428993025,False,False,-0.17885474033183912,0,False,normal,24.14857142857136,none
2021-03-10,2778.49,11,252.59,2,3,0,3085.5071428571428,993.8141347977569,3083.9,-9.90336911054186,3083.9,2936.28,-0.2387515827188935,False,False,-223.53000000000065,6296.370000000001,6066.949547250413,104.06473846387235,False,False,-0.1352261169524095,0,False,normal,307.01714285714297,none
2021-03-11,2372.87,10,237.287,3,3,0,3062.9599999999996,1010.1552127602326,3083.9,-14.598576924876461,2778.49,2530.7,-0.5046570251083422,False,False,-223.53000000000065,6296.370000000001,6093.425638280698,32.49436171930165,False,False,-0.13446342085925173,0,False,normal,690.0899999999997,none
2021-03-12,883.48,7,126.21142857142856,4,3,0,2517.985714285714,1009.8926241084113,2778.49,-62.767450387084,2372.87,4698.3,-1.4810312345665078,False,False,-223.53000000000065,6296.370000000001,5547.663586610948,-511.69215803951965,False,False,-0.01475226741050184,0,False,normal,1634.505714285714,none
2021-03-13,2967.48,11,269.7709090909091,5,3,1,2491.964285714286,993.1120681450002,2778.49,235.88536243038888,883.48,3149.63,-0.1148586051606321,False,False,-223.53000000000065,6296.370000000001,5471.300490149286,-487.3719187207148,False,False,-0.09991964778624951,0,False,normal,475.51571428571424,none
2021-03-14,2201.2200000000003,12,183.43500000000003,6,3,1,2586.2442857142855,916.1606528853113,2778.49,-25.821909498968807,2967.48,1541.26,-0.617182712170491,False,False,-223.53000000000065,6296.370000000001,5334.726244370219,-162.23767294164827,False,False,-0.17084596232343074,0,False,normal,385.02428571428527,none
2021-03-15,1064.57,6,177.4283333333333,0,3,0,2193.1442857142856,890.4061016722861,2372.87,-51.63727387539638,2201.2200000000003,3816.27,-1.3623171263807545,False,False,-223.53000000000065,6296.370000000001,4864.362590731143,-478.07401930257265,False,False,-0.05484128260547971,0,False,normal,1128.5742857142857,none
2021-03-16,3365.35,16,210.334375,1,3,0,2233.3514285714286,942.182072733796,2372.87,216.12294165719496,1064.57,3083.9,0.14596630081907788,False,False,-223.53000000000065,6296.370000000001,5059.897646772817,-593.1947896299594,False,False,-0.18321505788145676,0,False,normal,1131.9985714285713,none
2021-03-17,2092.28,13,160.94461538461536,2,3,0,2135.3214285714284,911.1986856778008,2201.2200000000003,-37.82875481004947,3365.35,2778.49,-0.6885986652642896,False,False,-223.53000000000065,6296.370000000001,4868.91748560483,-598.2746284619739,False,False,-0.16433777462770138,0,False,normal,43.04142857142824,none
2021-03-18,2124.21,10,212.421,3,3,0,2099.7985714285714,905.2218231908416,2124.21,1.5260863746725972,2092.28,2372.87,-0.6676668552561661,False,False,-223.53000000000065,6296.370000000001,4815.464041001096,-615.8668981439532,False,False,-0.1492168679859791,0,False,normal,24.411428571428587,none
2021-03-19,3458.26,15,230.55066666666664,4,3,0,2467.624285714286,850.046625012557,2201.2200000000003,62.80217116010187,2124.21,883.48,0.2068737379582815,False,False,-223.53000000000065,6296.370000000001,5017.764160751957,-82.51558932338503,False,False,-0.16845274384411207,0,False,normal,990.6357142857141,none
2021-03-20,2720.6800000000003,11,247.3345454545455,5,3,1,2432.367142857143,830.7582464976257,2201.2200000000003,-21.328066715631554,3458.26,2967.48,-0.27664910657011854,False,False,-223.53000000000065,6296.370000000001,4924.64188235002,-59.90759663573408,False,False,-0.1448832372715813,0,False,normal,288.3128571428574,none
2021-03-21,1673.52,10,167.352,6,3,1,2356.9814285714288,877.8377344253051,2124.21,-38.48890718496847,2720.6800000000003,2201.2200000000003,-0.9631180751923148,False,False,-223.53000000000065,6296.370000000001,4990.494631847345,-276.5317747044869,False,False,-0.1364917798074698,0,False,normal,683.4614285714288,none
2021-03-22,3759.06,20,187.953,0,3,0,2741.9085714285716,804.3536960903998,2720.6800000000003,124.61996271332283,1673.52,1064.57,0.40406410596465725,False,False,-223.53000000000065,6296.370000000001,5154.969659699771,328.84748315737215,False,False,-0.16380736809060775,0,False,normal,1017.1514285714284,none
2021-03-23,3783.95,17,222.58529411764707,1,3,0,2801.7085714285713,871.2106571208561,2720.6800000000003,0.6621336185110183,3759.06,3365.35,0.4203808222534826,False,False,-223.53000000000065,6296.370000000001,5415.34054279114,188.0766000660028,False,False,-0.17068696421107854,0,False,normal,982.2414285714285,none
2021-03-24,1864.02,9,207.11333333333332,2,3,0,2769.1,905.7755223195949,2720.6800000000003,-50.73877826081211,3783.95,2092.28,-0.838235212475511,False,False,-223.53000000000065,6296.370000000001,5486.426566958784,51.77343304121541,False,False,-0.1315150109252438,0,False,normal,905.0799999999999,none
2021-03-25,2142.38,11,194.7618181818182,3,3,0,2771.695714285714,903.6429478478984,2720.6800000000003,14.933316166135558,1864.02,2124.21,-0.6557554556993979,False,False,-223.53000000000065,6296.370000000001,5482.624557829409,60.76687074201891,False,False,-0.16681381370827114,0,False,normal,629.315714285714,none
2021-03-26,1692.52,11,153.86545454545455,4,3,0,2519.447142857143,926.2170169154799,2142.38,-20.998142253008346,2142.38,3458.26,-0.9506625665748909,False,False,-223.53000000000065,6296.370000000001,5298.098193603582,-259.20390788929717,False,False,-0.13105785582098606,0,False,normal,826.9271428571428,none
2021-03-27,2572.75,13,197.90384615384616,5,3,1,2498.3142857142857,922.5407057660052,2142.38,52.00706638621699,1692.52,2720.6800000000003,-0.37362507445304155,False,False,-223.53000000000065,6296.370000000001,5265.9364030123015,-269.30783158373015,False,False,-0.1830862315417125,0,False,normal,74.43571428571431,none
2021-04-01,2187.8,10,218.78000000000003,3,4,0,2571.782857142857,864.5652292475164,2187.8,-14.962588669711396,2572.75,1673.52,-0.6259802345729032,False,False,-223.53000000000065,6296.370000000001,5165.478544885406,-21.912830599691915,False,False,-0.1463160162727286,0,False,normal,383.98285714285703,none
2021-04-02,2749.79,16,171.861875,4,4,0,2427.6014285714286,702.5405981490462,2187.8,25.68744857848064,2187.8,3759.06,-0.2575659562620549,False,False,-223.53000000000065,6296.370000000001,4535.223223018567,319.97963412429,False,False,-0.17062862030063114,0,False,normal,322.1885714285713,none
2021-04-03,1111.89,6,185.31500000000003,5,4,1,2045.8785714285714,552.6916697227776,2142.38,-59.56454856552682,2749.79,3783.95,-1.3312963543925174,False,False,-223.53000000000065,6296.370000000001,3703.9535805969044,387.8035622602383,False,False,-0.04998190875970332,0,False,normal,933.9885714285713,none
2021-04-04,277.07719788128713,14,153.04142857142855,6,4,1,1819.1724568401842,872.6038250550364,2142.38,-75.08052074564146,1111.89,1864.02,-1.878560462325439,False,False,-223.53000000000065,6296.370000000001,4436.983932005293,-798.639018324925,False,False,-0.022534490970952725,0,False,normal,1542.095258958897,none
2021-04-05,2657.63,14,189.8307142857143,0,4,0,1892.7795996973268,924.5941874117109,2187.8,859.165900450117,277.07719788128713,2142.38,-0.3179817285874125,False,False,-223.53000000000065,6296.370000000001,4666.562161932459,-881.0029625378061,False,False,-0.18309507493365412,0,False,normal,764.8504003026733,none
2021-04-06,2100.52,13,161.57846153846154,1,4,0,1951.065313983041,922.7240526101274,2187.8,-20.962662221603466,2657.63,1692.52,-0.6831969078428385,False,False,-223.53000000000065,6296.370000000001,4719.237471813423,-817.1068438473412,False,False,-0.16437966088232198,0,False,normal,149.45468601695893,none
2021-04-07,2601.04,10,260.104,2,4,0,1955.1067425544695,925.9570702082699,2187.8,23.82838535219851,2100.52,2572.75,-0.3550794776747824,False,False,-223.53000000000065,6296.370000000001,4732.977953179279,-822.76446807034,False,False,-0.11200666123271547,0,False,normal,645.9332574455304,none
2021-04-08,3050.06,16,190.62875,3,4,0,2078.2867425544696,1015.1307200177116,2601.04,17.263094762095154,2601.04,2187.8,-0.06072303139079663,False,False,-223.53000000000065,6296.370000000001,5123.678902607604,-967.1054174986652,False,False,-0.18115261169963398,0,False,normal,971.7732574455304,none
2021-04-09,1565.58,10,156.558,4,4,0,1909.1138854116123,982.7306906680806,2100.52,-48.6705179570238,3050.06,2749.79,-1.033878475200986,False,False,-223.53000000000065,6296.370000000001,4857.305957415854,-1039.0781865926294,False,False,-0.12475830937549992,0,False,normal,343.53388541161235,none
2021-04-10,1272.72,7,181.81714285714287,5,4,1,1932.0895996973268,962.6606993186216,2100.52,-18.706166404782888,1565.58,1111.89,-1.2258637517114488,False,False,-223.53000000000065,6296.370000000001,4820.071697653191,-955.8924982585381,False,False,-0.08366320968903024,0,False,normal,659.3695996973267,none
2021-04-11,1854.53,9,206.05888888888887,6,4,1,2157.4399999999996,641.8415631342884,2100.52,45.713904079451886,1272.72,277.07719788128713,-0.8444564112533718,False,False,-223.53000000000065,6296.370000000001,4082.9646894028647,231.9153105971343,False,False,-0.13252264914729606,0,False,normal,302.9099999999996,none
2021-04-12,3790.32,18,210.57333333333332,0,4,0,2319.252857142857,885.4929706236014,2100.52,104.38170318085986,1854.53,2657.63,0.42455669540574553,False,False,-223.53000000000065,6296.370000000001,4975.731769013661,-337.22605472794703,False,False,-0.1695838182228952,0,False,normal,1471.0671428571432,none
2021-04-13,1370.02,8,171.2525,1,4,0,2214.8957142857143,955.8201423883253,1854.53,-63.854766879841286,3790.32,2100.52,-1.1620784365285353,False,False,-223.53000000000065,6296.370000000001,5082.35614145069,-652.5647128792616,False,False,-0.10185099417949389,0,False,normal,844.8757142857144,none
