order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code,customer_city,customer_state,customer_segment,item_count,revenue,freight,unique_products,payment_type,payment_installments,payment_value,review_score,year,month,day_of_week,hour,quarter,is_weekend,total_order_value,delivery_days
ORD_000057,CUST_01266,delivered,2021-01-06 09:10:00,2021-01-07 00:10:00,2021-01-07 09:10:00,2021-01-23 09:10:00,2021-02-01 09:10:00,UNIQ_01266,92242,Porto Alegre,PE,Wholesale,1,200.88,19.04,1,voucher,12,219.92,5.0,2021,1,2,9,1,0,219.92,17
ORD_000058,CUST_00875,delivered,2021-01-06 10:40:00,2021-01-07 07:40:00,2021-01-09 10:40:00,2021-01-12 10:40:00,2021-01-28 10:40:00,UNIQ_00875,26591,Recife,MA,B2B,3,188.0,143.43,3,credit_card,2,331.43,4.0,2021,1,2,10,1,0,331.43,6
ORD_000059,CUST_02943,delivered,2021-01-06 11:53:00,2021-01-07 02:53:00,2021-01-11 11:53:00,2021-01-11 11:53:00,2021-01-21 11:53:00,UNIQ_02943,66436,Sao Paulo,PE,B2C,2,258.89,139.56,2,debit_card,6,398.45,3.0,2021,1,2,11,1,0,398.45,5
ORD_000060,CUST_00229,shipped,2021-01-06 12:35:00,2021-01-07 09:35:00,2021-01-07 12:35:00,2021-01-12 12:35:00,2021-02-05 12:35:00,UNIQ_00229,18834,Fortaleza,MG,B2B,2,130.77,41.910000000000004,2,debit_card,12,172.68,4.0,2021,1,2,12,1,0,172.68,6
ORD_000061,CUST_01855,processing,2021-01-06 14:36:00,2021-01-07 00:36:00,2021-01-09 14:36:00,2021-01-13 14:36:00,2021-01-25 14:36:00,UNIQ_01855,41348,Fortaleza,SP,Wholesale,2,239.57,66.74,2,debit_card,2,306.31,5.0,2021,1,2,14,1,0,306.31,7
ORD_000062,CUST_02321,delivered,2021-01-06 15:32:00,2021-01-06 23:32:00,2021-01-10 15:32:00,2021-01-10 15:32:00,2021-01-27 15:32:00,UNIQ_02321,62855,Porto Alegre,PA,B2B,3,271.07,172.29,3,boleto,2,443.36,1.0,2021,1,2,15,1,0,443.36,4
ORD_000063,CUST_01691,delivered,2021-01-06 16:00:00,2021-01-07 04:00:00,2021-01-07 16:00:00,2021-01-24 16:00:00,2021-02-01 16:00:00,UNIQ_01691,19876,Rio de Janeiro,BA,B2B,2,104.93,41.230000000000004,2,voucher,3,146.16,3.0,2021,1,2,16,1,0,146.16000000000003,18
ORD_000064,CUST_00902,delivered,2021-01-06 18:30:00,2021-01-07 03:30:00,2021-01-10 18:30:00,2021-01-09 18:30:00,2021-01-19 18:30:00,UNIQ_00902,92502,Porto Alegre,PA,B2C,4,187.73000000000002,150.72,4,boleto,1,338.45,5.0,2021,1,2,18,1,0,338.45000000000005,3
ORD_000065,CUST_02695,shipped,2021-01-06 19:02:00,2021-01-07 19:02:00,2021-01-09 19:02:00,2021-01-12 19:02:00,2021-01-13 19:02:00,UNIQ_02695,59479,Porto Alegre,PE,B2B,1,75.48,9.03,1,debit_card,3,84.51,5.0,2021,1,2,19,1,0,84.51,6
ORD_000066,CUST_01876,delivered,2021-01-06 19:58:00,2021-01-06 21:58:00,2021-01-08 19:58:00,2021-01-25 19:58:00,2021-02-04 19:58:00,UNIQ_01876,72991,Belo Horizonte,ES,Wholesale,1,60.95,5.32,1,voucher,2,66.27,4.0,2021,1,2,19,1,0,66.27000000000001,19
ORD_000067,CUST_00926,delivered,2021-01-06 20:36:00,2021-01-07 19:36:00,2021-01-08 20:36:00,2021-01-09 20:36:00,2021-01-27 20:36:00,UNIQ_00926,84531,Salvador,DF,Wholesale,2,200.22,147.44,2,credit_card,1,347.66,1.0,2021,1,2,20,1,0,347.65999999999997,3
ORD_000068,CUST_00428,delivered,2021-01-06 20:45:00,2021-01-07 19:45:00,2021-01-08 20:45:00,2021-01-19 20:45:00,2021-01-17 20:45:00,UNIQ_00428,82420,Recife,ES,B2C,2,409.33000000000004,110.31,2,credit_card,3,519.64,,2021,1,2,20,1,0,519.6400000000001,13
ORD_000069,CUST_02789,delivered,2021-01-06 21:23:00,2021-01-07 07:23:00,2021-01-10 21:23:00,2021-01-25 21:23:00,2021-01-16 21:23:00,UNIQ_02789,49306,Belo Horizonte,RJ,B2C,1,25.58,14.65,1,boleto,6,40.23,5.0,2021,1,2,21,1,0,40.23,19
ORD_000070,CUST_00075,delivered,2021-01-07 06:48:00,2021-01-07 22:48:00,2021-01-12 06:48:00,2021-01-16 06:48:00,2021-02-06 06:48:00,UNIQ_00075,56566,Recife,PA,Wholesale,1,30.7,43.13,1,credit_card,1,73.83,5.0,2021,1,3,6,1,0,73.83,9
ORD_000071,CUST_00123,shipped,2021-01-07 09:07:00,2021-01-07 22:07:00,2021-01-12 09:07:00,2021-01-21 09:07:00,2021-01-29 09:07:00,UNIQ_00123,57447,Sao Paulo,SP,B2B,2,125.19999999999999,115.87,2,debit_card,1,241.07,4.0,2021,1,3,9,1,0,241.07,14
ORD_000072,CUST_02188,delivered,2021-01-07 11:05:00,2021-01-07 17:05:00,2021-01-11 11:05:00,2021-01-23 11:05:00,2021-01-31 11:05:00,UNIQ_02188,26274,Fortaleza,DF,B2B,1,58.11,19.79,1,boleto,2,77.9,1.0,2021,1,3,11,1,0,77.9,16
ORD_000073,CUST_02645,delivered,2021-01-07 11:09:00,2021-01-07 22:09:00,2021-01-10 11:09:00,2021-01-25 11:09:00,2021-01-19 11:09:00,UNIQ_02645,31566,Rio de Janeiro,MA,B2B,1,37.04,46.89,1,boleto,1,83.93,,2021,1,3,11,1,0,83.93,18
ORD_000074,CUST_02811,delivered,2021-01-07 14:59:00,2021-01-08 14:59:00,2021-01-09 14:59:00,2021-01-15 14:59:00,2021-01-16 14:59:00,UNIQ_02811,94765,Brasilia,RJ,B2C,1,36.84,31.68,1,boleto,1,68.52,,2021,1,3,14,1,0,68.52000000000001,8
ORD_000075,CUST_02994,delivered,2021-01-07 15:41:00,2021-01-08 13:41:00,2021-01-11 15:41:00,2021-01-23 15:41:00,2021-02-03 15:41:00,UNIQ_02994,16102,Belo Horizonte,GO,Wholesale,1,18.14,37.47,1,voucher,2,55.61,5.0,2021,1,3,15,1,0,55.61,16
ORD_000076,CUST_00500,delivered,2021-01-08 09:02:00,2021-01-08 16:02:00,2021-01-09 09:02:00,2021-01-16 09:02:00,2021-02-02 09:02:00,UNIQ_00500,25157,Sao Paulo,PA,B2B,1,30.98,17.71,1,boleto,2,48.69,5.0,2021,1,4,9,1,0,48.69,8
ORD_000077,CUST_02031,delivered,2021-01-08 11:27:00,2021-01-09 07:27:00,2021-01-11 11:27:00,2021-01-22 11:27:00,2021-02-06 11:27:00,UNIQ_02031,60678,Fortaleza,ES,Wholesale,1,42.23,78.11,1,boleto,6,120.34,5.0,2021,1,4,11,1,0,120.34,14
ORD_000078,CUST_02175,delivered,2021-01-08 12:48:00,2021-01-09 00:48:00,2021-01-13 12:48:00,2021-01-21 12:48:00,2021-02-05 12:48:00,UNIQ_02175,71057,Brasilia,BA,B2C,4,125.67999999999999,140.85,4,debit_card,1,266.53,4.0,2021,1,4,12,1,0,266.53,13
ORD_000079,CUST_01460,delivered,2021-01-08 14:24:00,2021-01-08 16:24:00,2021-01-12 14:24:00,2021-01-15 14:24:00,2021-01-19 14:24:00,UNIQ_01460,92978,Manaus,MA,B2B,1,96.08,32.82,1,boleto,1,128.9,5.0,2021,1,4,14,1,0,128.9,7
ORD_000080,CUST_00685,delivered,2021-01-08 15:49:00,2021-01-08 19:49:00,2021-01-13 15:49:00,2021-01-22 15:49:00,2021-01-30 15:49:00,UNIQ_00685,61645,Recife,RJ,B2B,1,27.09,44.75,1,boleto,1,71.84,5.0,2021,1,4,15,1,0,71.84,14
ORD_000081,CUST_00582,delivered,2021-01-08 16:07:00,2021-01-08 19:07:00,2021-01-13 16:07:00,2021-01-25 16:07:00,2021-02-03 16:07:00,UNIQ_00582,92544,Rio de Janeiro,ES,B2B,5,106.98,254.89,4,boleto,2,361.87,5.0,2021,1,4,16,1,0,361.87,17
ORD_000082,CUST_00493,delivered,2021-01-08 16:11:00,2021-01-08 20:11:00,2021-01-13 16:11:00,2021-01-24 16:11:00,2021-01-15 16:11:00,UNIQ_00493,88193,Rio de Janeiro,DF,Wholesale,1,18.46,13.68,1,voucher,3,32.14,4.0,2021,1,4,16,1,0,32.14,16
ORD_000083,CUST_00326,delivered,2021-01-08 18:13:00,2021-01-09 05:13:00,2021-01-13 18:13:00,2021-01-13 18:13:00,2021-02-06 18:13:00,UNIQ_00326,18907,Curitiba,PA,B2B,1,38.65,6.04,1,boleto,3,44.69,4.0,2021,1,4,18,1,0,44.69,5
ORD_000084,CUST_01509,delivered,2021-01-08 21:57:00,2021-01-09 03:57:00,2021-01-09 21:57:00,2021-01-22 21:57:00,2021-01-16 21:57:00,UNIQ_01509,97819,Curitiba,GO,B2C,1,80.99,35.71,1,debit_card,2,116.7,4.0,2021,1,4,21,1,0,116.69999999999999,14
ORD_000085,CUST_02990,shipped,2021-01-09 08:04:00,2021-01-09 19:04:00,2021-01-13 08:04:00,2021-01-12 08:04:00,2021-01-28 08:04:00,UNIQ_02990,37710,Manaus,PE,B2C,1,71.23,59.31,1,voucher,1,130.54,,2021,1,5,8,1,1,130.54000000000002,3
ORD_000086,CUST_02249,canceled,2021-01-09 08:28:00,2021-01-09 19:28:00,2021-01-14 08:28:00,2021-01-19 08:28:00,2021-02-08 08:28:00,UNIQ_02249,19564,Rio de Janeiro,CE,B2B,5,343.3,241.7,5,voucher,2,585.0,5.0,2021,1,5,8,1,1,585.0,10
ORD_000087,CUST_01830,delivered,2021-01-09 08:52:00,2021-01-10 01:52:00,2021-01-11 08:52:00,2021-01-18 08:52:00,2021-02-01 08:52:00,UNIQ_01830,79013,Salvador,AM,Wholesale,5,429.0,240.51000000000002,5,voucher,3,669.51,5.0,2021,1,5,8,1,1,669.51,9
