customer_id,last_purchase,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,RFM_avg,segment,cluster,cluster_label
CUST_00018,2023-12-27 14:54:00,11,2134.32,0,5,5,5,555,5.0,Champions,1,Cluster_1_High
CUST_00019,2023-09-16 22:44:00,5,1340.07,102,4,4,5,445,4.333333333333333,Loyal Customers,1,Cluster_1_High
CUST_00020,2023-08-24 15:28:00,3,294.66,125,3,2,1,321,2.0,Need Attention,0,Cluster_2_Mid
CUST_00021,2023-12-06 13:10:00,4,1286.53,21,5,3,5,535,4.333333333333333,Potential Loyalist,1,Cluster_1_High
CUST_00023,2022-01-26 22:25:00,2,277.01,700,1,1,1,111,1.0,Lost,0,Cluster_2_Mid
CUST_00024,2022-06-01 08:31:00,2,193.27,574,1,1,1,111,1.0,Lost,0,Cluster_2_Mid
CUST_00025,2023-12-04 19:48:00,4,808.16,23,5,3,3,533,3.6666666666666665,Potential Loyalist,1,Cluster_1_High
CUST_00026,2022-10-27 06:59:00,4,541.28,426,1,3,2,132,2.0,Hibernating,0,Cluster_2_Mid
CUST_00027,2023-12-22 13:02:00,4,1198.22,5,5,3,5,535,4.333333333333333,Potential Loyalist,1,Cluster_1_High
CUST_00028,2023-09-16 19:47:00,2,583.6600000000001,102,4,1,3,413,2.6666666666666665,Promising,0,Cluster_2_Mid
CUST_00029,2023-09-22 19:33:00,8,1489.59,96,4,5,5,455,4.666666666666667,Loyal Customers,1,Cluster_1_High
CUST_00030,2023-12-07 14:13:00,5,1207.02,20,5,4,5,545,4.666666666666667,Champions,1,Cluster_1_High
CUST_00031,2022-05-26 13:56:00,2,631.5999999999999,580,1,1,3,113,1.6666666666666667,Lost,0,Cluster_2_Mid
CUST_00032,2022-11-16 15:49:00,4,945.31,406,1,3,4,134,2.6666666666666665,Hibernating,1,Cluster_1_High
CUST_00033,2023-07-02 22:25:00,10,2235.73,178,3,5,5,355,4.333333333333333,At Risk,1,Cluster_1_High
CUST_00034,2023-07-05 14:40:00,4,684.1800000000001,175,3,3,3,333,3.0,Need Attention,1,Cluster_1_High
CUST_00035,2022-04-06 21:04:00,4,830.03,630,1,3,4,134,2.6666666666666665,Hibernating,1,Cluster_1_High
CUST_00036,2023-05-19 22:10:00,5,992.14,222,2,4,4,244,3.3333333333333335,Cannot Lose,1,Cluster_1_High
CUST_00037,2023-02-07 17:34:00,5,926.1,323,2,4,4,244,3.3333333333333335,Cannot Lose,1,Cluster_1_High
CUST_00038,2023-12-26 21:50:00,4,586.5400000000001,1,5,3,3,533,3.6666666666666665,Potential Loyalist,1,Cluster_1_High
CUST_00039,2023-10-03 21:11:00,4,450.87,85,4,3,2,432,3.0,Potential Loyalist,1,Cluster_1_High
CUST_00040,2023-11-18 14:55:00,3,630.03,39,5,2,3,523,3.3333333333333335,New Customers,1,Cluster_1_High
CUST_00041,2023-09-11 18:27:00,6,727.72,107,3,5,3,353,3.6666666666666665,At Risk,1,Cluster_1_High
CUST_00042,2021-11-27 19:14:00,3,995.3100000000001,760,1,2,4,124,2.3333333333333335,Hibernating,0,Cluster_2_Mid
CUST_00043,2023-09-21 15:04:00,8,1199.59,97,4,5,5,455,4.666666666666667,Loyal Customers,1,Cluster_1_High
CUST_00044,2023-12-25 07:25:00,3,350.67,2,5,2,1,521,2.6666666666666665,New Customers,1,Cluster_1_High
CUST_00045,2022-04-08 12:17:00,2,614.97,628,1,1,3,113,1.6666666666666667,Lost,0,Cluster_2_Mid
CUST_00046,2023-06-07 17:16:00,4,1084.8,203,3,3,4,334,3.3333333333333335,Need Attention,1,Cluster_1_High
CUST_00047,2023-09-04 20:11:00,5,853.84,114,3,4,4,344,3.6666666666666665,At Risk,1,Cluster_1_High
CUST_00048,2021-10-06 06:17:00,1,135.78,812,1,1,1,111,1.0,Lost,0,Cluster_2_Mid
CUST_00049,2023-12-19 14:59:00,3,250.97,8,5,2,1,521,2.6666666666666665,New Customers,1,Cluster_1_High
CUST_00050,2023-11-25 12:45:00,6,1150.75,32,5,5,4,554,4.666666666666667,Champions,1,Cluster_1_High
CUST_00051,2022-03-22 09:42:00,3,463.25,645,1,2,2,122,1.6666666666666667,Hibernating,0,Cluster_2_Mid
CUST_00052,2023-11-06 17:40:00,3,426.93,51,4,2,2,422,2.6666666666666665,Promising,0,Cluster_2_Mid
CUST_00053,2023-12-25 06:08:00,6,1502.37,2,5,5,5,555,5.0,Champions,1,Cluster_1_High
CUST_00054,2023-03-05 21:43:00,4,917.5999999999999,297,2,3,4,234,3.0,About to Sleep,1,Cluster_1_High
CUST_00055,2023-11-08 11:40:00,5,752.67,49,4,4,3,443,3.6666666666666665,Loyal Customers,1,Cluster_1_High
CUST_00056,2022-12-17 08:37:00,4,764.0799999999999,375,2,3,3,233,2.6666666666666665,About to Sleep,1,Cluster_1_High
CUST_00057,2022-09-25 07:59:00,2,336.36,458,1,1,1,111,1.0,Lost,0,Cluster_2_Mid
CUST_00058,2022-07-26 18:49:00,3,849.0099999999999,519,1,2,4,124,2.3333333333333335,Hibernating,0,Cluster_2_Mid
CUST_00059,2022-05-14 19:28:00,1,77.59,592,1,1,1,111,1.0,Lost,0,Cluster_2_Mid
CUST_00060,2023-12-20 11:18:00,3,798.04,7,5,2,3,523,3.3333333333333335,New Customers,1,Cluster_1_High
CUST_00061,2023-11-14 09:11:00,7,1172.26,43,4,5,4,454,4.333333333333333,Loyal Customers,1,Cluster_1_High
CUST_00062,2022-10-05 10:42:00,3,900.03,448,1,2,4,124,2.3333333333333335,Hibernating,0,Cluster_2_Mid
CUST_00064,2023-12-06 10:20:00,6,1133.1599999999999,21,5,5,4,554,4.666666666666667,Champions,1,Cluster_1_High
CUST_00065,2023-05-12 09:04:00,2,336.56,229,2,1,1,211,1.3333333333333333,Hibernating,0,Cluster_2_Mid
CUST_00066,2023-10-10 14:59:00,5,689.29,78,4,4,3,443,3.6666666666666665,Loyal Customers,1,Cluster_1_High
CUST_00067,2023-11-05 07:56:00,7,967.1800000000001,52,4,5,4,454,4.333333333333333,Loyal Customers,1,Cluster_1_High
CUST_00068,2023-04-10 07:44:00,2,259.01,261,2,1,1,211,1.3333333333333333,Hibernating,0,Cluster_2_Mid
CUST_00069,2023-05-17 19:04:00,6,1422.84,224,2,5,5,255,4.0,Cannot Lose,1,Cluster_1_High
CUST_00070,2023-11-23 07:43:00,7,1917.37,34,5,5,5,555,5.0,Champions,1,Cluster_1_High
CUST_00071,2023-06-05 11:14:00,4,864.2,205,2,3,4,234,3.0,About to Sleep,1,Cluster_1_High
CUST_00072,2023-05-14 12:57:00,6,1068.88,227,2,5,4,254,3.6666666666666665,Cannot Lose,1,Cluster_1_High
CUST_00073,2023-11-09 07:28:00,3,616.0,48,4,2,3,423,3.0,Promising,1,Cluster_1_High
CUST_00074,2023-09-19 10:46:00,3,304.53,99,4,2,1,421,2.3333333333333335,Promising,0,Cluster_2_Mid
CUST_00075,2023-08-10 19:30:00,8,1690.98,139,3,5,5,355,4.333333333333333,At Risk,1,Cluster_1_High
CUST_00076,2023-12-24 10:50:00,5,1470.85,3,5,4,5,545,4.666666666666667,Champions,1,Cluster_1_High
CUST_00077,2023-10-02 22:42:00,4,1070.6100000000001,86,4,3,4,434,3.6666666666666665,Potential Loyalist,1,Cluster_1_High
CUST_00078,2023-12-27 11:33:00,4,934.9499999999999,0,5,3,4,534,4.0,Potential Loyalist,1,Cluster_1_High
CUST_00079,2023-10-13 06:45:00,5,844.96,75,4,4,4,444,4.0,Loyal Customers,1,Cluster_1_High
CUST_00080,2023-09-17 06:09:00,2,280.19,101,4,1,1,411,2.0,Promising,0,Cluster_2_Mid
CUST_00081,2023-10-14 13:36:00,3,398.41999999999996,74,4,2,2,422,2.6666666666666665,Promising,0,Cluster_2_Mid
CUST_00082,2023-04-12 21:41:00,5,1587.39,259,2,4,5,245,3.6666666666666665,Cannot Lose,1,Cluster_1_High
CUST_00083,2023-01-08 21:53:00,2,332.15000000000003,353,2,1,1,211,1.3333333333333333,Hibernating,0,Cluster_2_Mid
CUST_00084,2023-08-16 22:14:00,3,490.44,133,3,2,2,322,2.3333333333333335,Need Attention,0,Cluster_2_Mid
CUST_00085,2022-03-24 12:10:00,3,420.08,643,1,2,2,122,1.6666666666666667,Hibernating,0,Cluster_2_Mid
CUST_00086,2023-12-11 11:55:00,5,486.75,16,5,4,2,542,3.6666666666666665,Champions,1,Cluster_1_High
CUST_00087,2023-09-17 20:20:00,2,501.33000000000004,101,4,1,2,412,2.3333333333333335,Promising,0,Cluster_2_Mid
CUST_00088,2023-11-24 19:09:00,5,599.39,33,5,4,3,543,4.0,Champions,1,Cluster_1_High
CUST_00089,2023-10-15 18:56:00,8,2307.41,73,4,5,5,455,4.666666666666667,Loyal Customers,1,Cluster_1_High
CUST_00090,2023-11-20 16:31:00,5,725.24,37,5,4,3,543,4.0,Champions,1,Cluster_1_High
CUST_00091,2021-01-01 15:21:00,1,176.16,1090,1,1,1,111,1.0,Lost,0,Cluster_2_Mid
CUST_00092,2023-08-04 15:28:00,4,622.14,145,3,3,3,333,3.0,Need Attention,1,Cluster_1_High
CUST_00093,2023-12-22 14:48:00,9,1162.67,5,5,5,4,554,4.666666666666667,Champions,1,Cluster_1_High
CUST_00094,2023-06-04 16:11:00,4,806.73,206,2,3,3,233,2.6666666666666665,About to Sleep,1,Cluster_1_High
CUST_00095,2023-06-16 10:05:00,8,1626.83,194,3,5,5,355,4.333333333333333,At Risk,1,Cluster_1_High
CUST_00096,2022-06-17 11:52:00,3,438.25,558,1,2,2,122,1.6666666666666667,Hibernating,0,Cluster_2_Mid
CUST_00097,2023-11-27 11:59:00,4,641.3,30,5,3,3,533,3.6666666666666665,Potential Loyalist,1,Cluster_1_High
CUST_00098,2023-12-07 09:15:00,4,806.53,20,5,3,3,533,3.6666666666666665,Potential Loyalist,1,Cluster_1_High
CUST_00099,2023-10-23 16:52:00,8,1335.0800000000002,65,4,5,5,455,4.666666666666667,Loyal Customers,1,Cluster_1_High
CUST_00100,2023-12-15 09:12:00,3,211.53,12,5,2,1,521,2.6666666666666665,New Customers,0,Cluster_2_Mid
CUST_00101,2023-12-15 12:02:00,7,2192.68,12,5,5,5,555,5.0,Champions,1,Cluster_1_High
CUST_00102,2023-09-03 21:46:00,3,370.4,115,3,2,2,322,2.3333333333333335,Need Attention,0,Cluster_2_Mid
CUST_00103,2023-08-19 15:23:00,6,1225.3,130,3,5,5,355,4.333333333333333,At Risk,1,Cluster_1_High
CUST_00104,2023-11-25 21:58:00,6,1342.3100000000002,32,5,5,5,555,5.0,Champions,1,Cluster_1_High
CUST_00105,2023-07-24 18:31:00,3,335.78999999999996,156,3,2,1,321,2.0,Need Attention,0,Cluster_2_Mid
CUST_00106,2022-07-13 22:34:00,2,236.14999999999998,532,1,1,1,111,1.0,Lost,0,Cluster_2_Mid
CUST_00107,2023-08-22 13:58:00,3,470.56,127,3,2,2,322,2.3333333333333335,Need Attention,0,Cluster_2_Mid
CUST_00108,2022-08-19 13:23:00,2,528.24,495,1,1,2,112,1.3333333333333333,Lost,0,Cluster_2_Mid
CUST_00109,2022-10-14 13:06:00,5,1326.11,439,1,4,5,145,3.3333333333333335,Lost,1,Cluster_1_High
CUST_00110,2022-01-24 16:42:00,3,968.2299999999999,702,1,2,4,124,2.3333333333333335,Hibernating,0,Cluster_2_Mid
CUST_00111,2023-01-22 20:24:00,4,987.78,339,2,3,4,234,3.0,About to Sleep,1,Cluster_1_High
CUST_00112,2023-03-24 11:50:00,4,938.4,278,2,3,4,234,3.0,About to Sleep,1,Cluster_1_High
CUST_00113,2023-09-09 11:48:00,6,1073.46,109,3,5,4,354,4.0,At Risk,1,Cluster_1_High
CUST_00114,2023-09-23 12:04:00,3,705.21,95,4,2,3,423,3.0,Promising,1,Cluster_1_High
CUST_00115,2023-08-11 19:57:00,3,958.8299999999999,138,3,2,4,324,3.0,Need Attention,1,Cluster_1_High
CUST_00116,2022-11-12 12:39:00,4,300.14,410,1,3,1,131,1.6666666666666667,Hibernating,0,Cluster_2_Mid
CUST_00117,2023-10-17 06:26:00,1,169.51,71,4,1,1,411,2.0,Promising,0,Cluster_2_Mid
CUST_00118,2023-11-01 13:03:00,6,872.48,56,4,5,4,454,4.333333333333333,Loyal Customers,1,Cluster_1_High
CUST_00119,2023-05-08 09:05:00,5,1258.63,233,2,4,5,245,3.6666666666666665,Cannot Lose,1,Cluster_1_High
CUST_00120,2023-12-11 17:59:00,4,1035.25,16,5,3,4,534,4.0,Potential Loyalist,1,Cluster_1_High
CUST_00121,2022-12-21 07:49:00,4,799.27,371,2,3,3,233,2.6666666666666665,About to Sleep,1,Cluster_1_High
CUST_00122,2022-09-19 15:36:00,4,439.40999999999997,464,1,3,2,132,2.0,Hibernating,0,Cluster_2_Mid
CUST_00123,2023-11-08 17:21:00,2,724.1800000000001,49,4,1,3,413,2.6666666666666665,Promising,0,Cluster_2_Mid
CUST_00124,2023-12-26 13:24:00,4,612.1700000000001,1,5,3,3,533,3.6666666666666665,Potential Loyalist,1,Cluster_1_High
CUST_00125,2023-06-08 22:25:00,4,801.89,202,3,3,3,333,3.0,Need Attention,1,Cluster_1_High
CUST_00126,2023-12-27 14:59:00,2,414.62,0,5,1,2,512,2.6666666666666665,New Customers,1,Cluster_1_High
CUST_00127,2023-03-20 09:29:00,3,507.29999999999995,282,2,2,2,222,2.0,Hibernating,0,Cluster_2_Mid
CUST_00128,2022-06-14 09:13:00,2,492.05,561,1,1,2,112,1.3333333333333333,Lost,0,Cluster_2_Mid
CUST_00129,2023-11-07 16:05:00,5,823.8399999999999,50,4,4,4,444,4.0,Loyal Customers,1,Cluster_1_High
CUST_00130,2023-11-15 21:13:00,6,1280.38,42,4,5,5,455,4.666666666666667,Loyal Customers,1,Cluster_1_High
CUST_00131,2023-05-07 14:57:00,4,511.13,234,2,3,2,232,2.3333333333333335,About to Sleep,1,Cluster_1_High
CUST_00132,2023-12-20 15:34:00,3,640.12,7,5,2,3,523,3.3333333333333335,New Customers,1,Cluster_1_High
CUST_00133,2023-12-24 11:17:00,6,773.27,3,5,5,3,553,4.333333333333333,Champions,1,Cluster_1_High
CUST_00134,2023-09-07 16:53:00,7,1328.47,111,3,5,5,355,4.333333333333333,At Risk,1,Cluster_1_High
CUST_00135,2022-08-27 10:24:00,3,356.48,487,1,2,1,121,1.3333333333333333,Hibernating,0,Cluster_2_Mid
CUST_00136,2023-09-10 22:23:00,5,1331.83,108,3,4,5,345,4.0,At Risk,1,Cluster_1_High
CUST_00137,2023-12-04 18:31:00,6,752.52,23,5,5,3,553,4.333333333333333,Champions,1,Cluster_1_High
CUST_00138,2023-11-13 11:04:00,5,795.5799999999999,44,4,4,3,443,3.6666666666666665,Loyal Customers,1,Cluster_1_High
CUST_00139,2023-09-05 20:08:00,3,493.40000000000003,113,3,2,2,322,2.3333333333333335,Need Attention,0,Cluster_2_Mid
CUST_00140,2022-03-15 09:51:00,2,777.08,652,1,1,3,113,1.6666666666666667,Lost,0,Cluster_2_Mid
CUST_00141,2023-10-26 21:26:00,4,1020.51,62,4,3,4,434,3.6666666666666665,Potential Loyalist,1,Cluster_1_High
CUST_00142,2021-12-01 22:03:00,2,444.84000000000003,756,1,1,2,112,1.3333333333333333,Lost,0,Cluster_2_Mid
CUST_00143,2021-01-25 17:12:00,1,108.97,1066,1,1,1,111,1.0,Lost,0,Cluster_2_Mid
CUST_00144,2021-08-18 11:51:00,3,587.0699999999999,861,1,2,3,123,2.0,Hibernating,0,Cluster_2_Mid
CUST_00145,2023-11-03 11:30:00,5,732.29,54,4,4,3,443,3.6666666666666665,Loyal Customers,1,Cluster_1_High
CUST_00146,2023-10-19 12:53:00,2,161.39,69,4,1,1,411,2.0,Promising,0,Cluster_2_Mid
CUST_00148,2022-12-15 22:18:00,3,675.2199999999999,377,2,2,3,223,2.3333333333333335,Hibernating,0,Cluster_2_Mid
CUST_00149,2023-11-24 08:59:00,3,1174.56,33,5,2,4,524,3.6666666666666665,New Customers,1,Cluster_1_High
CUST_00150,2023-11-27 10:18:00,4,886.96,30,5,3,4,534,4.0,Potential Loyalist,1,Cluster_1_High
CUST_00151,2023-07-14 14:50:00,5,1744.8500000000001,166,3,4,5,345,4.0,At Risk,1,Cluster_1_High
CUST_00152,2023-11-26 18:29:00,5,1365.32,31,5,4,5,545,4.666666666666667,Champions,1,Cluster_1_High
CUST_00153,2023-04-03 07:20:00,6,1303.6,268,2,5,5,255,4.0,Cannot Lose,1,Cluster_1_High
CUST_00154,2023-11-24 14:42:00,8,1727.8899999999999,33,5,5,5,555,5.0,Champions,1,Cluster_1_High
CUST_00155,2023-07-03 13:40:00,4,1337.11,177,3,3,5,335,3.6666666666666665,Need Attention,1,Cluster_1_High
CUST_00156,2023-10-23 21:30:00,3,542.05,65,4,2,2,422,2.6666666666666665,Promising,1,Cluster_1_High
CUST_00157,2023-10-24 20:56:00,2,234.08999999999997,64,4,1,1,411,2.0,Promising,0,Cluster_2_Mid
CUST_00158,2023-01-11 20:08:00,2,304.34,350,2,1,1,211,1.3333333333333333,Hibernating,0,Cluster_2_Mid
CUST_00159,2022-09-03 13:40:00,3,780.6100000000001,480,1,2,3,123,2.0,Hibernating,0,Cluster_2_Mid
CUST_00160,2023-11-11 11:41:00,4,1169.86,46,4,3,4,434,3.6666666666666665,Potential Loyalist,1,Cluster_1_High
CUST_00161,2021-09-16 06:46:00,1,81.80000000000001,832,1,1,1,111,1.0,Lost,0,Cluster_2_Mid
CUST_00162,2023-07-25 18:38:00,4,817.02,155,3,3,4,334,3.3333333333333335,Need Attention,1,Cluster_1_High
CUST_00163,2022-09-04 08:58:00,3,620.64,479,1,2,3,123,2.0,Hibernating,0,Cluster_2_Mid
CUST_00164,2022-05-11 12:14:00,3,794.1400000000001,595,1,2,3,123,2.0,Hibernating,0,Cluster_2_Mid
CUST_00165,2022-10-17 15:11:00,2,828.2,436,1,1,4,114,2.0,Lost,0,Cluster_2_Mid
CUST_00166,2022-09-16 06:02:00,3,1025.22,467,1,2,4,124,2.3333333333333335,Hibernating,1,Cluster_1_High
CUST_00167,2022-11-21 15:49:00,3,884.62,401,2,2,4,224,2.6666666666666665,Hibernating,0,Cluster_2_Mid
CUST_00168,2023-09-06 12:20:00,3,578.58,112,3,2,2,322,2.3333333333333335,Need Attention,1,Cluster_1_High
CUST_00169,2023-05-25 08:52:00,6,1469.86,216,2,5,5,255,4.0,Cannot Lose,1,Cluster_1_High
CUST_00170,2023-09-17 10:06:00,3,247.5,101,4,2,1,421,2.3333333333333335,Promising,0,Cluster_2_Mid
CUST_00171,2023-11-15 16:27:00,6,457.26,42,4,5,2,452,3.6666666666666665,Loyal Customers,1,Cluster_1_High
CUST_00172,2022-06-03 16:16:00,2,272.15,572,1,1,1,111,1.0,Lost,0,Cluster_2_Mid
CUST_00173,2023-10-23 19:33:00,3,576.65,65,4,2,2,422,2.6666666666666665,Promising,1,Cluster_1_High
CUST_00174,2022-06-07 19:36:00,2,203.70000000000002,568,1,1,1,111,1.0,Lost,0,Cluster_2_Mid
CUST_00175,2023-10-10 07:54:00,6,809.4300000000001,78,4,5,3,453,4.0,Loyal Customers,1,Cluster_1_High
CUST_00176,2023-12-20 12:05:00,5,823.4300000000001,7,5,4,4,544,4.333333333333333,Champions,1,Cluster_1_High
CUST_00177,2022-04-11 15:05:00,1,339.44000000000005,625,1,1,1,111,1.0,Lost,0,Cluster_2_Mid
CUST_00178,2023-11-12 17:52:00,5,1511.8600000000001,45,4,4,5,445,4.333333333333333,Loyal Customers,1,Cluster_1_High
CUST_00179,2023-11-12 08:05:00,5,789.42,45,4,4,3,443,3.6666666666666665,Loyal Customers,1,Cluster_1_High
CUST_00180,2023-06-11 14:13:00,5,771.46,199,3,4,3,343,3.3333333333333335,At Risk,1,Cluster_1_High
CUST_00182,2023-09-22 20:16:00,4,447.65999999999997,96,4,3,2,432,3.0,Potential Loyalist,1,Cluster_1_High
CUST_00183,2023-08-26 14:48:00,3,411.42,123,3,2,2,322,2.3333333333333335,Need Attention,0,Cluster_2_Mid
CUST_00184,2023-10-16 11:39:00,6,1276.21,72,4,5,5,455,4.666666666666667,Loyal Customers,1,Cluster_1_High
CUST_00185,2022-10-08 17:15:00,5,927.5,445,1,4,4,144,3.0,Lost,1,Cluster_1_High
CUST_00186,2023-11-17 20:18:00,3,610.9799999999999,40,5,2,3,523,3.3333333333333335,New Customers,1,Cluster_1_High
CUST_00187,2023-11-23 21:11:00,10,2116.14,34,5,5,5,555,5.0,Champions,1,Cluster_1_High
CUST_00188,2023-10-25 20:34:00,4,750.8800000000001,63,4,3,3,433,3.3333333333333335,Potential Loyalist,1,Cluster_1_High
CUST_00189,2023-03-12 21:09:00,2,388.45000000000005,290,2,1,2,212,1.6666666666666667,Hibernating,0,Cluster_2_Mid
CUST_00190,2023-12-15 08:20:00,5,1072.8899999999999,12,5,4,4,544,4.333333333333333,Champions,1,Cluster_1_High
CUST_00191,2023-06-08 22:58:00,5,1166.92,201,3,4,4,344,3.6666666666666665,At Risk,1,Cluster_1_High
CUST_00192,2022-05-03 09:46:00,6,1322.47,603,1,5,5,155,3.6666666666666665,Lost,1,Cluster_1_High
CUST_00193,2023-12-08 19:00:00,8,1778.98,19,5,5,5,555,5.0,Champions,1,Cluster_1_High
CUST_00194,2023-08-02 19:46:00,6,1214.72,147,3,5,5,355,4.333333333333333,At Risk,1,Cluster_1_High
CUST_00195,2023-01-26 19:22:00,3,382.81,335,2,2,2,222,2.0,Hibernating,0,Cluster_2_Mid
CUST_00196,2023-12-24 20:12:00,6,1022.24,3,5,5,4,554,4.666666666666667,Champions,1,Cluster_1_High
CUST_00197,2023-12-07 14:31:00,6,1339.2,20,5,5,5,555,5.0,Champions,1,Cluster_1_High
CUST_00198,2023-10-16 17:13:00,2,470.32000000000005,72,4,1,2,412,2.3333333333333335,Promising,0,Cluster_2_Mid
CUST_00199,2023-09-10 22:08:00,5,1082.8000000000002,108,3,4,4,344,3.6666666666666665,At Risk,1,Cluster_1_High
CUST_00200,2023-11-04 19:05:00,6,1244.3,53,4,5,5,455,4.666666666666667,Loyal Customers,1,Cluster_1_High
CUST_00201,2023-09-21 17:07:00,3,470.75,97,4,2,2,422,2.6666666666666665,Promising,0,Cluster_2_Mid
CUST_00202,2023-07-05 11:36:00,5,1098.51,175,3,4,4,344,3.6666666666666665,At Risk,1,Cluster_1_High
CUST_00203,2023-08-15 06:06:00,7,1398.54,134,3,5,5,355,4.333333333333333,At Risk,1,Cluster_1_High
CUST_00204,2023-11-01 16:40:00,3,710.34,56,4,2,3,423,3.0,Promising,1,Cluster_1_High
CUST_00205,2023-07-03 06:13:00,9,2128.16,177,3,5,5,355,4.333333333333333,At Risk,1,Cluster_1_High
CUST_00206,2023-10-24 09:57:00,4,1158.57,64,4,3,4,434,3.6666666666666665,Potential Loyalist,1,Cluster_1_High
CUST_00207,2023-10-15 09:23:00,2,381.58000000000004,73,4,1,2,412,2.3333333333333335,Promising,0,Cluster_2_Mid
CUST_00208,2023-10-03 15:05:00,5,1939.92,85,4,4,5,445,4.333333333333333,Loyal Customers,1,Cluster_1_High
CUST_00209,2023-09-19 20:07:00,4,1147.01,99,4,3,4,434,3.6666666666666665,Potential Loyalist,1,Cluster_1_High
CUST_00210,2023-12-09 13:46:00,6,1633.78,18,5,5,5,555,5.0,Champions,1,Cluster_1_High
CUST_00211,2023-09-01 08:53:00,5,1345.45,117,3,4,5,345,4.0,At Risk,1,Cluster_1_High
CUST_00212,2023-04-23 18:23:00,1,470.15,248,2,1,2,212,1.6666666666666667,Hibernating,0,Cluster_2_Mid
CUST_00213,2023-09-08 18:44:00,10,2482.42,110,3,5,5,355,4.333333333333333,At Risk,1,Cluster_1_High
CUST_00214,2023-12-16 12:23:00,6,1195.41,11,5,5,5,555,5.0,Champions,1,Cluster_1_High
CUST_00215,2023-10-18 06:13:00,6,1163.48,70,4,5,4,454,4.333333333333333,Loyal Customers,1,Cluster_1_High
CUST_00216,2023-03-12 08:07:00,4,737.31,290,2,3,3,233,2.6666666666666665,About to Sleep,1,Cluster_1_High
CUST_00217,2022-08-04 08:55:00,2,348.06000000000006,510,1,1,1,111,1.0,Lost,0,Cluster_2_Mid
CUST_00218,2023-10-05 12:22:00,1,81.94999999999999,83,4,1,1,411,2.0,Promising,0,Cluster_2_Mid
CUST_00219,2022-07-05 06:17:00,2,319.45,540,1,1,1,111,1.0,Lost,0,Cluster_2_Mid
CUST_00220,2023-12-07 13:53:00,7,1165.48,20,5,5,4,554,4.666666666666667,Champions,1,Cluster_1_High
CUST_00221,2023-07-16 21:08:00,3,459.26,164,3,2,2,322,2.3333333333333335,Need Attention,0,Cluster_2_Mid
CUST_00222,2023-10-17 17:14:00,1,530.61,71,4,1,2,412,2.3333333333333335,Promising,0,Cluster_2_Mid
CUST_00223,2022-10-25 07:48:00,5,776.0699999999999,428,1,4,3,143,2.6666666666666665,Lost,1,Cluster_1_High
CUST_00224,2023-11-21 11:28:00,3,307.18999999999994,36,5,2,1,521,2.6666666666666665,New Customers,0,Cluster_2_Mid
CUST_00225,2023-10-22 12:08:00,4,279.28,66,4,3,1,431,2.6666666666666665,Potential Loyalist,0,Cluster_2_Mid
CUST_00226,2023-10-16 08:19:00,3,502.88,72,4,2,2,422,2.6666666666666665,Promising,1,Cluster_1_High
CUST_00227,2023-12-02 07:21:00,3,1150.75,25,5,2,4,524,3.6666666666666665,New Customers,1,Cluster_1_High
CUST_00228,2023-09-18 22:40:00,3,350.12,100,4,2,1,421,2.3333333333333335,Promising,0,Cluster_2_Mid
