customer_id,order_count,total_revenue,avg_order_value,avg_review,days_since_first,days_since_last,unique_categories,purchase_frequency,is_churned,avg_inter_order_days
CUST_00055,6,864.52,144.08666666666667,3.8,800,49,6,0.22499999999999998,0,133.33333333333334
CUST_00056,6,1150.39,191.73166666666668,4.75,1088,234,6,0.16544117647058823,1,181.33333333333334
CUST_00057,3,680.6899999999999,226.89666666666665,4.0,768,458,3,0.1171875,1,256.0
CUST_00058,5,1015.4699999999999,203.094,4.75,1064,353,5,0.14097744360902256,1,212.8
CUST_00059,3,830.95,276.98333333333335,5.0,886,567,3,0.10158013544018057,1,295.3333333333333
CUST_00060,4,922.6500000000001,230.66250000000002,5.0,923,7,4,0.13001083423618634,0,230.75
CUST_00061,7,1172.26,167.46571428571428,4.0,793,43,7,0.2648171500630517,0,113.28571428571429
CUST_00062,5,1419.78,283.956,3.8,1042,15,5,0.14395393474088292,0,208.4
CUST_00064,6,1133.1599999999999,188.85999999999999,5.0,842,21,6,0.21377672209026127,0,140.33333333333334
CUST_00065,5,1466.74,293.348,4.6,375,11,5,0.4,0,75.0
CUST_00066,7,977.45,139.6357142857143,4.25,823,78,7,0.2551640340218712,0,117.57142857142857
CUST_00067,9,1465.96,162.88444444444445,4.5,997,52,9,0.27081243731193577,0,110.77777777777777
CUST_00068,3,366.94,122.31333333333333,4.0,992,261,3,0.09072580645161289,1,330.6666666666667
CUST_00069,8,1775.18,221.8975,4.166666666666667,935,193,8,0.2566844919786096,1,116.875
CUST_00070,8,2157.91,269.73875,3.4,1055,34,8,0.2274881516587678,0,131.875
CUST_00071,6,1112.68,185.4466666666667,4.2,1019,205,6,0.17664376840039253,1,169.83333333333334
CUST_00072,7,1152.77,164.68142857142857,4.714285714285714,974,67,7,0.21560574948665295,0,139.14285714285714
CUST_00073,3,616.0,205.33333333333334,4.0,160,48,3,0.5625,0,53.333333333333336
CUST_00074,4,537.75,134.4375,3.0,816,99,4,0.14705882352941177,1,204.0
CUST_00075,9,2459.21,273.24555555555554,4.5,1084,139,9,0.24907749077490776,1,120.44444444444444
CUST_00076,6,1692.6399999999999,282.1066666666666,4.8,979,3,6,0.18386108273748725,0,163.16666666666666
CUST_00077,6,1318.04,219.67333333333332,2.5,1007,86,6,0.17874875868917575,0,167.83333333333334
CUST_00078,5,1052.6399999999999,210.52799999999996,3.4,780,0,5,0.19230769230769232,0,156.0
CUST_00079,5,844.96,168.99200000000002,3.4,703,75,5,0.21337126600284495,0,140.6
CUST_00080,6,989.9599999999999,164.9933333333333,3.6,919,3,6,0.19586507072905332,0,153.16666666666666
CUST_00081,5,983.0899999999999,196.618,4.25,857,74,5,0.1750291715285881,0,171.4
CUST_00082,8,2434.09,304.26125,4.625,953,79,8,0.2518363064008395,0,119.125
CUST_00083,2,332.15000000000003,166.07500000000002,,447,353,2,0.1342281879194631,1,223.5
CUST_00084,4,598.9,149.725,3.75,715,133,4,0.16783216783216784,1,178.75
CUST_00085,3,420.08,140.02666666666667,2.0,878,643,3,0.10250569476082005,1,292.6666666666667
CUST_00086,6,756.39,126.065,4.75,978,16,6,0.18404907975460122,0,163.0
CUST_00087,2,501.33000000000004,250.66500000000002,5.0,646,101,2,0.09287925696594426,1,323.0
CUST_00088,6,689.46,114.91000000000001,3.2,982,33,6,0.18329938900203666,0,163.66666666666666
CUST_00089,10,3381.85,338.185,4.5,931,73,10,0.32223415682062295,0,93.1
CUST_00090,6,795.17,132.52833333333334,3.5,996,37,6,0.18072289156626503,0,166.0
CUST_00091,1,176.16,176.16,3.0,1090,1090,1,0.027522935779816512,1,1090.0
CUST_00092,4,622.14,155.535,4.333333333333333,713,145,4,0.16830294530154277,1,178.25
CUST_00093,10,1452.1,145.20999999999998,4.555555555555555,932,5,10,0.3218884120171674,0,93.2
CUST_00094,4,806.73,201.6825,4.5,553,206,4,0.21699819168173598,1,138.25
CUST_00095,10,1998.2,199.82,4.0,1027,194,10,0.2921129503407984,1,102.7
CUST_00096,5,800.3299999999999,160.06599999999997,3.8,803,197,5,0.18679950186799502,1,160.6
CUST_00097,5,819.64,163.928,4.8,1030,30,5,0.14563106796116504,0,206.0
CUST_00098,4,806.53,201.6325,4.0,462,20,4,0.2597402597402597,0,115.5
CUST_00099,8,1335.0800000000002,166.88500000000002,3.6666666666666665,839,65,8,0.2860548271752086,0,104.875
CUST_00100,3,211.53,70.51,4.5,426,12,3,0.21126760563380284,0,142.0
CUST_00101,7,2192.68,313.23999999999995,4.6,1077,12,7,0.19498607242339833,0,153.85714285714286
CUST_00102,4,419.17,104.7925,3.75,539,115,4,0.22263450834879409,1,134.75
CUST_00103,6,1225.3,204.21666666666667,3.5,844,130,6,0.2132701421800948,1,140.66666666666666
CUST_00104,7,2011.0000000000002,287.28571428571433,4.4,1080,32,7,0.19444444444444445,0,154.28571428571428
CUST_00105,5,806.35,161.27,4.333333333333333,774,156,5,0.19379844961240308,1,154.8
CUST_00106,2,236.14999999999998,118.07499999999999,3.5,653,532,2,0.09188361408882083,1,326.5
CUST_00107,3,470.56,156.85333333333332,3.0,846,127,3,0.10638297872340426,1,282.0
CUST_00108,3,573.6800000000001,191.2266666666667,5.0,523,260,3,0.17208413001912046,1,174.33333333333334
CUST_00109,6,1485.8799999999999,247.64666666666665,4.8,1075,26,6,0.16744186046511628,0,179.16666666666666
CUST_00110,5,1321.27,264.254,3.5,1071,33,5,0.1400560224089636,0,214.2
CUST_00111,6,1197.3300000000002,199.55500000000004,4.833333333333333,966,339,6,0.18633540372670807,1,161.0
CUST_00112,6,1117.49,186.24833333333333,4.75,779,36,6,0.23106546854942236,0,129.83333333333334
CUST_00113,9,2380.63,264.51444444444445,4.375,1012,49,9,0.26679841897233203,0,112.44444444444444
CUST_00114,3,705.21,235.07000000000002,4.5,969,95,3,0.09287925696594428,1,323.0
CUST_00115,4,1077.49,269.3725,4.0,1006,138,4,0.11928429423459246,1,251.5
CUST_00116,6,590.31,98.38499999999999,4.0,1037,310,6,0.17357762777242042,1,172.83333333333334
CUST_00117,1,169.51,169.51,5.0,71,71,1,0.4225352112676056,0,71.0
CUST_00118,8,1117.6,139.7,4.714285714285714,530,56,8,0.45283018867924524,0,66.25
CUST_00119,5,1258.63,251.72600000000003,4.5,993,233,5,0.1510574018126888,1,198.6
CUST_00120,4,1035.25,258.8125,4.25,493,16,4,0.2434077079107505,0,123.25
CUST_00121,7,1109.02,158.43142857142857,4.714285714285714,913,371,7,0.23001095290251916,1,130.42857142857142
CUST_00122,6,681.4499999999999,113.57499999999999,3.75,884,464,6,0.20361990950226244,1,147.33333333333334
CUST_00123,5,1472.64,294.528,2.75,1084,49,5,0.13837638376383765,0,216.8
CUST_00124,4,612.1700000000001,153.04250000000002,4.666666666666667,775,1,4,0.15483870967741936,0,193.75
CUST_00125,6,1213.82,202.3033333333333,4.0,899,202,6,0.20022246941045607,1,149.83333333333334
CUST_00126,5,1136.5500000000002,227.31000000000003,3.75,470,0,5,0.3191489361702128,0,94.0
CUST_00127,3,507.29999999999995,169.1,4.666666666666667,1033,282,3,0.08712487899322363,1,344.3333333333333
CUST_00128,5,1319.24,263.848,4.0,918,155,5,0.16339869281045752,1,183.6
CUST_00129,5,823.8399999999999,164.76799999999997,3.2,926,50,5,0.16198704103671707,0,185.2
CUST_00130,6,1280.38,213.39666666666668,4.333333333333333,815,42,6,0.22085889570552147,0,135.83333333333334
CUST_00131,5,942.3,188.45999999999998,4.6,847,234,5,0.1770956316410862,1,169.4
CUST_00132,3,640.12,213.37333333333333,4.666666666666667,529,7,3,0.17013232514177695,0,176.33333333333334
CUST_00133,7,1021.67,145.95285714285714,3.8333333333333335,800,3,7,0.2625,0,114.28571428571429
CUST_00134,9,1845.89,205.0988888888889,3.857142857142857,1006,111,9,0.26838966202783304,1,111.77777777777777
CUST_00135,3,356.48,118.82666666666667,4.666666666666667,767,487,3,0.11734028683181226,1,255.66666666666666
CUST_00136,8,2128.25,266.03125,4.333333333333333,1027,83,8,0.23369036027263876,0,128.375
CUST_00137,6,752.52,125.42,3.8333333333333335,754,23,6,0.2387267904509284,0,125.66666666666667
CUST_00138,6,861.74,143.62333333333333,4.25,1009,44,6,0.17839444995044598,0,168.16666666666666
CUST_00139,5,1123.66,224.73200000000003,5.0,1027,113,5,0.1460564751703992,1,205.4
CUST_00140,2,777.08,388.54,5.0,660,652,2,0.09090909090909091,1,330.0
CUST_00141,5,1180.51,236.102,3.8,592,62,5,0.25337837837837834,0,118.4
CUST_00142,3,705.3,235.1,3.6666666666666665,845,597,3,0.10650887573964496,1,281.6666666666667
CUST_00143,2,281.83000000000004,140.91500000000002,4.0,1066,858,2,0.056285178236397754,1,533.0
CUST_00144,5,741.0999999999999,148.21999999999997,4.0,1073,847,5,0.13979496738117428,1,214.6
CUST_00145,5,732.29,146.458,3.25,277,54,5,0.5415162454873647,0,55.4
CUST_00146,2,161.39,80.695,,853,69,2,0.07033997655334115,0,426.5
CUST_00147,1,388.76,388.76,5.0,415,415,1,0.07228915662650602,1,415.0
CUST_00148,4,766.2099999999999,191.55249999999998,4.75,984,377,4,0.12195121951219513,1,246.0
CUST_00149,4,1451.2,362.8,4.5,1076,33,4,0.11152416356877323,0,269.0
CUST_00150,5,927.5,185.5,3.0,807,30,5,0.1858736059479554,0,161.4
CUST_00151,7,2525.09,360.7271428571429,4.0,899,166,7,0.2335928809788654,1,128.42857142857142
CUST_00152,6,1416.83,236.13833333333332,5.0,892,31,6,0.20179372197309417,0,148.66666666666666
CUST_00153,6,1303.6,217.26666666666665,3.3333333333333335,1014,268,6,0.1775147928994083,1,169.0
CUST_00154,9,1785.19,198.35444444444445,3.75,1000,33,9,0.26999999999999996,0,111.11111111111111
CUST_00155,6,1591.04,265.17333333333335,4.0,1027,177,6,0.17526777020447906,1,171.16666666666666
CUST_00156,3,542.05,180.6833333333333,2.3333333333333335,792,65,3,0.11363636363636365,0,264.0
CUST_00157,3,520.54,173.51333333333332,3.6666666666666665,343,2,3,0.26239067055393583,0,114.33333333333333
CUST_00158,4,512.96,128.24,4.333333333333333,674,38,4,0.17804154302670624,0,168.5
CUST_00159,3,780.6100000000001,260.2033333333334,4.0,1064,480,3,0.08458646616541353,1,354.6666666666667
CUST_00160,4,1169.86,292.465,3.0,465,46,4,0.25806451612903225,0,116.25
CUST_00161,2,181.22000000000003,90.61000000000001,5.0,926,832,2,0.06479481641468682,1,463.0
CUST_00162,7,1356.91,193.84428571428572,4.166666666666667,859,6,7,0.24447031431897556,0,122.71428571428571
CUST_00163,4,812.0,203.0,3.3333333333333335,738,479,4,0.16260162601626016,1,184.5
CUST_00164,3,794.1400000000001,264.71333333333337,4.5,646,595,3,0.1393188854489164,1,215.33333333333334
CUST_00165,2,828.2,414.1,1.5,987,436,2,0.060790273556231005,1,493.5
CUST_00166,4,1143.12,285.78,3.0,964,467,4,0.12448132780082988,1,241.0
CUST_00167,3,884.62,294.87333333333333,3.5,828,401,3,0.10869565217391304,1,276.0
CUST_00168,6,1525.09,254.18166666666664,4.333333333333333,716,112,6,0.25139664804469275,1,119.33333333333333
CUST_00169,7,1511.83,215.97571428571428,4.166666666666667,924,216,7,0.22727272727272727,1,132.0
CUST_00170,3,247.5,82.5,3.5,745,101,3,0.12080536912751678,1,248.33333333333334
CUST_00171,8,1174.16,146.77,4.5,630,42,8,0.38095238095238093,0,78.75
CUST_00172,4,595.75,148.9375,3.0,985,135,4,0.12182741116751268,1,246.25
CUST_00173,5,1210.27,242.054,3.75,968,65,5,0.15495867768595042,0,193.6
CUST_00174,2,203.70000000000002,101.85000000000001,4.5,875,568,2,0.06857142857142857,1,437.5
CUST_00175,9,1213.3,134.8111111111111,4.0,960,78,9,0.28125,0,106.66666666666667
CUST_00176,6,1116.42,186.07000000000002,3.5,1013,7,6,0.17769002961500494,0,168.83333333333334
CUST_00177,3,526.98,175.66,2.6666666666666665,625,86,3,0.14400000000000002,0,208.33333333333334
CUST_00178,6,1711.95,285.325,4.0,1015,45,6,0.1773399014778325,0,169.16666666666666
CUST_00179,5,789.42,157.884,4.25,964,45,5,0.15560165975103735,0,192.8
CUST_00180,5,771.46,154.292,5.0,803,199,5,0.18679950186799502,1,160.6
CUST_00181,2,389.04,194.52,2.0,629,64,2,0.09538950715421304,0,314.5
CUST_00182,4,447.65999999999997,111.91499999999999,3.0,565,96,4,0.21238938053097348,1,141.25
CUST_00183,3,411.42,137.14000000000001,5.0,760,123,3,0.11842105263157895,1,253.33333333333334
CUST_00184,8,1347.6000000000001,168.45000000000002,3.8,865,72,8,0.27745664739884396,0,108.125
CUST_00185,7,1147.48,163.9257142857143,4.5,1047,444,7,0.2005730659025788,1,149.57142857142858
CUST_00186,4,668.4599999999999,167.11499999999998,4.5,570,40,4,0.21052631578947367,0,142.5
CUST_00187,11,2133.14,193.92181818181817,4.5,1077,34,11,0.30640668523676884,0,97.9090909090909
CUST_00188,4,750.8800000000001,187.72000000000003,4.666666666666667,1031,63,4,0.11639185257032007,0,257.75
CUST_00189,4,801.4,200.35,5.0,922,290,4,0.1301518438177874,1,230.5
CUST_00190,8,1656.52,207.065,4.0,693,12,8,0.3463203463203463,0,86.625
CUST_00191,6,1184.27,197.37833333333333,4.8,951,201,6,0.18927444794952683,1,158.5
CUST_00192,6,1322.47,220.41166666666666,4.6,1078,603,6,0.16697588126159557,1,179.66666666666666
CUST_00193,8,1778.98,222.3725,3.8,999,19,8,0.24024024024024027,0,124.875
CUST_00194,7,1358.28,194.04,4.333333333333333,985,147,7,0.21319796954314718,1,140.71428571428572
CUST_00195,4,591.6,147.9,5.0,918,208,4,0.13071895424836602,1,229.5
CUST_00196,7,1506.53,215.21857142857144,3.8,1018,3,7,0.206286836935167,0,145.42857142857142
CUST_00197,6,1339.2,223.20000000000002,3.6666666666666665,1009,20,6,0.17839444995044598,0,168.16666666666666
CUST_00198,2,470.32000000000005,235.16000000000003,4.0,892,72,2,0.06726457399103139,0,446.0
CUST_00199,5,1082.8000000000002,216.56000000000003,3.6,630,108,5,0.23809523809523808,1,126.0
CUST_00200,6,1244.3,207.38333333333333,4.25,1081,53,6,0.16651248843663274,0,180.16666666666666
CUST_00201,5,1229.22,245.844,3.5,1066,97,5,0.14071294559099437,1,213.2
CUST_00202,5,1098.51,219.702,4.5,1053,175,5,0.14245014245014245,1,210.6
CUST_00203,8,1470.59,183.82375,4.4,1025,134,8,0.23414634146341465,1,128.125
CUST_00204,5,871.51,174.302,3.8,665,56,5,0.22556390977443608,0,133.0
CUST_00205,12,2455.39,204.6158333333333,3.5,1029,85,12,0.34985422740524785,0,85.75
CUST_00206,4,1158.57,289.6425,3.5,1005,64,4,0.11940298507462686,0,251.25
CUST_00207,4,543.75,135.9375,3.75,834,73,4,0.14388489208633093,0,208.5
CUST_00208,5,1939.92,387.98400000000004,3.2,827,85,5,0.18137847642079807,0,165.4
CUST_00209,4,1147.01,286.7525,3.5,801,99,4,0.149812734082397,1,200.25
CUST_00210,6,1633.78,272.2966666666667,3.0,720,18,6,0.25,0,120.0
CUST_00211,5,1345.45,269.09000000000003,4.25,888,117,5,0.16891891891891891,1,177.6
CUST_00212,4,776.6399999999999,194.15999999999997,3.75,853,145,4,0.1406799531066823,1,213.25
CUST_00213,10,2482.42,248.24200000000002,4.25,919,110,10,0.3264417845484222,1,91.9
CUST_00214,6,1195.41,199.235,4.666666666666667,991,11,6,0.18163471241170537,0,165.16666666666666
CUST_00215,6,1163.48,193.91333333333333,4.5,620,70,6,0.29032258064516125,0,103.33333333333333
CUST_00216,6,908.28,151.38,2.75,1087,77,6,0.1655933762649494,0,181.16666666666666
CUST_00217,3,511.58000000000004,170.52666666666667,3.3333333333333335,800,510,3,0.11249999999999999,1,266.6666666666667
CUST_00218,2,241.07,120.535,4.5,132,83,2,0.45454545454545453,0,66.0
CUST_00219,3,358.53999999999996,119.51333333333332,5.0,643,305,3,0.13996889580093314,1,214.33333333333334
CUST_00220,7,1165.48,166.49714285714285,3.8,824,20,7,0.25485436893203883,0,117.71428571428571
CUST_00221,3,459.26,153.08666666666667,5.0,843,164,3,0.10676156583629892,1,281.0
CUST_00222,3,952.4100000000001,317.47,5.0,617,71,3,0.14586709886547813,0,205.66666666666666
CUST_00223,5,776.0699999999999,155.214,4.75,700,428,5,0.2142857142857143,1,140.0
CUST_00224,3,307.18999999999994,102.39666666666665,5.0,1013,36,3,0.08884501480750247,0,337.6666666666667
CUST_00225,6,1543.5,257.25,5.0,902,20,6,0.19955654101995565,0,150.33333333333334
CUST_00226,4,659.4,164.85,5.0,439,72,4,0.2733485193621868,0,109.75
CUST_00227,5,1358.8700000000001,271.774,3.75,815,20,5,0.18404907975460122,0,163.0
CUST_00228,7,1106.55,158.07857142857142,4.0,1052,78,7,0.19961977186311786,0,150.28571428571428
CUST_00229,5,1291.08,258.216,4.2,1085,12,5,0.1382488479262673,0,217.0
CUST_00230,4,699.4499999999999,174.86249999999998,2.25,994,378,4,0.12072434607645875,1,248.5
CUST_00231,4,1200.32,300.08,4.5,907,190,4,0.1323042998897464,1,226.75
CUST_00232,5,771.8900000000001,154.37800000000001,3.6,857,337,5,0.1750291715285881,1,171.4
CUST_00233,5,785.1500000000001,157.03000000000003,4.0,995,303,5,0.15075376884422112,1,199.0
CUST_00234,3,574.6,191.53333333333333,5.0,953,125,3,0.0944386149003148,1,317.6666666666667
CUST_00235,6,942.6700000000001,157.11166666666668,4.75,1054,348,6,0.17077798861480076,1,175.66666666666666
CUST_00236,5,646.99,129.398,4.333333333333333,774,51,5,0.19379844961240308,0,154.8
CUST_00237,5,828.5100000000001,165.70200000000003,3.6666666666666665,772,50,5,0.19430051813471502,0,154.4
CUST_00238,3,356.71,118.90333333333332,3.0,554,139,3,0.1624548736462094,1,184.66666666666666
CUST_00239,3,328.06,109.35333333333334,4.333333333333333,443,237,3,0.20316027088036115,1,147.66666666666666
CUST_00240,9,1898.0,210.88888888888889,3.5,999,440,9,0.2702702702702703,1,111.0
CUST_00241,6,1204.32,200.72,3.8,835,83,6,0.2155688622754491,0,139.16666666666666
CUST_00242,5,1180.79,236.158,4.2,875,205,5,0.17142857142857143,1,175.0
CUST_00243,2,162.05,81.025,5.0,353,352,2,0.16997167138810196,1,176.5
CUST_00244,6,1147.74,191.29,3.75,856,49,6,0.2102803738317757,0,142.66666666666666
CUST_00245,6,923.71,153.95166666666668,4.8,949,137,6,0.18967334035827188,1,158.16666666666666
CUST_00246,5,488.33000000000004,97.66600000000001,3.8,846,233,5,0.1773049645390071,1,169.2
CUST_00247,3,689.16,229.72,4.0,1043,328,3,0.0862895493767977,1,347.6666666666667
CUST_00248,1,280.36,280.36,5.0,872,872,1,0.034403669724770644,1,872.0
CUST_00249,4,566.26,141.565,5.0,768,124,4,0.15625,1,192.0
CUST_00250,5,831.6600000000001,166.33200000000002,3.6,874,177,5,0.17162471395881007,1,174.8
CUST_00251,9,1007.45,111.9388888888889,4.0,1016,76,9,0.26574803149606296,0,112.88888888888889
CUST_00252,7,1346.94,192.42000000000002,4.571428571428571,478,17,7,0.4393305439330544,0,68.28571428571429
CUST_00254,3,431.63,143.87666666666667,4.5,1078,443,3,0.08348794063079779,1,359.3333333333333
CUST_00255,2,278.86,139.43,4.0,655,481,2,0.0916030534351145,1,327.5
CUST_00256,3,348.24,116.08,4.5,952,800,3,0.09453781512605042,1,317.3333333333333
CUST_00257,3,833.9300000000001,277.9766666666667,3.6666666666666665,896,145,3,0.10044642857142858,1,298.6666666666667
CUST_00258,6,1492.9199999999998,248.81999999999996,4.0,1077,172,6,0.1671309192200557,1,179.5
CUST_00259,2,278.2,139.1,5.0,724,16,2,0.08287292817679558,0,362.0
CUST_00260,5,1065.5800000000002,213.11600000000004,3.8,1048,40,5,0.14312977099236643,0,209.6
CUST_00261,7,1609.02,229.85999999999999,3.5,701,431,7,0.29957203994293863,1,100.14285714285714
CUST_00262,5,2290.99,458.198,4.0,956,345,5,0.15690376569037656,1,191.2
CUST_00263,5,568.87,113.774,3.0,1013,5,5,0.14807502467917077,0,202.6
CUST_00264,9,1634.96,181.66222222222223,4.666666666666667,1000,0,9,0.26999999999999996,0,111.11111111111111
CUST_00265,3,278.68,92.89333333333333,5.0,779,169,3,0.11553273427471118,1,259.6666666666667
CUST_00266,4,858.18,214.545,2.3333333333333335,803,367,4,0.14943960149439603,1,200.75
CUST_00267,5,1306.9,261.38,4.4,861,216,5,0.17421602787456447,1,172.2
CUST_00268,4,412.37,103.0925,3.5,893,34,4,0.1343784994400896,0,223.25
CUST_00269,4,676.03,169.0075,4.0,751,373,4,0.15978695073235685,1,187.75
CUST_00270,6,2147.39,357.8983333333333,4.25,1076,81,6,0.16728624535315986,0,179.33333333333334
CUST_00271,5,788.85,157.77,4.5,831,15,5,0.18050541516245489,0,166.2
CUST_00272,7,1745.01,249.28714285714287,5.0,857,4,7,0.24504084014002334,0,122.42857142857143
CUST_00273,6,1958.9299999999998,326.4883333333333,4.4,902,287,6,0.19955654101995565,1,150.33333333333334
CUST_00274,7,1783.88,254.84,4.142857142857143,1053,100,7,0.19943019943019943,1,150.42857142857142
CUST_00275,4,991.54,247.885,4.666666666666667,439,131,4,0.2733485193621868,1,109.75
CUST_00276,6,1360.13,226.68833333333336,3.25,1046,226,6,0.17208413001912046,1,174.33333333333334
CUST_00277,4,1323.67,330.9175,4.333333333333333,776,9,4,0.15463917525773196,0,194.0
CUST_00278,6,1078.64,179.77333333333334,5.0,996,14,6,0.18072289156626503,0,166.0
CUST_00279,2,707.01,353.505,4.5,993,906,2,0.060422960725075525,1,496.5
CUST_00280,4,514.99,128.7475,4.75,897,100,4,0.13377926421404682,1,224.25
CUST_00281,5,724.68,144.93599999999998,3.5,843,54,5,0.1779359430604982,0,168.6
CUST_00282,7,815.5699999999999,116.50999999999999,3.6666666666666665,1010,314,7,0.20792079207920794,1,144.28571428571428
CUST_00283,1,134.49,134.49,5.0,536,536,1,0.055970149253731345,1,536.0
CUST_00284,7,1541.3500000000001,220.19285714285715,3.8,1030,37,7,0.20388349514563106,0,147.14285714285714
CUST_00285,6,1358.15,226.35833333333335,5.0,816,5,6,0.22058823529411764,0,136.0
CUST_00286,6,812.4100000000001,135.40166666666667,2.8,874,39,6,0.20594965675057209,0,145.66666666666666
CUST_00287,2,674.0799999999999,337.03999999999996,4.0,821,379,2,0.0730816077953715,1,410.5
