review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
REV_763864,ORD_000048,5,Order Review,Excellent quality.,2021-01-14 10:37:00,2021-01-23 10:37:00
REV_927383,ORD_000050,3,Order Review,Average.,2021-01-30 12:38:00,2021-02-09 12:38:00
REV_363720,ORD_000051,4,Order Review,Decent quality.,2021-01-17 13:45:00,2021-01-21 13:45:00
REV_723571,ORD_000053,1,Order Review,Very unhappy.,2021-02-01 18:36:00,2021-02-09 18:36:00
REV_933002,ORD_000054,5,Order Review,Great product!,2021-01-16 18:56:00,2021-01-22 18:56:00
REV_932602,ORD_000055,2,Order Review,Poor quality.,2021-01-26 19:04:00,2021-01-30 19:04:00
REV_333583,ORD_000056,5,Order Review,Highly recommend!,2021-01-22 22:21:00,2021-01-27 22:21:00
REV_683177,ORD_000057,5,Order Review,Great product!,2021-01-22 09:10:00,2021-01-29 09:10:00
REV_232201,ORD_000058,4,Order Review,Works well.,2021-02-01 10:40:00,2021-02-02 10:40:00
REV_710240,ORD_000059,3,Order Review,Average.,2021-01-22 11:53:00,2021-01-28 11:53:00
REV_762429,ORD_000060,4,Order Review,Good product.,2021-01-27 12:35:00,2021-01-28 12:35:00
REV_616779,ORD_000061,5,Order Review,Very satisfied.,2021-01-21 14:36:00,2021-01-29 14:36:00
REV_771933,ORD_000062,1,Order Review,Terrible!,2021-02-03 15:32:00,2021-02-05 15:32:00
REV_663257,ORD_000063,3,Order Review,Average.,2021-02-04 16:00:00,2021-02-14 16:00:00
REV_790714,ORD_000064,5,Order Review,Great product!,2021-01-29 18:30:00,2021-02-06 18:30:00
REV_109076,ORD_000065,5,Order Review,Great product!,2021-02-02 19:02:00,2021-02-07 19:02:00
REV_713462,ORD_000066,4,Order Review,Decent quality.,2021-01-19 19:58:00,2021-01-27 19:58:00
REV_627042,ORD_000067,1,Order Review,Complete waste.,2021-01-13 20:36:00,2021-01-17 20:36:00
REV_188110,ORD_000069,5,Order Review,Very satisfied.,2021-01-22 21:23:00,2021-01-27 21:23:00
REV_429547,ORD_000070,5,Order Review,Excellent quality.,2021-01-27 06:48:00,2021-02-03 06:48:00
REV_202723,ORD_000071,4,Order Review,Decent quality.,2021-02-04 09:07:00,2021-02-09 09:07:00
REV_196748,ORD_000072,1,Order Review,Very unhappy.,2021-01-22 11:05:00,2021-01-30 11:05:00
REV_600680,ORD_000075,5,Order Review,Highly recommend!,2021-02-04 15:41:00,2021-02-12 15:41:00
REV_428605,ORD_000076,5,Order Review,Very satisfied.,2021-01-13 09:02:00,2021-01-19 09:02:00
REV_528621,ORD_000077,5,Order Review,Highly recommend!,2021-01-18 11:27:00,2021-01-20 11:27:00
REV_751804,ORD_000078,4,Order Review,Decent quality.,2021-01-13 12:48:00,2021-01-22 12:48:00
REV_354406,ORD_000079,5,Order Review,Very satisfied.,2021-01-29 14:24:00,2021-02-05 14:24:00
REV_334063,ORD_000080,5,Order Review,Very satisfied.,2021-01-31 15:49:00,2021-02-09 15:49:00
REV_346443,ORD_000081,5,Order Review,Excellent quality.,2021-01-24 16:07:00,2021-02-01 16:07:00
REV_269661,ORD_000082,4,Order Review,Decent quality.,2021-01-20 16:11:00,2021-01-25 16:11:00
REV_690752,ORD_000083,4,Order Review,Happy with purchase.,2021-01-28 18:13:00,2021-02-02 18:13:00
REV_942837,ORD_000084,4,Order Review,Works well.,2021-01-24 21:57:00,2021-01-31 21:57:00
REV_261625,ORD_000086,5,Order Review,Great product!,2021-01-22 08:28:00,2021-01-30 08:28:00
REV_449624,ORD_000087,5,Order Review,Very satisfied.,2021-01-19 08:52:00,2021-01-25 08:52:00
REV_590342,ORD_000088,4,Order Review,Works well.,2021-01-19 09:00:00,2021-01-23 09:00:00
REV_494675,ORD_000089,5,Order Review,Very satisfied.,2021-01-31 09:15:00,2021-02-05 09:15:00
REV_534490,ORD_000091,5,Order Review,Highly recommend!,2021-01-17 10:04:00,2021-01-22 10:04:00
REV_430021,ORD_000092,5,Order Review,Great product!,2021-01-23 12:35:00,2021-02-02 12:35:00
REV_685771,ORD_000093,1,Order Review,Very unhappy.,2021-01-19 12:37:00,2021-01-28 12:37:00
REV_943634,ORD_000094,5,Order Review,Very satisfied.,2021-01-16 13:28:00,2021-01-25 13:28:00
REV_504567,ORD_000096,1,Order Review,Very unhappy.,2021-01-26 13:50:00,2021-02-05 13:50:00
REV_664856,ORD_000097,5,Order Review,Great product!,2021-02-07 14:32:00,2021-02-12 14:32:00
REV_799385,ORD_000098,4,Order Review,Decent quality.,2021-01-29 14:47:00,2021-02-05 14:47:00
REV_440859,ORD_000100,3,Order Review,Could be better.,2021-01-25 15:38:00,2021-01-30 15:38:00
REV_391578,ORD_000101,5,Order Review,Great product!,2021-02-03 18:10:00,2021-02-10 18:10:00
REV_181343,ORD_000102,4,Order Review,Works well.,2021-01-22 19:23:00,2021-01-30 19:23:00
REV_604348,ORD_000103,4,Order Review,Good product.,2021-01-14 20:16:00,2021-01-21 20:16:00
REV_211366,ORD_000105,5,Order Review,Very satisfied.,2021-02-04 06:14:00,2021-02-08 06:14:00
REV_600366,ORD_000108,4,Order Review,Works well.,2021-01-26 08:00:00,2021-02-04 08:00:00
REV_346067,ORD_000109,1,Order Review,Do not buy.,2021-02-01 08:20:00,2021-02-04 08:20:00
REV_668617,ORD_000110,5,Order Review,Great product!,2021-01-25 19:22:00,2021-02-03 19:22:00
REV_749992,ORD_000112,1,Order Review,Terrible!,2021-01-18 20:25:00,2021-01-26 20:25:00
REV_724504,ORD_000113,5,Order Review,Great product!,2021-02-02 21:33:00,2021-02-06 21:33:00
REV_640582,ORD_000115,5,Order Review,Very satisfied.,2021-01-27 06:50:00,2021-01-30 06:50:00
REV_962233,ORD_000116,2,Order Review,Poor quality.,2021-02-03 10:38:00,2021-02-07 10:38:00
REV_805634,ORD_000117,3,Order Review,Could be better.,2021-01-27 11:01:00,2021-01-30 11:01:00
REV_264202,ORD_000118,5,Order Review,Excellent quality.,2021-01-24 11:39:00,2021-01-31 11:39:00
REV_337827,ORD_000119,4,Order Review,Decent quality.,2021-02-04 11:49:00,2021-02-10 11:49:00
REV_520295,ORD_000122,5,Order Review,Excellent quality.,2021-02-08 21:50:00,2021-02-10 21:50:00
REV_348117,ORD_000123,5,Order Review,Great product!,2021-01-20 08:09:00,2021-01-25 08:09:00
REV_640483,ORD_000125,5,Order Review,Very satisfied.,2021-01-30 10:55:00,2021-02-04 10:55:00
REV_590344,ORD_000126,5,Order Review,Highly recommend!,2021-01-24 14:11:00,2021-02-02 14:11:00
REV_676874,ORD_000127,5,Order Review,Highly recommend!,2021-02-08 15:44:00,2021-02-17 15:44:00
REV_404028,ORD_000128,5,Order Review,Excellent quality.,2021-01-20 17:06:00,2021-01-24 17:06:00
REV_245741,ORD_000129,5,Order Review,Highly recommend!,2021-01-19 20:49:00,2021-01-29 20:49:00
REV_328773,ORD_000130,5,Order Review,Highly recommend!,2021-02-01 21:39:00,2021-02-04 21:39:00
REV_969585,ORD_000131,5,Order Review,Excellent quality.,2021-01-30 21:40:00,2021-02-09 21:40:00
REV_121086,ORD_000133,5,Order Review,Excellent quality.,2021-02-08 07:29:00,2021-02-10 07:29:00
REV_292196,ORD_000134,3,Order Review,Nothing special.,2021-01-22 08:01:00,2021-01-26 08:01:00
REV_580068,ORD_000135,5,Order Review,Great product!,2021-02-03 11:52:00,2021-02-04 11:52:00
REV_766046,ORD_000136,5,Order Review,Excellent quality.,2021-02-05 13:17:00,2021-02-08 13:17:00
REV_629915,ORD_000137,5,Order Review,Excellent quality.,2021-02-01 14:14:00,2021-02-08 14:14:00
REV_208666,ORD_000139,5,Order Review,Excellent quality.,2021-02-05 15:30:00,2021-02-12 15:30:00
REV_284181,ORD_000140,5,Order Review,Excellent quality.,2021-02-09 20:21:00,2021-02-18 20:21:00
REV_351221,ORD_000141,5,Order Review,Excellent quality.,2021-01-18 21:40:00,2021-01-23 21:40:00
REV_342195,ORD_000142,4,Order Review,Works well.,2021-02-08 22:02:00,2021-02-15 22:02:00
REV_256210,ORD_000144,3,Order Review,Average.,2021-01-23 06:09:00,2021-01-30 06:09:00
REV_978012,ORD_000145,5,Order Review,Great product!,2021-02-05 06:19:00,2021-02-10 06:19:00
REV_514455,ORD_000146,4,Order Review,Happy with purchase.,2021-02-04 06:32:00,2021-02-08 06:32:00
REV_366058,ORD_000147,5,Order Review,Highly recommend!,2021-01-22 08:55:00,2021-01-28 08:55:00
REV_231057,ORD_000148,5,Order Review,Highly recommend!,2021-02-13 10:02:00,2021-02-14 10:02:00
REV_908331,ORD_000150,4,Order Review,Works well.,2021-02-07 16:59:00,2021-02-14 16:59:00
REV_634348,ORD_000152,3,Order Review,OK for the price.,2021-02-02 19:00:00,2021-02-08 19:00:00
REV_494837,ORD_000153,4,Order Review,Decent quality.,2021-02-09 19:11:00,2021-02-18 19:11:00
REV_616792,ORD_000157,3,Order Review,Average.,2021-02-01 12:02:00,2021-02-07 12:02:00
REV_579502,ORD_000158,5,Order Review,Excellent quality.,2021-01-29 12:44:00,2021-02-08 12:44:00
REV_879486,ORD_000159,4,Order Review,Happy with purchase.,2021-02-14 13:04:00,2021-02-18 13:04:00
REV_704703,ORD_000161,5,Order Review,Excellent quality.,2021-01-31 15:26:00,2021-02-01 15:26:00
REV_615060,ORD_000162,4,Order Review,Happy with purchase.,2021-02-02 18:08:00,2021-02-10 18:08:00
REV_761549,ORD_000164,2,Order Review,Not as described.,2021-01-23 20:25:00,2021-01-30 20:25:00
REV_267484,ORD_000165,3,Order Review,Average.,2021-02-11 21:28:00,2021-02-13 21:28:00
REV_852313,ORD_000166,5,Order Review,Very satisfied.,2021-02-02 09:34:00,2021-02-08 09:34:00
REV_694968,ORD_000167,4,Order Review,Decent quality.,2021-02-09 10:08:00,2021-02-11 10:08:00
REV_522932,ORD_000168,4,Order Review,Happy with purchase.,2021-01-29 10:16:00,2021-02-03 10:16:00
REV_265000,ORD_000169,4,Order Review,Happy with purchase.,2021-02-15 12:29:00,2021-02-17 12:29:00
REV_830344,ORD_000170,4,Order Review,Good product.,2021-02-10 14:29:00,2021-02-14 14:29:00
REV_517715,ORD_000172,4,Order Review,Works well.,2021-01-26 18:34:00,2021-01-28 18:34:00
REV_612501,ORD_000173,3,Order Review,Nothing special.,2021-02-15 18:39:00,2021-02-21 18:39:00
REV_730789,ORD_000174,5,Order Review,Very satisfied.,2021-01-22 19:16:00,2021-02-01 19:16:00
REV_615766,ORD_000178,5,Order Review,Very satisfied.,2021-01-24 09:02:00,2021-02-03 09:02:00
REV_119797,ORD_000179,5,Order Review,Excellent quality.,2021-02-07 09:16:00,2021-02-12 09:16:00
REV_661478,ORD_000180,5,Order Review,Highly recommend!,2021-01-30 13:59:00,2021-02-09 13:59:00
REV_256179,ORD_000181,5,Order Review,Excellent quality.,2021-01-28 17:01:00,2021-02-03 17:01:00
REV_795993,ORD_000184,4,Order Review,Works well.,2021-02-14 19:16:00,2021-02-24 19:16:00
REV_606443,ORD_000187,1,Order Review,Terrible!,2021-02-07 15:24:00,2021-02-10 15:24:00
REV_267309,ORD_000188,4,Order Review,Happy with purchase.,2021-02-17 16:00:00,2021-02-21 16:00:00
REV_580437,ORD_000189,4,Order Review,Happy with purchase.,2021-02-09 16:05:00,2021-02-11 16:05:00
REV_673807,ORD_000190,5,Order Review,Excellent quality.,2021-02-10 17:48:00,2021-02-12 17:48:00
REV_651193,ORD_000191,4,Order Review,Works well.,2021-01-30 18:11:00,2021-01-31 18:11:00
REV_780319,ORD_000192,4,Order Review,Happy with purchase.,2021-02-03 22:38:00,2021-02-07 22:38:00
REV_922337,ORD_000193,4,Order Review,Decent quality.,2021-02-08 11:19:00,2021-02-18 11:19:00
REV_459109,ORD_000195,5,Order Review,Excellent quality.,2021-01-27 12:53:00,2021-02-06 12:53:00
REV_817962,ORD_000196,5,Order Review,Very satisfied.,2021-02-09 14:29:00,2021-02-10 14:29:00
REV_440701,ORD_000197,3,Order Review,Could be better.,2021-02-07 15:44:00,2021-02-15 15:44:00
REV_103375,ORD_000199,5,Order Review,Highly recommend!,2021-02-13 19:47:00,2021-02-22 19:47:00
REV_950441,ORD_000200,5,Order Review,Very satisfied.,2021-02-08 06:49:00,2021-02-13 06:49:00
REV_677991,ORD_000201,5,Order Review,Excellent quality.,2021-02-09 08:30:00,2021-02-15 08:30:00
REV_541298,ORD_000202,4,Order Review,Works well.,2021-02-02 09:48:00,2021-02-08 09:48:00
REV_898912,ORD_000203,2,Order Review,Expected better.,2021-01-28 10:22:00,2021-02-01 10:22:00
REV_175044,ORD_000204,4,Order Review,Happy with purchase.,2021-02-18 22:16:00,2021-02-21 22:16:00
REV_998133,ORD_000206,4,Order Review,Decent quality.,2021-02-12 22:55:00,2021-02-15 22:55:00
REV_916841,ORD_000207,4,Order Review,Good product.,2021-02-07 06:16:00,2021-02-08 06:16:00
REV_220904,ORD_000208,4,Order Review,Good product.,2021-02-11 06:27:00,2021-02-15 06:27:00
REV_232798,ORD_000209,4,Order Review,Happy with purchase.,2021-02-10 07:21:00,2021-02-13 07:21:00
REV_254546,ORD_000210,4,Order Review,Decent quality.,2021-02-16 10:44:00,2021-02-26 10:44:00
REV_345065,ORD_000211,4,Order Review,Happy with purchase.,2021-02-19 10:59:00,2021-02-28 10:59:00
REV_861768,ORD_000212,3,Order Review,Average.,2021-02-07 11:16:00,2021-02-13 11:16:00
REV_139950,ORD_000213,4,Order Review,Happy with purchase.,2021-02-03 15:33:00,2021-02-07 15:33:00
REV_682429,ORD_000215,2,Order Review,Not as described.,2021-02-13 21:00:00,2021-02-17 21:00:00
REV_198048,ORD_000216,5,Order Review,Great product!,2021-02-06 22:23:00,2021-02-14 22:23:00
REV_663799,ORD_000217,3,Order Review,Could be better.,2021-02-07 10:01:00,2021-02-17 10:01:00
REV_450844,ORD_000220,1,Order Review,Very unhappy.,2021-02-02 13:26:00,2021-02-07 13:26:00
REV_464269,ORD_000221,4,Order Review,Decent quality.,2021-01-28 14:27:00,2021-02-01 14:27:00
REV_341684,ORD_000222,5,Order Review,Great product!,2021-02-09 16:53:00,2021-02-12 16:53:00
REV_342320,ORD_000223,5,Order Review,Excellent quality.,2021-02-12 16:55:00,2021-02-19 16:55:00
REV_735358,ORD_000224,5,Order Review,Very satisfied.,2021-02-02 18:25:00,2021-02-04 18:25:00
REV_737481,ORD_000226,4,Order Review,Good product.,2021-02-07 19:37:00,2021-02-10 19:37:00
REV_226286,ORD_000227,4,Order Review,Works well.,2021-02-05 20:46:00,2021-02-13 20:46:00
REV_316196,ORD_000228,5,Order Review,Excellent quality.,2021-01-27 22:24:00,2021-02-06 22:24:00
REV_638281,ORD_000229,3,Order Review,Average.,2021-01-31 06:39:00,2021-02-10 06:39:00
REV_573021,ORD_000231,5,Order Review,Highly recommend!,2021-01-31 08:44:00,2021-02-09 08:44:00
REV_133353,ORD_000233,3,Order Review,Nothing special.,2021-02-02 17:30:00,2021-02-12 17:30:00
REV_154276,ORD_000234,2,Order Review,Not as described.,2021-02-06 18:03:00,2021-02-07 18:03:00
REV_299508,ORD_000237,2,Order Review,Expected better.,2021-02-19 13:02:00,2021-02-26 13:02:00
REV_648926,ORD_000238,5,Order Review,Excellent quality.,2021-02-12 13:33:00,2021-02-16 13:33:00
REV_709059,ORD_000239,5,Order Review,Great product!,2021-02-17 13:40:00,2021-02-20 13:40:00
REV_631830,ORD_000241,4,Order Review,Decent quality.,2021-02-06 15:51:00,2021-02-10 15:51:00
REV_434763,ORD_000242,5,Order Review,Excellent quality.,2021-02-05 17:43:00,2021-02-07 17:43:00
REV_748194,ORD_000243,5,Order Review,Very satisfied.,2021-02-20 19:24:00,2021-02-24 19:24:00
REV_219119,ORD_000245,1,Order Review,Very unhappy.,2021-02-13 22:32:00,2021-02-17 22:32:00
REV_543633,ORD_000246,5,Order Review,Very satisfied.,2021-02-21 09:49:00,2021-02-25 09:49:00
REV_193296,ORD_000248,5,Order Review,Very satisfied.,2021-02-14 12:10:00,2021-02-24 12:10:00
REV_565222,ORD_000249,5,Order Review,Very satisfied.,2021-02-15 15:26:00,2021-02-16 15:26:00
REV_238657,ORD_000251,3,Order Review,Nothing special.,2021-02-15 19:52:00,2021-02-17 19:52:00
REV_701032,ORD_000252,5,Order Review,Great product!,2021-02-18 20:11:00,2021-02-23 20:11:00
REV_386900,ORD_000253,5,Order Review,Great product!,2021-02-22 20:15:00,2021-02-23 20:15:00
REV_962714,ORD_000256,1,Order Review,Terrible!,2021-02-25 07:58:00,2021-03-05 07:58:00
REV_673219,ORD_000257,4,Order Review,Happy with purchase.,2021-02-13 10:00:00,2021-02-19 10:00:00
REV_208246,ORD_000258,5,Order Review,Great product!,2021-02-06 11:56:00,2021-02-16 11:56:00
REV_331893,ORD_000259,5,Order Review,Highly recommend!,2021-02-23 13:25:00,2021-03-05 13:25:00
REV_732496,ORD_000260,5,Order Review,Excellent quality.,2021-02-23 14:56:00,2021-03-01 14:56:00
REV_613198,ORD_000261,5,Order Review,Very satisfied.,2021-02-23 15:16:00,2021-03-03 15:16:00
REV_561400,ORD_000262,5,Order Review,Excellent quality.,2021-02-18 15:31:00,2021-02-24 15:31:00
REV_420145,ORD_000263,4,Order Review,Decent quality.,2021-02-15 17:51:00,2021-02-18 17:51:00
REV_799897,ORD_000264,5,Order Review,Highly recommend!,2021-02-25 18:00:00,2021-03-04 18:00:00
REV_949204,ORD_000265,4,Order Review,Happy with purchase.,2021-02-06 20:51:00,2021-02-14 20:51:00
REV_420313,ORD_000266,3,Order Review,OK for the price.,2021-02-25 06:18:00,2021-02-28 06:18:00
REV_218544,ORD_000267,4,Order Review,Good product.,2021-02-14 10:33:00,2021-02-15 10:33:00
REV_545282,ORD_000268,5,Order Review,Highly recommend!,2021-02-09 11:14:00,2021-02-16 11:14:00
REV_745712,ORD_000269,5,Order Review,Excellent quality.,2021-02-16 12:28:00,2021-02-22 12:28:00
REV_941451,ORD_000273,4,Order Review,Happy with purchase.,2021-02-20 13:38:00,2021-02-25 13:38:00
REV_661998,ORD_000274,4,Order Review,Works well.,2021-02-15 18:02:00,2021-02-17 18:02:00
REV_346877,ORD_000275,3,Order Review,Could be better.,2021-02-03 18:31:00,2021-02-11 18:31:00
REV_854864,ORD_000278,5,Order Review,Highly recommend!,2021-02-07 22:21:00,2021-02-10 22:21:00
REV_493965,ORD_000279,2,Order Review,Poor quality.,2021-02-22 10:10:00,2021-02-28 10:10:00
REV_834769,ORD_000280,5,Order Review,Highly recommend!,2021-02-22 21:52:00,2021-03-03 21:52:00
REV_136341,ORD_000281,4,Order Review,Happy with purchase.,2021-02-28 07:02:00,2021-03-07 07:02:00
REV_143032,ORD_000282,4,Order Review,Good product.,2021-03-03 09:27:00,2021-03-12 09:27:00
REV_861448,ORD_000285,5,Order Review,Highly recommend!,2021-03-04 13:57:00,2021-03-06 13:57:00
REV_785358,ORD_000286,5,Order Review,Great product!,2021-03-02 14:01:00,2021-03-06 14:01:00
REV_335245,ORD_000288,5,Order Review,Highly recommend!,2021-02-18 17:03:00,2021-02-28 17:03:00
REV_739858,ORD_000289,5,Order Review,Great product!,2021-02-17 17:05:00,2021-02-21 17:05:00
REV_807562,ORD_000290,2,Order Review,Disappointed.,2021-02-14 18:17:00,2021-02-18 18:17:00
REV_362073,ORD_000291,5,Order Review,Excellent quality.,2021-02-21 22:37:00,2021-02-26 22:37:00
REV_388875,ORD_000292,4,Order Review,Good product.,2021-02-21 06:09:00,2021-02-28 06:09:00
REV_410831,ORD_000293,5,Order Review,Great product!,2021-02-28 06:18:00,2021-03-06 06:18:00
REV_193940,ORD_000294,4,Order Review,Happy with purchase.,2021-03-05 07:36:00,2021-03-06 07:36:00
REV_711236,ORD_000295,3,Order Review,Could be better.,2021-02-28 09:22:00,2021-03-09 09:22:00
REV_221350,ORD_000296,5,Order Review,Highly recommend!,2021-02-22 09:59:00,2021-03-01 09:59:00
REV_574346,ORD_000297,3,Order Review,Nothing special.,2021-02-13 11:16:00,2021-02-16 11:16:00
REV_975716,ORD_000300,5,Order Review,Very satisfied.,2021-02-28 20:42:00,2021-03-10 20:42:00
REV_700350,ORD_000301,5,Order Review,Great product!,2021-02-11 21:51:00,2021-02-17 21:51:00
REV_261009,ORD_000302,4,Order Review,Works well.,2021-02-24 22:01:00,2021-03-03 22:01:00
REV_265222,ORD_000303,3,Order Review,Could be better.,2021-02-28 22:15:00,2021-03-10 22:15:00
REV_737494,ORD_000304,5,Order Review,Great product!,2021-02-23 06:18:00,2021-03-05 06:18:00
REV_916587,ORD_000305,5,Order Review,Great product!,2021-02-22 07:06:00,2021-02-28 07:06:00
REV_520929,ORD_000306,5,Order Review,Great product!,2021-02-10 10:57:00,2021-02-17 10:57:00
REV_620314,ORD_000308,5,Order Review,Great product!,2021-02-17 13:12:00,2021-02-22 13:12:00
REV_107739,ORD_000309,4,Order Review,Good product.,2021-02-17 13:52:00,2021-02-25 13:52:00
REV_339396,ORD_000311,5,Order Review,Excellent quality.,2021-02-21 06:25:00,2021-02-24 06:25:00
REV_539967,ORD_000312,5,Order Review,Highly recommend!,2021-03-03 06:44:00,2021-03-09 06:44:00
REV_102187,ORD_000313,4,Order Review,Decent quality.,2021-02-23 07:50:00,2021-03-04 07:50:00
REV_167406,ORD_000314,5,Order Review,Excellent quality.,2021-02-14 08:54:00,2021-02-19 08:54:00
REV_167889,ORD_000315,4,Order Review,Works well.,2021-02-10 10:29:00,2021-02-15 10:29:00
REV_635959,ORD_000316,5,Order Review,Excellent quality.,2021-02-19 12:43:00,2021-02-23 12:43:00
REV_506682,ORD_000317,2,Order Review,Expected better.,2021-02-14 16:21:00,2021-02-15 16:21:00
REV_217261,ORD_000318,4,Order Review,Good product.,2021-02-20 17:29:00,2021-03-02 17:29:00
REV_411609,ORD_000319,5,Order Review,Excellent quality.,2021-02-25 19:15:00,2021-02-28 19:15:00
REV_328527,ORD_000320,5,Order Review,Great product!,2021-02-13 19:27:00,2021-02-18 19:27:00
REV_372983,ORD_000321,5,Order Review,Highly recommend!,2021-03-02 20:12:00,2021-03-03 20:12:00
REV_115129,ORD_000322,4,Order Review,Good product.,2021-02-26 21:14:00,2021-02-27 21:14:00
REV_637683,ORD_000324,5,Order Review,Very satisfied.,2021-02-24 07:26:00,2021-03-03 07:26:00
REV_750572,ORD_000326,5,Order Review,Great product!,2021-02-25 09:33:00,2021-03-07 09:33:00
REV_609105,ORD_000327,4,Order Review,Works well.,2021-02-27 11:16:00,2021-03-03 11:16:00
REV_744494,ORD_000329,5,Order Review,Excellent quality.,2021-02-17 15:54:00,2021-02-22 15:54:00
REV_319292,ORD_000330,4,Order Review,Good product.,2021-02-25 16:01:00,2021-03-06 16:01:00
REV_751055,ORD_000331,5,Order Review,Very satisfied.,2021-03-01 18:55:00,2021-03-06 18:55:00
REV_439486,ORD_000332,4,Order Review,Happy with purchase.,2021-02-21 19:52:00,2021-02-24 19:52:00
REV_183118,ORD_000333,5,Order Review,Very satisfied.,2021-02-26 20:30:00,2021-03-04 20:30:00
REV_697800,ORD_000335,1,Order Review,Terrible!,2021-02-12 21:30:00,2021-02-19 21:30:00
REV_862201,ORD_000336,4,Order Review,Works well.,2021-02-17 06:20:00,2021-02-24 06:20:00
REV_263321,ORD_000337,5,Order Review,Highly recommend!,2021-02-25 09:26:00,2021-03-06 09:26:00
REV_317871,ORD_000338,5,Order Review,Very satisfied.,2021-02-21 10:41:00,2021-02-25 10:41:00
