order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
ORD_000031,CUST_01857,shipped,2021-01-03 15:32:00,2021-01-04 10:32:00,2021-01-06 15:32:00,2021-01-17 15:32:00,2021-01-28 15:32:00
ORD_000032,CUST_01132,delivered,2021-01-03 16:20:00,2021-01-04 15:20:00,2021-01-04 16:20:00,2021-01-22 16:20:00,2021-02-01 16:20:00
ORD_000033,CUST_00560,delivered,2021-01-03 17:21:00,2021-01-04 07:21:00,2021-01-05 17:21:00,2021-01-14 17:21:00,2021-01-23 17:21:00
ORD_000034,CUST_00982,delivered,2021-01-03 17:30:00,2021-01-03 21:30:00,2021-01-04 17:30:00,2021-01-07 17:30:00,2021-02-01 17:30:00
ORD_000035,CUST_01508,delivered,2021-01-04 08:00:00,2021-01-05 08:00:00,2021-01-06 08:00:00,2021-01-16 08:00:00,2021-02-02 08:00:00
ORD_000036,CUST_02939,delivered,2021-01-04 08:31:00,2021-01-05 08:31:00,2021-01-06 08:31:00,2021-01-22 08:31:00,2021-01-25 08:31:00
ORD_000037,CUST_02411,invoiced,2021-01-04 11:15:00,2021-01-04 18:15:00,2021-01-09 11:15:00,2021-01-08 11:15:00,2021-01-11 11:15:00
ORD_000038,CUST_00487,delivered,2021-01-04 12:23:00,2021-01-04 16:23:00,2021-01-08 12:23:00,2021-01-18 12:23:00,2021-02-01 12:23:00
ORD_000039,CUST_01089,shipped,2021-01-04 12:41:00,2021-01-04 23:41:00,2021-01-08 12:41:00,2021-01-21 12:41:00,2021-01-16 12:41:00
ORD_000040,CUST_00744,delivered,2021-01-04 12:47:00,2021-01-04 18:47:00,2021-01-05 12:47:00,2021-01-09 12:47:00,2021-01-20 12:47:00
ORD_000041,CUST_01577,processing,2021-01-04 13:48:00,2021-01-05 12:48:00,2021-01-05 13:48:00,2021-01-12 13:48:00,2021-01-30 13:48:00
ORD_000042,CUST_00502,delivered,2021-01-04 14:39:00,2021-01-05 01:39:00,2021-01-08 14:39:00,2021-01-20 14:39:00,2021-01-13 14:39:00
ORD_000043,CUST_01172,shipped,2021-01-04 15:59:00,2021-01-05 03:59:00,2021-01-08 15:59:00,2021-01-17 15:59:00,2021-01-13 15:59:00
ORD_000044,CUST_00216,delivered,2021-01-04 16:28:00,2021-01-04 22:28:00,2021-01-07 16:28:00,2021-01-19 16:28:00,2021-01-24 16:28:00
ORD_000045,CUST_02735,canceled,2021-01-04 16:30:00,2021-01-05 15:30:00,2021-01-08 16:30:00,2021-01-18 16:30:00,2021-01-29 16:30:00
ORD_000046,CUST_01085,delivered,2021-01-04 21:46:00,2021-01-05 05:46:00,2021-01-05 21:46:00,2021-01-19 21:46:00,2021-01-30 21:46:00
ORD_000047,CUST_02666,delivered,2021-01-04 22:28:00,2021-01-05 21:28:00,2021-01-06 22:28:00,2021-01-15 22:28:00,2021-01-18 22:28:00
ORD_000048,CUST_02231,delivered,2021-01-05 10:37:00,2021-01-05 16:37:00,2021-01-08 10:37:00,2021-01-11 10:37:00,2021-01-21 10:37:00
ORD_000049,CUST_02391,delivered,2021-01-05 12:13:00,2021-01-05 17:13:00,2021-01-10 12:13:00,2021-01-21 12:13:00,2021-02-04 12:13:00
ORD_000050,CUST_00801,shipped,2021-01-05 12:38:00,2021-01-06 10:38:00,2021-01-07 12:38:00,2021-01-18 12:38:00,2021-01-26 12:38:00
ORD_000051,CUST_01016,delivered,2021-01-05 13:45:00,2021-01-06 07:45:00,2021-01-07 13:45:00,2021-01-20 13:45:00,2021-02-01 13:45:00
ORD_000052,CUST_00645,delivered,2021-01-05 16:08:00,2021-01-05 18:08:00,2021-01-08 16:08:00,2021-01-20 16:08:00,2021-01-29 16:08:00
ORD_000053,CUST_01702,delivered,2021-01-05 18:36:00,2021-01-06 05:36:00,2021-01-09 18:36:00,2021-01-21 18:36:00,2021-01-26 18:36:00
ORD_000054,CUST_00477,delivered,2021-01-05 18:56:00,2021-01-06 11:56:00,2021-01-09 18:56:00,2021-01-22 18:56:00,2021-01-26 18:56:00
ORD_000055,CUST_01233,delivered,2021-01-05 19:04:00,2021-01-06 13:04:00,2021-01-09 19:04:00,2021-01-11 19:04:00,2021-01-25 19:04:00
ORD_000056,CUST_01298,canceled,2021-01-05 22:21:00,2021-01-06 05:21:00,2021-01-08 22:21:00,2021-01-18 22:21:00,2021-01-16 22:21:00
ORD_000057,CUST_01266,delivered,2021-01-06 09:10:00,2021-01-07 00:10:00,2021-01-07 09:10:00,2021-01-23 09:10:00,2021-02-01 09:10:00
ORD_000058,CUST_00875,delivered,2021-01-06 10:40:00,2021-01-07 07:40:00,2021-01-09 10:40:00,2021-01-12 10:40:00,2021-01-28 10:40:00
ORD_000059,CUST_02943,delivered,2021-01-06 11:53:00,2021-01-07 02:53:00,2021-01-11 11:53:00,2021-01-11 11:53:00,2021-01-21 11:53:00
ORD_000060,CUST_00229,shipped,2021-01-06 12:35:00,2021-01-07 09:35:00,2021-01-07 12:35:00,2021-01-12 12:35:00,2021-02-05 12:35:00
ORD_000061,CUST_01855,processing,2021-01-06 14:36:00,2021-01-07 00:36:00,2021-01-09 14:36:00,2021-01-13 14:36:00,2021-01-25 14:36:00
ORD_000062,CUST_02321,delivered,2021-01-06 15:32:00,2021-01-06 23:32:00,2021-01-10 15:32:00,2021-01-10 15:32:00,2021-01-27 15:32:00
ORD_000063,CUST_01691,delivered,2021-01-06 16:00:00,2021-01-07 04:00:00,2021-01-07 16:00:00,2021-01-24 16:00:00,2021-02-01 16:00:00
ORD_000064,CUST_00902,delivered,2021-01-06 18:30:00,2021-01-07 03:30:00,2021-01-10 18:30:00,2021-01-09 18:30:00,2021-01-19 18:30:00
ORD_000065,CUST_02695,shipped,2021-01-06 19:02:00,2021-01-07 19:02:00,2021-01-09 19:02:00,2021-01-12 19:02:00,2021-01-13 19:02:00
ORD_000066,CUST_01876,delivered,2021-01-06 19:58:00,2021-01-06 21:58:00,2021-01-08 19:58:00,2021-01-25 19:58:00,2021-02-04 19:58:00
ORD_000067,CUST_00926,delivered,2021-01-06 20:36:00,2021-01-07 19:36:00,2021-01-08 20:36:00,2021-01-09 20:36:00,2021-01-27 20:36:00
ORD_000068,CUST_00428,delivered,2021-01-06 20:45:00,2021-01-07 19:45:00,2021-01-08 20:45:00,2021-01-19 20:45:00,2021-01-17 20:45:00
ORD_000069,CUST_02789,delivered,2021-01-06 21:23:00,2021-01-07 07:23:00,2021-01-10 21:23:00,2021-01-25 21:23:00,2021-01-16 21:23:00
ORD_000070,CUST_00075,delivered,2021-01-07 06:48:00,2021-01-07 22:48:00,2021-01-12 06:48:00,2021-01-16 06:48:00,2021-02-06 06:48:00
ORD_000071,CUST_00123,shipped,2021-01-07 09:07:00,2021-01-07 22:07:00,2021-01-12 09:07:00,2021-01-21 09:07:00,2021-01-29 09:07:00
ORD_000072,CUST_02188,delivered,2021-01-07 11:05:00,2021-01-07 17:05:00,2021-01-11 11:05:00,2021-01-23 11:05:00,2021-01-31 11:05:00
ORD_000073,CUST_02645,delivered,2021-01-07 11:09:00,2021-01-07 22:09:00,2021-01-10 11:09:00,2021-01-25 11:09:00,2021-01-19 11:09:00
ORD_000074,CUST_02811,delivered,2021-01-07 14:59:00,2021-01-08 14:59:00,2021-01-09 14:59:00,2021-01-15 14:59:00,2021-01-16 14:59:00
ORD_000075,CUST_02994,delivered,2021-01-07 15:41:00,2021-01-08 13:41:00,2021-01-11 15:41:00,2021-01-23 15:41:00,2021-02-03 15:41:00
ORD_000076,CUST_00500,delivered,2021-01-08 09:02:00,2021-01-08 16:02:00,2021-01-09 09:02:00,2021-01-16 09:02:00,2021-02-02 09:02:00
ORD_000077,CUST_02031,delivered,2021-01-08 11:27:00,2021-01-09 07:27:00,2021-01-11 11:27:00,2021-01-22 11:27:00,2021-02-06 11:27:00
ORD_000078,CUST_02175,delivered,2021-01-08 12:48:00,2021-01-09 00:48:00,2021-01-13 12:48:00,2021-01-21 12:48:00,2021-02-05 12:48:00
ORD_000079,CUST_01460,delivered,2021-01-08 14:24:00,2021-01-08 16:24:00,2021-01-12 14:24:00,2021-01-15 14:24:00,2021-01-19 14:24:00
ORD_000080,CUST_00685,delivered,2021-01-08 15:49:00,2021-01-08 19:49:00,2021-01-13 15:49:00,2021-01-22 15:49:00,2021-01-30 15:49:00
ORD_000081,CUST_00582,delivered,2021-01-08 16:07:00,2021-01-08 19:07:00,2021-01-13 16:07:00,2021-01-25 16:07:00,2021-02-03 16:07:00
ORD_000082,CUST_00493,delivered,2021-01-08 16:11:00,2021-01-08 20:11:00,2021-01-13 16:11:00,2021-01-24 16:11:00,2021-01-15 16:11:00
ORD_000083,CUST_00326,delivered,2021-01-08 18:13:00,2021-01-09 05:13:00,2021-01-13 18:13:00,2021-01-13 18:13:00,2021-02-06 18:13:00
ORD_000084,CUST_01509,delivered,2021-01-08 21:57:00,2021-01-09 03:57:00,2021-01-09 21:57:00,2021-01-22 21:57:00,2021-01-16 21:57:00
ORD_000085,CUST_02990,shipped,2021-01-09 08:04:00,2021-01-09 19:04:00,2021-01-13 08:04:00,2021-01-12 08:04:00,2021-01-28 08:04:00
ORD_000086,CUST_02249,canceled,2021-01-09 08:28:00,2021-01-09 19:28:00,2021-01-14 08:28:00,2021-01-19 08:28:00,2021-02-08 08:28:00
ORD_000087,CUST_01830,delivered,2021-01-09 08:52:00,2021-01-10 01:52:00,2021-01-11 08:52:00,2021-01-18 08:52:00,2021-02-01 08:52:00
ORD_000088,CUST_00379,delivered,2021-01-09 09:00:00,2021-01-10 07:00:00,2021-01-10 09:00:00,2021-01-23 09:00:00,2021-02-05 09:00:00
ORD_000089,CUST_02282,delivered,2021-01-09 09:15:00,2021-01-09 23:15:00,2021-01-13 09:15:00,2021-01-28 09:15:00,2021-01-24 09:15:00
ORD_000090,CUST_01151,delivered,2021-01-09 09:47:00,2021-01-09 15:47:00,2021-01-10 09:47:00,2021-01-20 09:47:00,2021-01-28 09:47:00
ORD_000091,CUST_01304,delivered,2021-01-09 10:04:00,2021-01-10 01:04:00,2021-01-12 10:04:00,2021-01-29 10:04:00,2021-01-25 10:04:00
ORD_000092,CUST_00641,delivered,2021-01-09 12:35:00,2021-01-10 03:35:00,2021-01-10 12:35:00,2021-01-13 12:35:00,2021-01-21 12:35:00
ORD_000093,CUST_00857,delivered,2021-01-09 12:37:00,2021-01-10 11:37:00,2021-01-10 12:37:00,2021-01-28 12:37:00,2021-02-02 12:37:00
ORD_000094,CUST_01486,delivered,2021-01-09 13:28:00,2021-01-10 07:28:00,2021-01-10 13:28:00,2021-01-25 13:28:00,2021-01-31 13:28:00
ORD_000095,CUST_02695,delivered,2021-01-09 13:39:00,2021-01-10 07:39:00,2021-01-12 13:39:00,2021-01-14 13:39:00,2021-01-23 13:39:00
ORD_000096,CUST_01145,delivered,2021-01-09 13:50:00,2021-01-10 07:50:00,2021-01-11 13:50:00,2021-01-28 13:50:00,2021-01-25 13:50:00
ORD_000097,CUST_00722,delivered,2021-01-09 14:32:00,2021-01-09 20:32:00,2021-01-12 14:32:00,2021-01-25 14:32:00,2021-01-27 14:32:00
ORD_000098,CUST_01774,delivered,2021-01-09 14:47:00,2021-01-10 03:47:00,2021-01-10 14:47:00,2021-01-28 14:47:00,2021-02-06 14:47:00
ORD_000099,CUST_02071,delivered,2021-01-09 15:20:00,2021-01-09 17:20:00,2021-01-11 15:20:00,2021-01-18 15:20:00,2021-01-30 15:20:00
ORD_000100,CUST_01887,shipped,2021-01-09 15:38:00,2021-01-09 23:38:00,2021-01-12 15:38:00,2021-01-12 15:38:00,2021-01-28 15:38:00
ORD_000101,CUST_01064,invoiced,2021-01-09 18:10:00,2021-01-09 21:10:00,2021-01-14 18:10:00,2021-01-20 18:10:00,2021-01-22 18:10:00
ORD_000102,CUST_01094,delivered,2021-01-09 19:23:00,2021-01-10 10:23:00,2021-01-12 19:23:00,2021-01-18 19:23:00,2021-02-06 19:23:00
ORD_000103,CUST_02787,delivered,2021-01-09 20:16:00,2021-01-10 05:16:00,2021-01-12 20:16:00,2021-01-20 20:16:00,2021-01-27 20:16:00
ORD_000104,CUST_02665,shipped,2021-01-09 22:46:00,2021-01-10 16:46:00,2021-01-12 22:46:00,2021-01-16 22:46:00,2021-02-01 22:46:00
ORD_000105,CUST_02781,shipped,2021-01-10 06:14:00,2021-01-11 01:14:00,2021-01-14 06:14:00,2021-01-18 06:14:00,2021-02-09 06:14:00
ORD_000106,CUST_02041,delivered,2021-01-10 06:17:00,2021-01-10 07:17:00,2021-01-14 06:17:00,2021-01-28 06:17:00,2021-01-31 06:17:00
ORD_000107,CUST_00200,delivered,2021-01-10 07:41:00,2021-01-10 15:41:00,2021-01-12 07:41:00,2021-01-30 07:41:00,2021-01-23 07:41:00
ORD_000108,CUST_00461,delivered,2021-01-10 08:00:00,2021-01-10 09:00:00,2021-01-11 08:00:00,2021-01-24 08:00:00,2021-01-20 08:00:00
ORD_000109,CUST_02037,delivered,2021-01-10 08:20:00,2021-01-10 17:20:00,2021-01-12 08:20:00,2021-01-19 08:20:00,2021-01-19 08:20:00
ORD_000110,CUST_00795,delivered,2021-01-10 19:22:00,2021-01-11 07:22:00,2021-01-14 19:22:00,2021-01-17 19:22:00,2021-01-19 19:22:00
ORD_000111,CUST_02633,delivered,2021-01-10 19:41:00,2021-01-11 13:41:00,2021-01-11 19:41:00,2021-01-16 19:41:00,2021-01-23 19:41:00
ORD_000112,CUST_00671,delivered,2021-01-10 20:25:00,2021-01-11 13:25:00,2021-01-14 20:25:00,2021-01-13 20:25:00,2021-01-28 20:25:00
ORD_000113,CUST_02655,delivered,2021-01-10 21:33:00,2021-01-10 22:33:00,2021-01-13 21:33:00,2021-01-15 21:33:00,2021-01-26 21:33:00
ORD_000114,CUST_02772,delivered,2021-01-10 22:29:00,2021-01-11 21:29:00,2021-01-11 22:29:00,2021-01-20 22:29:00,2021-02-09 22:29:00
ORD_000115,CUST_00104,delivered,2021-01-11 06:50:00,2021-01-12 01:50:00,2021-01-16 06:50:00,2021-01-21 06:50:00,2021-02-06 06:50:00
ORD_000116,CUST_02833,delivered,2021-01-11 10:38:00,2021-01-12 02:38:00,2021-01-12 10:38:00,2021-01-31 10:38:00,2021-01-23 10:38:00
ORD_000117,CUST_02167,shipped,2021-01-11 11:01:00,2021-01-11 15:01:00,2021-01-15 11:01:00,2021-01-20 11:01:00,2021-01-28 11:01:00
ORD_000118,CUST_01684,delivered,2021-01-11 11:39:00,2021-01-12 05:39:00,2021-01-15 11:39:00,2021-01-14 11:39:00,2021-02-04 11:39:00
ORD_000119,CUST_01399,delivered,2021-01-11 11:49:00,2021-01-12 01:49:00,2021-01-16 11:49:00,2021-01-14 11:49:00,2021-01-30 11:49:00
ORD_000120,CUST_00605,delivered,2021-01-11 14:45:00,2021-01-11 17:45:00,2021-01-14 14:45:00,2021-01-22 14:45:00,2021-02-02 14:45:00
ORD_000121,CUST_00912,shipped,2021-01-11 15:09:00,2021-01-12 01:09:00,2021-01-14 15:09:00,2021-01-14 15:09:00,2021-01-26 15:09:00
ORD_000122,CUST_01822,delivered,2021-01-11 21:50:00,2021-01-12 02:50:00,2021-01-14 21:50:00,2021-01-15 21:50:00,2021-01-28 21:50:00
ORD_000123,CUST_01896,delivered,2021-01-12 08:09:00,2021-01-12 14:09:00,2021-01-13 08:09:00,2021-01-22 08:09:00,2021-02-01 08:09:00
ORD_000124,CUST_01856,delivered,2021-01-12 10:49:00,2021-01-13 06:49:00,2021-01-17 10:49:00,2021-01-30 10:49:00,2021-01-28 10:49:00
ORD_000125,CUST_00541,delivered,2021-01-12 10:55:00,2021-01-12 18:55:00,2021-01-15 10:55:00,2021-01-28 10:55:00,2021-01-28 10:55:00
ORD_000126,CUST_02365,delivered,2021-01-12 14:11:00,2021-01-13 02:11:00,2021-01-16 14:11:00,2021-01-26 14:11:00,2021-01-26 14:11:00
ORD_000127,CUST_01762,delivered,2021-01-12 15:44:00,2021-01-13 14:44:00,2021-01-13 15:44:00,2021-02-01 15:44:00,2021-01-22 15:44:00
ORD_000128,CUST_01640,delivered,2021-01-12 17:06:00,2021-01-13 04:06:00,2021-01-14 17:06:00,2021-01-24 17:06:00,2021-01-25 17:06:00
ORD_000129,CUST_02794,delivered,2021-01-12 20:49:00,2021-01-13 19:49:00,2021-01-15 20:49:00,2021-01-15 20:49:00,2021-01-24 20:49:00
ORD_000130,CUST_01327,delivered,2021-01-12 21:39:00,2021-01-13 07:39:00,2021-01-13 21:39:00,2021-01-18 21:39:00,2021-02-05 21:39:00
ORD_000131,CUST_01666,delivered,2021-01-12 21:40:00,2021-01-13 19:40:00,2021-01-13 21:40:00,2021-01-24 21:40:00,2021-01-22 21:40:00
ORD_000132,CUST_00772,shipped,2021-01-13 07:25:00,2021-01-14 07:25:00,2021-01-14 07:25:00,2021-01-17 07:25:00,2021-02-12 07:25:00
ORD_000133,CUST_00799,delivered,2021-01-13 07:29:00,2021-01-13 19:29:00,2021-01-17 07:29:00,2021-01-26 07:29:00,2021-01-31 07:29:00
ORD_000134,CUST_01918,delivered,2021-01-13 08:01:00,2021-01-14 04:01:00,2021-01-17 08:01:00,2021-01-29 08:01:00,2021-02-01 08:01:00
ORD_000135,CUST_00014,delivered,2021-01-13 11:52:00,2021-01-13 17:52:00,2021-01-14 11:52:00,2021-01-26 11:52:00,2021-01-22 11:52:00
ORD_000136,CUST_00457,delivered,2021-01-13 13:17:00,2021-01-13 15:17:00,2021-01-17 13:17:00,2021-01-16 13:17:00,2021-01-26 13:17:00
ORD_000137,CUST_01142,delivered,2021-01-13 14:14:00,2021-01-14 01:14:00,2021-01-14 14:14:00,2021-01-20 14:14:00,2021-02-02 14:14:00
ORD_000138,CUST_00254,delivered,2021-01-13 14:33:00,2021-01-14 14:33:00,2021-01-17 14:33:00,2021-01-27 14:33:00,2021-02-05 14:33:00
ORD_000139,CUST_02645,processing,2021-01-13 15:30:00,2021-01-14 03:30:00,2021-01-14 15:30:00,2021-01-30 15:30:00,2021-01-25 15:30:00
ORD_000140,CUST_00192,delivered,2021-01-13 20:21:00,2021-01-14 15:21:00,2021-01-15 20:21:00,2021-02-02 20:21:00,2021-01-27 20:21:00
ORD_000141,CUST_02578,delivered,2021-01-13 21:40:00,2021-01-14 11:40:00,2021-01-14 21:40:00,2021-01-31 21:40:00,2021-01-27 21:40:00
ORD_000142,CUST_02869,shipped,2021-01-13 22:02:00,2021-01-14 13:02:00,2021-01-14 22:02:00,2021-01-17 22:02:00,2021-02-10 22:02:00
ORD_000143,CUST_01463,delivered,2021-01-13 22:16:00,2021-01-14 09:16:00,2021-01-14 22:16:00,2021-01-17 22:16:00,2021-02-12 22:16:00
ORD_000144,CUST_00625,delivered,2021-01-14 06:09:00,2021-01-14 21:09:00,2021-01-16 06:09:00,2021-01-27 06:09:00,2021-01-25 06:09:00
ORD_000145,CUST_01800,shipped,2021-01-14 06:19:00,2021-01-14 22:19:00,2021-01-18 06:19:00,2021-01-18 06:19:00,2021-02-09 06:19:00
ORD_000146,CUST_02200,delivered,2021-01-14 06:32:00,2021-01-15 02:32:00,2021-01-16 06:32:00,2021-01-21 06:32:00,2021-02-12 06:32:00
ORD_000147,CUST_00258,delivered,2021-01-14 08:55:00,2021-01-15 04:55:00,2021-01-19 08:55:00,2021-01-31 08:55:00,2021-01-22 08:55:00
ORD_000148,CUST_00101,delivered,2021-01-14 10:02:00,2021-01-14 13:02:00,2021-01-16 10:02:00,2021-01-17 10:02:00,2021-02-12 10:02:00
ORD_000149,CUST_01506,delivered,2021-01-14 15:16:00,2021-01-14 19:16:00,2021-01-15 15:16:00,2021-01-25 15:16:00,2021-01-30 15:16:00
ORD_000150,CUST_01334,delivered,2021-01-14 16:59:00,2021-01-15 14:59:00,2021-01-19 16:59:00,2021-01-29 16:59:00,2021-02-03 16:59:00
ORD_000151,CUST_02659,delivered,2021-01-14 18:43:00,2021-01-15 01:43:00,2021-01-15 18:43:00,2021-01-23 18:43:00,2021-01-21 18:43:00
ORD_000152,CUST_02127,delivered,2021-01-14 19:00:00,2021-01-15 10:00:00,2021-01-18 19:00:00,2021-01-29 19:00:00,2021-02-06 19:00:00
ORD_000153,CUST_02697,delivered,2021-01-14 19:11:00,2021-01-15 14:11:00,2021-01-16 19:11:00,2021-01-19 19:11:00,2021-01-30 19:11:00
ORD_000154,CUST_00187,delivered,2021-01-14 22:43:00,2021-01-15 16:43:00,2021-01-15 22:43:00,2021-01-20 22:43:00,2021-02-02 22:43:00
ORD_000155,CUST_00149,delivered,2021-01-15 07:49:00,2021-01-15 15:49:00,2021-01-17 07:49:00,2021-02-03 07:49:00,2021-02-12 07:49:00
ORD_000156,CUST_00104,shipped,2021-01-15 09:14:00,2021-01-15 10:14:00,2021-01-18 09:14:00,2021-01-24 09:14:00,2021-02-12 09:14:00
ORD_000157,CUST_00623,delivered,2021-01-15 12:02:00,2021-01-16 11:02:00,2021-01-19 12:02:00,2021-02-03 12:02:00,2021-02-05 12:02:00
ORD_000158,CUST_01982,delivered,2021-01-15 12:44:00,2021-01-15 22:44:00,2021-01-20 12:44:00,2021-01-31 12:44:00,2021-01-31 12:44:00
ORD_000159,CUST_02796,delivered,2021-01-15 13:04:00,2021-01-16 00:04:00,2021-01-19 13:04:00,2021-01-26 13:04:00,2021-01-23 13:04:00
ORD_000160,CUST_00730,delivered,2021-01-15 13:13:00,2021-01-16 04:13:00,2021-01-18 13:13:00,2021-02-03 13:13:00,2021-02-06 13:13:00
ORD_000161,CUST_02988,invoiced,2021-01-15 15:26:00,2021-01-16 05:26:00,2021-01-19 15:26:00,2021-02-04 15:26:00,2021-01-26 15:26:00
ORD_000162,CUST_00525,delivered,2021-01-15 18:08:00,2021-01-15 23:08:00,2021-01-18 18:08:00,2021-01-24 18:08:00,2021-01-31 18:08:00
ORD_000163,CUST_00270,delivered,2021-01-15 19:30:00,2021-01-16 10:30:00,2021-01-16 19:30:00,2021-01-30 19:30:00,2021-02-07 19:30:00
ORD_000164,CUST_01267,delivered,2021-01-15 20:25:00,2021-01-16 05:25:00,2021-01-16 20:25:00,2021-01-22 20:25:00,2021-01-23 20:25:00
ORD_000165,CUST_00764,delivered,2021-01-15 21:28:00,2021-01-16 08:28:00,2021-01-16 21:28:00,2021-01-31 21:28:00,2021-02-13 21:28:00
ORD_000166,CUST_01310,delivered,2021-01-16 09:34:00,2021-01-17 07:34:00,2021-01-21 09:34:00,2021-02-01 09:34:00,2021-01-26 09:34:00
ORD_000167,CUST_01897,delivered,2021-01-16 10:08:00,2021-01-16 14:08:00,2021-01-17 10:08:00,2021-01-21 10:08:00,2021-02-08 10:08:00
