order_id,order_item_id,product_id,seller_id,price,freight_value,shipping_limit_date
ORD_000020,2,PROD_00611,SELL_0137,153.15,44.35,2021-01-08 17:18:00
ORD_000020,3,PROD_00232,SELL_0342,30.76,23.55,2021-01-06 17:18:00
ORD_000020,4,PROD_00383,SELL_0066,72.3,49.22,2021-01-05 17:18:00
ORD_000020,5,PROD_00364,SELL_0378,210.44,69.39,2021-01-09 17:18:00
ORD_000021,1,PROD_00286,SELL_0324,64.07,9.32,2021-01-08 22:27:00
ORD_000022,1,PROD_00678,SELL_0016,10.29,31.22,2021-01-06 06:50:00
ORD_000023,1,PROD_00298,SELL_0170,50.62,22.41,2021-01-06 08:36:00
ORD_000024,1,PROD_00317,SELL_0069,13.47,71.17,2021-01-06 09:00:00
ORD_000025,1,PROD_00293,SELL_0369,32.0,73.94,2021-01-08 10:44:00
ORD_000026,1,PROD_00247,SELL_0044,75.34,56.64,2021-01-08 12:13:00
ORD_000026,2,PROD_00429,SELL_0383,31.78,35.73,2021-01-10 12:13:00
ORD_000027,1,PROD_00118,SELL_0286,12.12,71.69,2021-01-07 12:28:00
ORD_000027,2,PROD_00601,SELL_0396,47.21,73.96,2021-01-06 12:28:00
ORD_000027,3,PROD_00639,SELL_0131,21.38,6.83,2021-01-07 12:28:00
ORD_000028,1,PROD_00408,SELL_0339,13.99,71.28,2021-01-07 12:32:00
ORD_000029,1,PROD_00748,SELL_0134,6.15,8.38,2021-01-10 13:59:00
ORD_000030,1,PROD_00593,SELL_0277,18.98,67.1,2021-01-09 14:22:00
ORD_000031,1,PROD_00444,SELL_0260,55.79,41.56,2021-01-09 15:32:00
ORD_000032,1,PROD_00572,SELL_0327,244.35,21.33,2021-01-10 16:20:00
ORD_000033,1,PROD_00192,SELL_0195,32.67,16.85,2021-01-10 17:21:00
ORD_000034,1,PROD_00019,SELL_0012,52.63,21.89,2021-01-06 17:30:00
ORD_000035,1,PROD_00553,SELL_0173,66.16,43.12,2021-01-09 08:00:00
ORD_000036,1,PROD_00273,SELL_0244,33.42,14.71,2021-01-11 08:31:00
ORD_000036,2,PROD_00123,SELL_0170,206.05,32.82,2021-01-11 08:31:00
ORD_000037,1,PROD_00329,SELL_0341,38.62,18.0,2021-01-11 11:15:00
ORD_000038,1,PROD_00603,SELL_0271,81.06,61.97,2021-01-07 12:23:00
ORD_000039,1,PROD_00418,SELL_0358,24.54,15.62,2021-01-11 12:41:00
ORD_000040,1,PROD_00721,SELL_0015,35.71,45.18,2021-01-10 12:47:00
ORD_000041,1,PROD_00786,SELL_0325,80.35,39.67,2021-01-08 13:48:00
ORD_000041,2,PROD_00728,SELL_0204,39.61,6.31,2021-01-08 13:48:00
ORD_000041,3,PROD_00493,SELL_0221,61.78,11.65,2021-01-11 13:48:00
ORD_000042,1,PROD_00283,SELL_0066,46.61,79.06,2021-01-11 14:39:00
ORD_000043,1,PROD_00317,SELL_0133,15.45,10.69,2021-01-11 15:59:00
ORD_000043,2,PROD_00404,SELL_0278,58.39,56.56,2021-01-11 15:59:00
ORD_000043,3,PROD_00745,SELL_0333,76.54,66.72,2021-01-11 15:59:00
ORD_000043,4,PROD_00483,SELL_0080,57.94,41.3,2021-01-09 15:59:00
ORD_000043,5,PROD_00610,SELL_0292,30.27,51.69,2021-01-11 15:59:00
ORD_000044,1,PROD_00583,SELL_0151,41.21,47.87,2021-01-09 16:28:00
ORD_000045,1,PROD_00629,SELL_0143,83.65,69.4,2021-01-08 16:30:00
ORD_000045,2,PROD_00645,SELL_0029,92.94,64.76,2021-01-11 16:30:00
ORD_000046,1,PROD_00773,SELL_0062,121.22,58.5,2021-01-08 21:46:00
ORD_000046,2,PROD_00633,SELL_0267,16.27,48.32,2021-01-09 21:46:00
ORD_000047,1,PROD_00179,SELL_0198,53.29,36.81,2021-01-08 22:28:00
ORD_000048,1,PROD_00786,SELL_0295,78.74,22.13,2021-01-08 10:37:00
ORD_000049,1,PROD_00774,SELL_0362,68.5,78.22,2021-01-08 12:13:00
ORD_000049,2,PROD_00391,SELL_0231,14.67,23.89,2021-01-09 12:13:00
ORD_000050,1,PROD_00519,SELL_0336,21.86,36.15,2021-01-10 12:38:00
ORD_000051,1,PROD_00420,SELL_0376,11.95,7.91,2021-01-08 13:45:00
ORD_000051,2,PROD_00169,SELL_0380,12.85,18.42,2021-01-11 13:45:00
ORD_000052,1,PROD_00351,SELL_0387,29.43,57.8,2021-01-11 16:08:00
ORD_000053,1,PROD_00503,SELL_0013,72.12,21.74,2021-01-08 18:36:00
ORD_000054,1,PROD_00605,SELL_0099,35.69,31.0,2021-01-08 18:56:00
ORD_000054,2,PROD_00384,SELL_0109,20.69,25.25,2021-01-12 18:56:00
ORD_000054,3,PROD_00487,SELL_0200,124.16,9.44,2021-01-12 18:56:00
ORD_000054,4,PROD_00614,SELL_0353,76.39,44.14,2021-01-10 18:56:00
ORD_000055,1,PROD_00403,SELL_0244,60.82,49.64,2021-01-09 19:04:00
ORD_000056,1,PROD_00249,SELL_0215,124.18,59.5,2021-01-12 22:21:00
ORD_000056,2,PROD_00786,SELL_0313,77.93,14.29,2021-01-09 22:21:00
ORD_000057,1,PROD_00615,SELL_0184,200.88,19.04,2021-01-10 09:10:00
ORD_000058,1,PROD_00601,SELL_0272,50.88,28.12,2021-01-13 10:40:00
ORD_000058,2,PROD_00716,SELL_0126,21.17,75.23,2021-01-12 10:40:00
ORD_000058,3,PROD_00504,SELL_0228,115.95,40.08,2021-01-10 10:40:00
ORD_000059,1,PROD_00108,SELL_0178,197.96,68.95,2021-01-09 11:53:00
ORD_000059,2,PROD_00774,SELL_0220,60.93,70.61,2021-01-12 11:53:00
ORD_000060,1,PROD_00641,SELL_0112,58.4,27.69,2021-01-10 12:35:00
ORD_000060,2,PROD_00305,SELL_0368,72.37,14.22,2021-01-11 12:35:00
ORD_000061,1,PROD_00038,SELL_0045,176.34,18.27,2021-01-10 14:36:00
ORD_000061,2,PROD_00029,SELL_0092,63.23,48.47,2021-01-11 14:36:00
ORD_000062,1,PROD_00311,SELL_0103,220.92,67.14,2021-01-10 15:32:00
ORD_000062,2,PROD_00265,SELL_0075,15.04,62.57,2021-01-10 15:32:00
ORD_000062,3,PROD_00455,SELL_0133,35.11,42.58,2021-01-09 15:32:00
ORD_000063,1,PROD_00070,SELL_0172,40.4,31.98,2021-01-10 16:00:00
ORD_000063,2,PROD_00469,SELL_0085,64.53,9.25,2021-01-09 16:00:00
ORD_000064,1,PROD_00395,SELL_0161,9.53,15.24,2021-01-11 18:30:00
ORD_000064,2,PROD_00467,SELL_0041,69.7,50.35,2021-01-12 18:30:00
ORD_000064,3,PROD_00767,SELL_0215,45.38,52.23,2021-01-13 18:30:00
ORD_000064,4,PROD_00019,SELL_0238,63.12,32.9,2021-01-12 18:30:00
ORD_000065,1,PROD_00037,SELL_0335,75.48,9.03,2021-01-09 19:02:00
ORD_000066,1,PROD_00397,SELL_0235,60.95,5.32,2021-01-12 19:58:00
ORD_000067,1,PROD_00242,SELL_0106,40.26,71.78,2021-01-11 20:36:00
ORD_000067,2,PROD_00541,SELL_0363,159.96,75.66,2021-01-11 20:36:00
ORD_000068,1,PROD_00010,SELL_0220,322.41,47.22,2021-01-11 20:45:00
ORD_000068,2,PROD_00471,SELL_0121,86.92,63.09,2021-01-09 20:45:00
ORD_000069,1,PROD_00204,SELL_0272,25.58,14.65,2021-01-13 21:23:00
ORD_000070,1,PROD_00520,SELL_0248,30.7,43.13,2021-01-10 06:48:00
ORD_000071,1,PROD_00632,SELL_0327,26.54,59.48,2021-01-10 09:07:00
ORD_000071,2,PROD_00693,SELL_0041,98.66,56.39,2021-01-13 09:07:00
ORD_000072,1,PROD_00453,SELL_0078,58.11,19.79,2021-01-11 11:05:00
ORD_000073,1,PROD_00347,SELL_0094,37.04,46.89,2021-01-13 11:09:00
ORD_000074,1,PROD_00551,SELL_0055,36.84,31.68,2021-01-12 14:59:00
ORD_000075,1,PROD_00099,SELL_0098,18.14,37.47,2021-01-14 15:41:00
ORD_000076,1,PROD_00795,SELL_0311,30.98,17.71,2021-01-14 09:02:00
ORD_000077,1,PROD_00511,SELL_0051,42.23,78.11,2021-01-12 11:27:00
ORD_000078,1,PROD_00026,SELL_0013,38.89,18.46,2021-01-15 12:48:00
ORD_000078,2,PROD_00593,SELL_0242,19.83,69.19,2021-01-11 12:48:00
ORD_000078,3,PROD_00017,SELL_0138,52.97,21.58,2021-01-15 12:48:00
ORD_000078,4,PROD_00213,SELL_0150,13.99,31.62,2021-01-11 12:48:00
ORD_000079,1,PROD_00793,SELL_0356,96.08,32.82,2021-01-13 14:24:00
ORD_000080,1,PROD_00418,SELL_0106,27.09,44.75,2021-01-11 15:49:00
ORD_000081,1,PROD_00517,SELL_0387,16.88,23.17,2021-01-12 16:07:00
ORD_000081,2,PROD_00517,SELL_0313,16.46,78.22,2021-01-12 16:07:00
ORD_000081,3,PROD_00453,SELL_0348,47.03,63.93,2021-01-13 16:07:00
ORD_000081,4,PROD_00118,SELL_0021,9.27,32.78,2021-01-13 16:07:00
ORD_000081,5,PROD_00330,SELL_0136,17.34,56.79,2021-01-11 16:07:00
ORD_000082,1,PROD_00559,SELL_0040,18.46,13.68,2021-01-15 16:11:00
ORD_000083,1,PROD_00775,SELL_0274,38.65,6.04,2021-01-14 18:13:00
ORD_000084,1,PROD_00573,SELL_0047,80.99,35.71,2021-01-11 21:57:00
ORD_000085,1,PROD_00702,SELL_0005,71.23,59.31,2021-01-15 08:04:00
ORD_000086,1,PROD_00559,SELL_0292,18.72,46.29,2021-01-14 08:28:00
ORD_000086,2,PROD_00671,SELL_0309,50.3,78.62,2021-01-16 08:28:00
ORD_000086,3,PROD_00733,SELL_0061,88.72,16.65,2021-01-15 08:28:00
ORD_000086,4,PROD_00115,SELL_0154,120.65,77.32,2021-01-13 08:28:00
ORD_000086,5,PROD_00101,SELL_0137,64.91,22.82,2021-01-15 08:28:00
ORD_000087,1,PROD_00694,SELL_0152,80.72,77.93,2021-01-15 08:52:00
ORD_000087,2,PROD_00110,SELL_0047,121.15,30.43,2021-01-13 08:52:00
ORD_000087,3,PROD_00647,SELL_0146,99.48,7.19,2021-01-14 08:52:00
ORD_000087,4,PROD_00703,SELL_0394,36.7,74.01,2021-01-12 08:52:00
ORD_000087,5,PROD_00202,SELL_0175,90.95,50.95,2021-01-13 08:52:00
ORD_000088,1,PROD_00435,SELL_0299,33.44,9.11,2021-01-14 09:00:00
ORD_000089,1,PROD_00471,SELL_0021,79.01,29.63,2021-01-13 09:15:00
ORD_000090,1,PROD_00209,SELL_0009,30.83,51.52,2021-01-13 09:47:00
ORD_000091,1,PROD_00138,SELL_0374,105.7,41.87,2021-01-13 10:04:00
ORD_000092,1,PROD_00085,SELL_0283,43.57,36.45,2021-01-13 12:35:00
ORD_000093,1,PROD_00530,SELL_0211,76.34,45.19,2021-01-14 12:37:00
ORD_000093,2,PROD_00204,SELL_0031,24.82,13.34,2021-01-13 12:37:00
ORD_000093,3,PROD_00507,SELL_0217,32.09,18.24,2021-01-13 12:37:00
ORD_000094,1,PROD_00055,SELL_0314,51.52,55.47,2021-01-12 13:28:00
ORD_000094,2,PROD_00752,SELL_0319,25.53,15.93,2021-01-13 13:28:00
ORD_000095,1,PROD_00734,SELL_0246,15.34,55.85,2021-01-14 13:39:00
ORD_000095,2,PROD_00380,SELL_0126,93.98,40.24,2021-01-12 13:39:00
ORD_000095,3,PROD_00381,SELL_0387,76.93,53.44,2021-01-13 13:39:00
ORD_000096,1,PROD_00633,SELL_0214,17.65,46.25,2021-01-12 13:50:00
ORD_000097,1,PROD_00406,SELL_0353,47.74,9.37,2021-01-13 14:32:00
ORD_000098,1,PROD_00413,SELL_0310,54.72,15.83,2021-01-15 14:47:00
ORD_000098,2,PROD_00791,SELL_0010,139.06,28.02,2021-01-14 14:47:00
ORD_000099,1,PROD_00461,SELL_0316,80.24,52.18,2021-01-14 15:20:00
ORD_000099,2,PROD_00570,SELL_0275,124.69,55.46,2021-01-13 15:20:00
ORD_000100,1,PROD_00224,SELL_0022,41.52,22.79,2021-01-14 15:38:00
ORD_000101,1,PROD_00350,SELL_0027,35.1,7.04,2021-01-12 18:10:00
ORD_000101,2,PROD_00221,SELL_0228,30.63,33.82,2021-01-13 18:10:00
ORD_000101,3,PROD_00041,SELL_0018,58.65,18.48,2021-01-12 18:10:00
ORD_000102,1,PROD_00532,SELL_0161,77.53,29.58,2021-01-12 19:23:00
ORD_000102,2,PROD_00214,SELL_0285,60.59,70.44,2021-01-13 19:23:00
ORD_000102,3,PROD_00287,SELL_0348,91.39,37.92,2021-01-16 19:23:00
ORD_000103,1,PROD_00083,SELL_0004,13.36,78.21,2021-01-14 20:16:00
ORD_000104,1,PROD_00529,SELL_0333,19.66,67.11,2021-01-16 22:46:00
ORD_000105,1,PROD_00636,SELL_0253,70.43,19.51,2021-01-13 06:14:00
ORD_000106,1,PROD_00077,SELL_0240,23.2,23.57,2021-01-15 06:17:00
ORD_000106,2,PROD_00459,SELL_0077,90.73,23.68,2021-01-15 06:17:00
ORD_000107,1,PROD_00081,SELL_0030,140.21,74.74,2021-01-15 07:41:00
ORD_000108,1,PROD_00124,SELL_0365,17.87,7.28,2021-01-16 08:00:00
ORD_000108,2,PROD_00297,SELL_0181,93.41,67.65,2021-01-15 08:00:00
ORD_000108,3,PROD_00592,SELL_0238,53.43,31.62,2021-01-15 08:00:00
ORD_000108,4,PROD_00107,SELL_0128,262.79,7.29,2021-01-16 08:00:00
ORD_000108,5,PROD_00170,SELL_0006,70.4,68.17,2021-01-14 08:00:00
ORD_000109,1,PROD_00229,SELL_0012,78.96,67.84,2021-01-14 08:20:00
ORD_000109,2,PROD_00080,SELL_0193,260.97,20.02,2021-01-14 08:20:00
ORD_000109,3,PROD_00296,SELL_0257,176.46,13.58,2021-01-17 08:20:00
ORD_000109,4,PROD_00022,SELL_0391,48.9,30.43,2021-01-17 08:20:00
ORD_000110,1,PROD_00138,SELL_0396,120.2,39.69,2021-01-16 19:22:00
ORD_000111,1,PROD_00172,SELL_0170,15.14,53.53,2021-01-16 19:41:00
ORD_000111,2,PROD_00468,SELL_0400,17.42,17.93,2021-01-13 19:41:00
ORD_000111,3,PROD_00086,SELL_0310,155.54,28.87,2021-01-14 19:41:00
ORD_000111,4,PROD_00729,SELL_0159,120.42,63.45,2021-01-17 19:41:00
ORD_000112,1,PROD_00397,SELL_0058,60.57,57.53,2021-01-15 20:25:00
ORD_000113,1,PROD_00509,SELL_0098,342.15,72.69,2021-01-15 21:33:00
ORD_000113,2,PROD_00575,SELL_0184,77.96,64.93,2021-01-16 21:33:00
ORD_000113,3,PROD_00673,SELL_0076,161.17,26.76,2021-01-13 21:33:00
ORD_000113,4,PROD_00306,SELL_0270,61.59,70.28,2021-01-13 21:33:00
ORD_000114,1,PROD_00147,SELL_0269,246.25,73.93,2021-01-16 22:29:00
ORD_000115,1,PROD_00008,SELL_0261,97.69,29.89,2021-01-15 06:50:00
ORD_000116,1,PROD_00390,SELL_0087,18.11,54.63,2021-01-15 10:38:00
ORD_000116,2,PROD_00217,SELL_0198,97.12,17.81,2021-01-16 10:38:00
ORD_000117,1,PROD_00590,SELL_0043,132.06,35.74,2021-01-15 11:01:00
ORD_000117,2,PROD_00108,SELL_0128,231.34,79.99,2021-01-14 11:01:00
ORD_000118,1,PROD_00348,SELL_0002,38.74,15.71,2021-01-18 11:39:00
ORD_000118,2,PROD_00547,SELL_0340,63.64,59.55,2021-01-17 11:39:00
ORD_000118,3,PROD_00352,SELL_0163,56.34,63.66,2021-01-16 11:39:00
ORD_000119,1,PROD_00181,SELL_0173,188.31,79.02,2021-01-14 11:49:00
ORD_000120,1,PROD_00527,SELL_0229,50.09,75.45,2021-01-17 14:45:00
ORD_000121,1,PROD_00643,SELL_0027,63.33,44.4,2021-01-15 15:09:00
ORD_000122,1,PROD_00042,SELL_0201,28.11,57.2,2021-01-17 21:50:00
ORD_000123,1,PROD_00212,SELL_0180,11.24,69.01,2021-01-18 08:09:00
ORD_000124,1,PROD_00492,SELL_0073,44.87,64.72,2021-01-15 10:49:00
ORD_000125,1,PROD_00516,SELL_0322,49.72,49.84,2021-01-19 10:55:00
ORD_000125,2,PROD_00151,SELL_0023,45.62,64.59,2021-01-16 10:55:00
ORD_000126,1,PROD_00313,SELL_0048,27.75,22.95,2021-01-19 14:11:00
ORD_000126,2,PROD_00755,SELL_0089,37.08,79.53,2021-01-17 14:11:00
ORD_000126,3,PROD_00183,SELL_0315,27.04,12.24,2021-01-18 14:11:00
ORD_000127,1,PROD_00450,SELL_0043,48.13,34.96,2021-01-19 15:44:00
ORD_000128,1,PROD_00291,SELL_0119,86.15,13.29,2021-01-17 17:06:00
ORD_000128,2,PROD_00412,SELL_0318,41.16,30.07,2021-01-17 17:06:00
ORD_000129,1,PROD_00659,SELL_0281,121.19,74.54,2021-01-19 20:49:00
ORD_000129,2,PROD_00062,SELL_0211,26.03,44.18,2021-01-19 20:49:00
ORD_000130,1,PROD_00077,SELL_0390,28.03,56.34,2021-01-17 21:39:00
ORD_000131,1,PROD_00438,SELL_0018,17.4,70.48,2021-01-19 21:40:00
ORD_000131,2,PROD_00645,SELL_0028,97.41,69.66,2021-01-18 21:40:00
ORD_000132,1,PROD_00762,SELL_0033,35.03,17.66,2021-01-16 07:25:00
ORD_000133,1,PROD_00109,SELL_0388,45.57,15.25,2021-01-19 07:29:00
ORD_000133,2,PROD_00553,SELL_0158,67.44,63.96,2021-01-19 07:29:00
ORD_000133,3,PROD_00503,SELL_0393,68.51,16.46,2021-01-16 07:29:00
ORD_000134,1,PROD_00537,SELL_0236,29.02,65.91,2021-01-16 08:01:00
ORD_000134,2,PROD_00528,SELL_0147,89.0,42.98,2021-01-18 08:01:00
ORD_000135,1,PROD_00712,SELL_0117,82.81,62.14,2021-01-17 11:52:00
ORD_000135,2,PROD_00419,SELL_0293,66.01,74.11,2021-01-16 11:52:00
ORD_000135,3,PROD_00016,SELL_0360,89.18,14.63,2021-01-18 11:52:00
ORD_000136,1,PROD_00345,SELL_0024,69.59,47.19,2021-01-17 13:17:00
ORD_000137,1,PROD_00223,SELL_0192,24.51,54.56,2021-01-17 14:14:00
ORD_000138,1,PROD_00751,SELL_0240,46.83,57.97,2021-01-17 14:33:00
ORD_000138,2,PROD_00576,SELL_0400,128.18,11.85,2021-01-18 14:33:00
ORD_000139,1,PROD_00482,SELL_0357,122.91,25.05,2021-01-17 15:30:00
ORD_000139,2,PROD_00109,SELL_0156,46.84,64.07,2021-01-18 15:30:00
ORD_000139,3,PROD_00325,SELL_0385,19.37,40.28,2021-01-19 15:30:00
ORD_000140,1,PROD_00582,SELL_0310,79.55,33.09,2021-01-16 20:21:00
ORD_000140,2,PROD_00126,SELL_0032,53.01,61.72,2021-01-17 20:21:00
ORD_000141,1,PROD_00414,SELL_0003,77.54,30.73,2021-01-18 21:40:00
ORD_000141,2,PROD_00550,SELL_0304,211.09,47.45,2021-01-19 21:40:00
ORD_000141,3,PROD_00415,SELL_0062,33.38,13.28,2021-01-16 21:40:00
ORD_000141,4,PROD_00690,SELL_0153,34.39,67.25,2021-01-19 21:40:00
ORD_000141,5,PROD_00747,SELL_0249,90.57,60.8,2021-01-16 21:40:00
ORD_000142,1,PROD_00423,SELL_0343,72.5,57.54,2021-01-19 22:02:00
ORD_000143,1,PROD_00112,SELL_0360,171.65,65.99,2021-01-17 22:16:00
ORD_000144,1,PROD_00587,SELL_0400,70.66,24.92,2021-01-21 06:09:00
ORD_000145,1,PROD_00303,SELL_0007,63.13,31.05,2021-01-17 06:19:00
ORD_000146,1,PROD_00082,SELL_0119,35.11,66.12,2021-01-17 06:32:00
ORD_000146,2,PROD_00790,SELL_0213,54.79,74.89,2021-01-21 06:32:00
ORD_000146,3,PROD_00104,SELL_0309,62.98,27.94,2021-01-21 06:32:00
ORD_000147,1,PROD_00694,SELL_0393,95.16,73.98,2021-01-19 08:55:00
ORD_000148,1,PROD_00380,SELL_0233,81.69,65.28,2021-01-17 10:02:00
ORD_000148,2,PROD_00264,SELL_0360,86.17,57.16,2021-01-21 10:02:00
ORD_000149,1,PROD_00173,SELL_0113,36.99,28.69,2021-01-20 15:16:00
ORD_000150,1,PROD_00772,SELL_0263,69.45,50.14,2021-01-19 16:59:00
ORD_000150,2,PROD_00129,SELL_0299,10.94,65.62,2021-01-20 16:59:00
ORD_000150,3,PROD_00374,SELL_0002,45.5,31.28,2021-01-18 16:59:00
ORD_000151,1,PROD_00374,SELL_0076,41.23,26.03,2021-01-19 18:43:00
ORD_000151,2,PROD_00102,SELL_0002,32.01,43.96,2021-01-17 18:43:00
ORD_000151,3,PROD_00659,SELL_0045,103.57,29.33,2021-01-18 18:43:00
ORD_000152,1,PROD_00011,SELL_0314,24.62,47.31,2021-01-20 19:00:00
ORD_000153,1,PROD_00177,SELL_0317,52.74,74.91,2021-01-18 19:11:00
ORD_000154,1,PROD_00689,SELL_0100,61.31,26.7,2021-01-17 22:43:00
ORD_000155,1,PROD_00409,SELL_0086,19.69,49.76,2021-01-22 07:49:00
ORD_000155,2,PROD_00164,SELL_0188,69.88,58.97,2021-01-21 07:49:00
ORD_000155,3,PROD_00302,SELL_0284,59.08,21.79,2021-01-21 07:49:00
ORD_000155,4,PROD_00282,SELL_0190,36.87,58.71,2021-01-18 07:49:00
ORD_000156,1,PROD_00607,SELL_0163,114.45,39.07,2021-01-21 09:14:00
ORD_000156,2,PROD_00442,SELL_0107,487.61,27.56,2021-01-21 09:14:00
ORD_000157,1,PROD_00762,SELL_0192,40.59,65.9,2021-01-22 12:02:00
ORD_000158,1,PROD_00344,SELL_0339,52.5,5.59,2021-01-20 12:44:00
ORD_000159,1,PROD_00159,SELL_0128,16.66,56.3,2021-01-18 13:04:00
ORD_000160,1,PROD_00032,SELL_0312,72.96,59.43,2021-01-18 13:13:00
ORD_000161,1,PROD_00473,SELL_0082,95.94,49.63,2021-01-20 15:26:00
ORD_000162,1,PROD_00388,SELL_0351,127.63,39.27,2021-01-18 18:08:00
ORD_000163,1,PROD_00552,SELL_0081,38.1,45.63,2021-01-19 19:30:00
ORD_000164,1,PROD_00388,SELL_0041,121.74,47.96,2021-01-20 20:25:00
ORD_000164,2,PROD_00141,SELL_0263,35.05,29.57,2021-01-20 20:25:00
ORD_000165,1,PROD_00026,SELL_0138,30.98,8.11,2021-01-19 21:28:00
ORD_000166,1,PROD_00131,SELL_0028,17.19,47.7,2021-01-23 09:34:00
ORD_000167,1,PROD_00314,SELL_0113,52.11,64.87,2021-01-23 10:08:00
ORD_000167,2,PROD_00118,SELL_0006,11.23,73.55,2021-01-22 10:08:00
ORD_000167,3,PROD_00240,SELL_0368,59.81,75.01,2021-01-23 10:08:00
ORD_000168,1,PROD_00018,SELL_0055,26.54,63.75,2021-01-21 10:16:00
ORD_000169,1,PROD_00201,SELL_0027,32.05,60.66,2021-01-23 12:29:00
ORD_000170,1,PROD_00072,SELL_0126,57.85,15.4,2021-01-20 14:29:00
ORD_000170,2,PROD_00248,SELL_0127,295.21,49.83,2021-01-21 14:29:00
ORD_000171,1,PROD_00566,SELL_0210,141.87,43.62,2021-01-20 16:59:00
ORD_000171,2,PROD_00607,SELL_0209,132.9,36.96,2021-01-19 16:59:00
ORD_000171,3,PROD_00544,SELL_0208,88.57,41.19,2021-01-20 16:59:00
ORD_000172,1,PROD_00283,SELL_0377,37.58,43.41,2021-01-19 18:34:00
ORD_000172,2,PROD_00365,SELL_0351,103.12,22.98,2021-01-21 18:34:00
ORD_000173,1,PROD_00586,SELL_0045,27.81,18.72,2021-01-22 18:39:00
ORD_000174,1,PROD_00084,SELL_0308,159.4,6.08,2021-01-22 19:16:00
ORD_000175,1,PROD_00198,SELL_0358,59.89,73.42,2021-01-23 21:40:00
ORD_000175,2,PROD_00674,SELL_0206,114.43,7.43,2021-01-20 21:40:00
ORD_000176,1,PROD_00325,SELL_0215,18.54,47.84,2021-01-19 21:46:00
ORD_000176,2,PROD_00275,SELL_0389,94.53,22.82,2021-01-20 21:46:00
ORD_000176,3,PROD_00719,SELL_0156,82.65,57.42,2021-01-21 21:46:00
ORD_000177,1,PROD_00261,SELL_0132,97.62,59.33,2021-01-23 08:47:00
ORD_000177,2,PROD_00678,SELL_0195,10.78,61.46,2021-01-24 08:47:00
ORD_000178,1,PROD_00267,SELL_0155,81.71,15.32,2021-01-23 09:02:00
ORD_000178,2,PROD_00068,SELL_0367,33.32,10.71,2021-01-22 09:02:00
