customer_id,customer_unique_id,customer_zip_code,customer_city,customer_state,customer_segment
CUST_00076,UNIQ_00076,37460,Rio de Janeiro,RS,B2C
CUST_00077,UNIQ_00077,97841,Sao Paulo,DF,B2B
CUST_00078,UNIQ_00078,44993,Rio de Janeiro,RJ,B2B
CUST_00079,UNIQ_00079,99593,Porto Alegre,DF,B2B
CUST_00080,UNIQ_00080,94939,Manaus,SC,Wholesale
CUST_00081,UNIQ_00081,19358,Rio de Janeiro,ES,B2B
CUST_00082,UNIQ_00082,89840,Salvador,GO,Wholesale
CUST_00083,UNIQ_00083,93227,Salvador,MG,Wholesale
CUST_00084,UNIQ_00084,32431,Porto Alegre,GO,B2B
CUST_00085,UNIQ_00085,80010,Recife,MA,B2B
CUST_00086,UNIQ_00086,42087,Sao Paulo,PA,B2B
CUST_00087,UNIQ_00087,31417,Curitiba,DF,B2C
CUST_00088,UNIQ_00088,70589,Recife,DF,B2C
CUST_00089,UNIQ_00089,59735,Recife,CE,Wholesale
CUST_00090,UNIQ_00090,45382,Rio de Janeiro,MA,B2C
CUST_00091,UNIQ_00091,93886,Manaus,PA,B2C
CUST_00092,UNIQ_00092,83000,Brasilia,RJ,B2B
CUST_00093,UNIQ_00093,38785,Salvador,CE,B2B
CUST_00094,UNIQ_00094,99733,Manaus,AM,Wholesale
CUST_00095,UNIQ_00095,52504,Belo Horizonte,PR,Wholesale
CUST_00096,UNIQ_00096,17331,Recife,SP,B2C
CUST_00097,UNIQ_00097,40021,Belo Horizonte,DF,Wholesale
CUST_00098,UNIQ_00098,14207,Belo Horizonte,ES,B2B
CUST_00099,UNIQ_00099,51347,Curitiba,CE,B2B
CUST_00100,UNIQ_00100,62581,Curitiba,BA,B2C
CUST_00101,UNIQ_00101,45093,Curitiba,RJ,B2B
CUST_00102,UNIQ_00102,18675,Fortaleza,ES,B2B
CUST_00103,UNIQ_00103,37653,Belo Horizonte,SP,B2B
CUST_00104,UNIQ_00104,84341,Rio de Janeiro,PA,B2B
CUST_00105,UNIQ_00105,51245,Belo Horizonte,ES,B2B
CUST_00106,UNIQ_00106,37869,Recife,SC,B2C
CUST_00107,UNIQ_00107,95909,Curitiba,SC,Wholesale
CUST_00108,UNIQ_00108,75435,Recife,PA,B2C
CUST_00109,UNIQ_00109,61856,Curitiba,MA,B2C
CUST_00110,UNIQ_00110,94259,Fortaleza,BA,B2C
CUST_00111,UNIQ_00111,70142,Rio de Janeiro,BA,Wholesale
CUST_00112,UNIQ_00112,28726,Porto Alegre,PA,B2B
CUST_00113,UNIQ_00113,44718,Curitiba,MA,Wholesale
CUST_00114,UNIQ_00114,28301,Brasilia,RJ,B2C
CUST_00115,UNIQ_00115,42325,Fortaleza,MA,Wholesale
CUST_00116,UNIQ_00116,83579,Salvador,ES,B2C
CUST_00117,UNIQ_00117,80644,Salvador,RS,B2B
CUST_00118,UNIQ_00118,44438,Brasilia,DF,B2C
CUST_00119,UNIQ_00119,86622,Fortaleza,AM,B2B
CUST_00120,UNIQ_00120,66155,Rio de Janeiro,MA,B2C
CUST_00121,UNIQ_00121,86484,Belo Horizonte,CE,B2C
CUST_00122,UNIQ_00122,62350,Curitiba,PA,Wholesale
CUST_00123,UNIQ_00123,57447,Sao Paulo,SP,B2B
CUST_00124,UNIQ_00124,38746,Recife,AM,B2C
CUST_00125,UNIQ_00125,28131,Porto Alegre,ES,B2B
CUST_00126,UNIQ_00126,76784,Salvador,AM,Wholesale
CUST_00127,UNIQ_00127,74686,Recife,BA,B2B
CUST_00128,UNIQ_00128,21915,Porto Alegre,SP,Wholesale
CUST_00129,UNIQ_00129,16175,Fortaleza,PR,Wholesale
CUST_00130,UNIQ_00130,24371,Porto Alegre,PE,B2B
CUST_00131,UNIQ_00131,30033,Recife,SP,B2B
CUST_00132,UNIQ_00132,92240,Salvador,SC,B2C
CUST_00133,UNIQ_00133,30969,Belo Horizonte,PE,Wholesale
CUST_00134,UNIQ_00134,99192,Curitiba,CE,B2B
CUST_00135,UNIQ_00135,65333,Porto Alegre,MG,Wholesale
CUST_00136,UNIQ_00136,88172,Salvador,SC,B2C
CUST_00137,UNIQ_00137,18326,Brasilia,PE,B2B
CUST_00138,UNIQ_00138,60432,Fortaleza,DF,B2B
CUST_00139,UNIQ_00139,60019,Porto Alegre,RS,Wholesale
CUST_00140,UNIQ_00140,88104,Belo Horizonte,MG,B2B
CUST_00141,UNIQ_00141,71348,Recife,SP,B2B
CUST_00142,UNIQ_00142,79352,Porto Alegre,AM,Wholesale
CUST_00143,UNIQ_00143,42953,Curitiba,DF,B2C
CUST_00144,UNIQ_00144,82512,Fortaleza,BA,B2B
CUST_00145,UNIQ_00145,11504,Salvador,GO,B2C
CUST_00146,UNIQ_00146,99166,Brasilia,ES,Wholesale
CUST_00147,UNIQ_00147,25014,Porto Alegre,CE,Wholesale
CUST_00148,UNIQ_00148,99353,Recife,CE,B2C
CUST_00149,UNIQ_00149,80381,Curitiba,PE,B2B
CUST_00150,UNIQ_00150,44973,Recife,RJ,B2B
CUST_00151,UNIQ_00151,94012,Porto Alegre,RS,Wholesale
CUST_00152,UNIQ_00152,54587,Rio de Janeiro,BA,Wholesale
CUST_00153,UNIQ_00153,24621,Salvador,PR,B2B
CUST_00154,UNIQ_00154,48469,Brasilia,ES,B2C
CUST_00155,UNIQ_00155,66985,Salvador,BA,Wholesale
CUST_00156,UNIQ_00156,30730,Manaus,MG,B2B
CUST_00157,UNIQ_00157,69470,Belo Horizonte,MG,B2B
CUST_00158,UNIQ_00158,10425,Manaus,SC,B2B
CUST_00159,UNIQ_00159,44522,Sao Paulo,RJ,B2C
CUST_00160,UNIQ_00160,75612,Fortaleza,GO,B2B
CUST_00161,UNIQ_00161,33416,Brasilia,CE,Wholesale
CUST_00162,UNIQ_00162,76542,Fortaleza,DF,B2C
CUST_00163,UNIQ_00163,23947,Curitiba,SP,Wholesale
CUST_00164,UNIQ_00164,91959,Rio de Janeiro,PE,B2C
CUST_00165,UNIQ_00165,49117,Recife,BA,B2B
CUST_00166,UNIQ_00166,93748,Fortaleza,PR,B2B
CUST_00167,UNIQ_00167,76540,Belo Horizonte,RJ,B2C
CUST_00168,UNIQ_00168,89818,Curitiba,BA,B2B
CUST_00169,UNIQ_00169,36071,Brasilia,PE,Wholesale
CUST_00170,UNIQ_00170,30032,Curitiba,BA,B2B
CUST_00171,UNIQ_00171,59009,Belo Horizonte,ES,B2C
CUST_00172,UNIQ_00172,31174,Recife,DF,Wholesale
CUST_00173,UNIQ_00173,80697,Recife,MG,Wholesale
CUST_00174,UNIQ_00174,79514,Rio de Janeiro,ES,B2C
CUST_00175,UNIQ_00175,10074,Fortaleza,MG,Wholesale
CUST_00176,UNIQ_00176,88504,Salvador,GO,Wholesale
CUST_00177,UNIQ_00177,52487,Fortaleza,PE,B2C
CUST_00178,UNIQ_00178,74042,Salvador,RS,Wholesale
CUST_00179,UNIQ_00179,12552,Recife,GO,B2B
CUST_00180,UNIQ_00180,24662,Manaus,BA,B2B
CUST_00181,UNIQ_00181,57576,Manaus,AM,B2C
CUST_00182,UNIQ_00182,50306,Recife,CE,Wholesale
CUST_00183,UNIQ_00183,41385,Manaus,RS,Wholesale
CUST_00184,UNIQ_00184,17592,Sao Paulo,PE,B2B
CUST_00185,UNIQ_00185,41571,Porto Alegre,CE,B2B
CUST_00186,UNIQ_00186,84364,Manaus,DF,B2C
CUST_00187,UNIQ_00187,20322,Salvador,PE,B2B
CUST_00188,UNIQ_00188,21226,Rio de Janeiro,RS,B2C
CUST_00189,UNIQ_00189,73699,Rio de Janeiro,RS,Wholesale
CUST_00190,UNIQ_00190,19071,Brasilia,RJ,B2B
CUST_00191,UNIQ_00191,79822,Porto Alegre,PR,Wholesale
CUST_00192,UNIQ_00192,26483,Belo Horizonte,ES,B2B
CUST_00193,UNIQ_00193,26828,Salvador,BA,B2B
CUST_00194,UNIQ_00194,96474,Sao Paulo,SC,Wholesale
CUST_00195,UNIQ_00195,72296,Salvador,AM,Wholesale
CUST_00196,UNIQ_00196,82063,Recife,PA,B2B
CUST_00197,UNIQ_00197,31643,Porto Alegre,CE,B2C
CUST_00198,UNIQ_00198,44741,Recife,RJ,B2B
CUST_00199,UNIQ_00199,79163,Rio de Janeiro,RJ,B2B
CUST_00200,UNIQ_00200,89507,Sao Paulo,AM,B2B
CUST_00201,UNIQ_00201,65461,Rio de Janeiro,BA,Wholesale
CUST_00202,UNIQ_00202,37760,Curitiba,BA,Wholesale
CUST_00203,UNIQ_00203,80686,Brasilia,SC,B2B
CUST_00204,UNIQ_00204,36365,Manaus,SC,Wholesale
CUST_00205,UNIQ_00205,50857,Manaus,RS,Wholesale
CUST_00206,UNIQ_00206,62296,Manaus,SC,B2C
CUST_00207,UNIQ_00207,98039,Salvador,SC,B2C
CUST_00208,UNIQ_00208,95180,Salvador,CE,Wholesale
CUST_00209,UNIQ_00209,58944,Brasilia,AM,Wholesale
CUST_00210,UNIQ_00210,67422,Fortaleza,SP,Wholesale
CUST_00211,UNIQ_00211,77839,Porto Alegre,ES,B2C
CUST_00212,UNIQ_00212,69177,Recife,PR,Wholesale
CUST_00213,UNIQ_00213,25860,Fortaleza,MG,B2B
CUST_00214,UNIQ_00214,42493,Salvador,SC,B2C
CUST_00215,UNIQ_00215,39451,Manaus,CE,Wholesale
CUST_00216,UNIQ_00216,18392,Belo Horizonte,MA,Wholesale
CUST_00217,UNIQ_00217,54313,Porto Alegre,ES,B2B
CUST_00218,UNIQ_00218,12757,Sao Paulo,GO,B2B
CUST_00219,UNIQ_00219,87110,Fortaleza,CE,Wholesale
CUST_00220,UNIQ_00220,82603,Rio de Janeiro,MG,Wholesale
CUST_00221,UNIQ_00221,40161,Curitiba,GO,Wholesale
CUST_00222,UNIQ_00222,87128,Recife,SP,B2B
CUST_00223,UNIQ_00223,38864,Rio de Janeiro,PA,Wholesale
CUST_00224,UNIQ_00224,10942,Rio de Janeiro,MA,Wholesale
CUST_00225,UNIQ_00225,19305,Belo Horizonte,RS,Wholesale
CUST_00226,UNIQ_00226,92719,Porto Alegre,RS,B2C
CUST_00227,UNIQ_00227,17716,Curitiba,AM,Wholesale
CUST_00228,UNIQ_00228,40007,Porto Alegre,SC,B2C
CUST_00229,UNIQ_00229,18834,Fortaleza,MG,B2B
CUST_00230,UNIQ_00230,14117,Brasilia,ES,B2B
CUST_00231,UNIQ_00231,53309,Manaus,DF,B2C
CUST_00232,UNIQ_00232,19287,Fortaleza,MA,B2C
CUST_00233,UNIQ_00233,77391,Porto Alegre,RJ,B2C
CUST_00234,UNIQ_00234,41195,Fortaleza,RJ,Wholesale
CUST_00235,UNIQ_00235,46500,Rio de Janeiro,DF,Wholesale
CUST_00236,UNIQ_00236,97684,Fortaleza,SP,B2B
CUST_00237,UNIQ_00237,73624,Fortaleza,RS,B2B
CUST_00238,UNIQ_00238,38080,Porto Alegre,CE,B2B
CUST_00239,UNIQ_00239,80678,Rio de Janeiro,PA,B2B
CUST_00240,UNIQ_00240,27342,Curitiba,MG,B2C
CUST_00241,UNIQ_00241,84847,Sao Paulo,MA,Wholesale
CUST_00242,UNIQ_00242,85525,Rio de Janeiro,MA,B2C
CUST_00243,UNIQ_00243,71953,Sao Paulo,MA,B2B
CUST_00244,UNIQ_00244,41850,Porto Alegre,PR,B2B
CUST_00245,UNIQ_00245,71993,Rio de Janeiro,SP,B2B
CUST_00246,UNIQ_00246,63354,Belo Horizonte,SC,Wholesale
CUST_00247,UNIQ_00247,34957,Brasilia,DF,B2C
CUST_00248,UNIQ_00248,22363,Manaus,ES,B2B
CUST_00249,UNIQ_00249,22704,Belo Horizonte,RJ,Wholesale
CUST_00250,UNIQ_00250,96374,Manaus,PR,Wholesale
CUST_00251,UNIQ_00251,66498,Belo Horizonte,GO,B2C
CUST_00252,UNIQ_00252,56438,Porto Alegre,GO,B2B
CUST_00253,UNIQ_00253,65519,Manaus,SP,B2C
CUST_00254,UNIQ_00254,63883,Recife,SC,B2C
CUST_00255,UNIQ_00255,71213,Fortaleza,RS,B2C
CUST_00256,UNIQ_00256,17100,Brasilia,DF,B2C
CUST_00257,UNIQ_00257,98259,Recife,PE,B2C
CUST_00258,UNIQ_00258,95649,Belo Horizonte,RS,B2C
CUST_00259,UNIQ_00259,94696,Belo Horizonte,RS,B2B
CUST_00260,UNIQ_00260,22899,Recife,PE,B2B
CUST_00261,UNIQ_00261,17944,Recife,PE,B2B
CUST_00262,UNIQ_00262,62772,Sao Paulo,ES,Wholesale
CUST_00263,UNIQ_00263,54473,Salvador,PR,B2B
CUST_00264,UNIQ_00264,24322,Brasilia,PE,B2B
CUST_00265,UNIQ_00265,42591,Fortaleza,GO,Wholesale
CUST_00266,UNIQ_00266,35112,Salvador,CE,B2C
CUST_00267,UNIQ_00267,34931,Recife,DF,B2C
CUST_00268,UNIQ_00268,80292,Recife,MG,B2C
CUST_00269,UNIQ_00269,68800,Sao Paulo,DF,B2B
CUST_00270,UNIQ_00270,28373,Brasilia,DF,B2C
CUST_00271,UNIQ_00271,65296,Brasilia,AM,B2C
CUST_00272,UNIQ_00272,34050,Curitiba,SP,B2B
CUST_00273,UNIQ_00273,46509,Rio de Janeiro,BA,B2B
CUST_00274,UNIQ_00274,70637,Salvador,CE,Wholesale
CUST_00275,UNIQ_00275,42742,Rio de Janeiro,PA,Wholesale
CUST_00276,UNIQ_00276,19880,Manaus,AM,B2C
CUST_00277,UNIQ_00277,68082,Belo Horizonte,PE,Wholesale
CUST_00278,UNIQ_00278,82132,Porto Alegre,SP,B2C
CUST_00279,UNIQ_00279,22833,Porto Alegre,PR,Wholesale
CUST_00280,UNIQ_00280,16630,Brasilia,MG,B2B
CUST_00281,UNIQ_00281,95477,Fortaleza,SP,B2C
CUST_00282,UNIQ_00282,80855,Rio de Janeiro,PR,B2C
CUST_00283,UNIQ_00283,11934,Curitiba,RS,B2C
CUST_00284,UNIQ_00284,22224,Fortaleza,ES,B2B
CUST_00285,UNIQ_00285,40982,Manaus,DF,Wholesale
CUST_00286,UNIQ_00286,31798,Porto Alegre,CE,B2B
CUST_00287,UNIQ_00287,63269,Salvador,PR,B2C
CUST_00288,UNIQ_00288,73653,Recife,SP,B2B
CUST_00289,UNIQ_00289,73092,Salvador,GO,B2B
CUST_00290,UNIQ_00290,38016,Recife,AM,Wholesale
CUST_00291,UNIQ_00291,62565,Salvador,SP,Wholesale
CUST_00292,UNIQ_00292,17685,Rio de Janeiro,RJ,B2C
CUST_00293,UNIQ_00293,31579,Porto Alegre,BA,B2B
CUST_00294,UNIQ_00294,59672,Porto Alegre,AM,Wholesale
CUST_00295,UNIQ_00295,10282,Fortaleza,PR,B2C
CUST_00296,UNIQ_00296,61173,Salvador,AM,B2C
CUST_00297,UNIQ_00297,44760,Belo Horizonte,MA,B2C
CUST_00298,UNIQ_00298,69638,Curitiba,PA,Wholesale
CUST_00299,UNIQ_00299,47388,Salvador,AM,Wholesale
CUST_00300,UNIQ_00300,65444,Salvador,SC,Wholesale
CUST_00301,UNIQ_00301,82845,Rio de Janeiro,MA,B2C
CUST_00302,UNIQ_00302,96752,Belo Horizonte,RJ,Wholesale
CUST_00303,UNIQ_00303,73788,Porto Alegre,SP,Wholesale
CUST_00304,UNIQ_00304,30289,Rio de Janeiro,PR,Wholesale
CUST_00305,UNIQ_00305,34890,Brasilia,MA,Wholesale
CUST_00306,UNIQ_00306,48890,Curitiba,PA,B2B
CUST_00307,UNIQ_00307,38534,Rio de Janeiro,AM,B2B
CUST_00308,UNIQ_00308,17665,Belo Horizonte,BA,B2C
CUST_00309,UNIQ_00309,85914,Porto Alegre,RS,B2C
CUST_00310,UNIQ_00310,81066,Belo Horizonte,BA,Wholesale
CUST_00311,UNIQ_00311,17989,Manaus,PE,B2C
CUST_00312,UNIQ_00312,51104,Recife,DF,B2B
CUST_00313,UNIQ_00313,17492,Recife,RJ,B2B
CUST_00314,UNIQ_00314,16572,Salvador,PA,Wholesale
CUST_00315,UNIQ_00315,86569,Belo Horizonte,SC,Wholesale
CUST_00316,UNIQ_00316,72493,Salvador,GO,B2B
CUST_00317,UNIQ_00317,75909,Recife,MA,Wholesale
CUST_00318,UNIQ_00318,79615,Recife,CE,Wholesale
CUST_00319,UNIQ_00319,30635,Belo Horizonte,PE,B2C
CUST_00320,UNIQ_00320,17455,Fortaleza,RJ,B2B
CUST_00321,UNIQ_00321,76562,Manaus,MG,B2C
CUST_00322,UNIQ_00322,20500,Belo Horizonte,RS,B2C
CUST_00323,UNIQ_00323,34356,Manaus,PE,B2C
CUST_00324,UNIQ_00324,18981,Belo Horizonte,GO,B2C
CUST_00325,UNIQ_00325,87992,Fortaleza,PE,B2C
CUST_00326,UNIQ_00326,18907,Curitiba,PA,B2B
CUST_00327,UNIQ_00327,98501,Belo Horizonte,DF,B2B
CUST_00328,UNIQ_00328,40828,Belo Horizonte,SP,B2B
CUST_00329,UNIQ_00329,62923,Porto Alegre,SP,B2B
CUST_00330,UNIQ_00330,25713,Fortaleza,RS,Wholesale
CUST_00331,UNIQ_00331,84668,Salvador,PA,B2C
CUST_00332,UNIQ_00332,42271,Sao Paulo,PE,B2B
CUST_00333,UNIQ_00333,85880,Porto Alegre,PR,Wholesale
CUST_00334,UNIQ_00334,87924,Sao Paulo,SC,B2B
CUST_00335,UNIQ_00335,15209,Fortaleza,GO,Wholesale
CUST_00336,UNIQ_00336,91183,Belo Horizonte,BA,B2C
CUST_00337,UNIQ_00337,20745,Brasilia,DF,B2B
CUST_00338,UNIQ_00338,64948,Recife,MG,Wholesale
CUST_00339,UNIQ_00339,96163,Manaus,SP,B2B
CUST_00340,UNIQ_00340,86503,Manaus,SC,B2B
CUST_00341,UNIQ_00341,84085,Fortaleza,AM,Wholesale
CUST_00342,UNIQ_00342,78522,Recife,SC,B2C
CUST_00343,UNIQ_00343,51467,Fortaleza,SC,B2B
CUST_00344,UNIQ_00344,44179,Recife,AM,B2C
CUST_00345,UNIQ_00345,36772,Fortaleza,PR,B2B
CUST_00346,UNIQ_00346,97782,Fortaleza,RS,B2B
CUST_00347,UNIQ_00347,51180,Belo Horizonte,PE,Wholesale
CUST_00348,UNIQ_00348,41285,Rio de Janeiro,PR,B2B
CUST_00349,UNIQ_00349,44814,Salvador,ES,B2B
CUST_00350,UNIQ_00350,61876,Sao Paulo,SP,B2C
CUST_00351,UNIQ_00351,27154,Brasilia,AM,Wholesale
CUST_00352,UNIQ_00352,98039,Curitiba,PR,Wholesale
CUST_00353,UNIQ_00353,94607,Sao Paulo,PA,B2C
CUST_00354,UNIQ_00354,49321,Curitiba,BA,Wholesale
CUST_00355,UNIQ_00355,69929,Brasilia,PA,Wholesale
CUST_00356,UNIQ_00356,51441,Manaus,MA,B2C
CUST_00357,UNIQ_00357,19508,Curitiba,SP,Wholesale
CUST_00358,UNIQ_00358,11220,Belo Horizonte,PE,Wholesale
CUST_00359,UNIQ_00359,70068,Fortaleza,PR,B2C
CUST_00360,UNIQ_00360,91416,Salvador,RS,B2B
CUST_00361,UNIQ_00361,83792,Fortaleza,MG,Wholesale
CUST_00362,UNIQ_00362,23104,Manaus,SC,B2B
CUST_00363,UNIQ_00363,19602,Manaus,PA,B2B
CUST_00364,UNIQ_00364,80468,Rio de Janeiro,BA,Wholesale
CUST_00365,UNIQ_00365,37938,Salvador,AM,Wholesale
CUST_00366,UNIQ_00366,76307,Rio de Janeiro,MG,B2B
CUST_00367,UNIQ_00367,44760,Curitiba,RJ,Wholesale
CUST_00368,UNIQ_00368,27361,Manaus,DF,B2C
CUST_00369,UNIQ_00369,55745,Porto Alegre,BA,Wholesale
CUST_00370,UNIQ_00370,19016,Manaus,PE,B2C
CUST_00371,UNIQ_00371,42018,Sao Paulo,AM,B2B
CUST_00372,UNIQ_00372,58434,Fortaleza,CE,B2B
CUST_00373,UNIQ_00373,47353,Manaus,MA,B2C
CUST_00374,UNIQ_00374,30676,Brasilia,AM,B2B
CUST_00375,UNIQ_00375,67433,Recife,AM,B2B
CUST_00376,UNIQ_00376,81200,Rio de Janeiro,RS,B2B
CUST_00377,UNIQ_00377,49651,Brasilia,BA,B2C
CUST_00378,UNIQ_00378,90173,Curitiba,RS,B2C
CUST_00379,UNIQ_00379,95717,Sao Paulo,CE,B2B
CUST_00380,UNIQ_00380,79329,Fortaleza,MG,B2C
CUST_00381,UNIQ_00381,11025,Curitiba,BA,B2C
CUST_00382,UNIQ_00382,97538,Porto Alegre,PR,B2B
CUST_00383,UNIQ_00383,82692,Rio de Janeiro,PA,Wholesale
CUST_00384,UNIQ_00384,49240,Fortaleza,CE,B2B
CUST_00385,UNIQ_00385,96951,Rio de Janeiro,SC,Wholesale
CUST_00386,UNIQ_00386,23577,Brasilia,GO,B2B
CUST_00387,UNIQ_00387,27601,Brasilia,PE,B2C
CUST_00388,UNIQ_00388,44664,Salvador,MG,B2B
CUST_00389,UNIQ_00389,25129,Porto Alegre,RS,B2C
CUST_00390,UNIQ_00390,24029,Salvador,AM,B2B
CUST_00391,UNIQ_00391,82512,Recife,MG,B2B
CUST_00392,UNIQ_00392,30374,Belo Horizonte,CE,Wholesale
CUST_00393,UNIQ_00393,45697,Salvador,PE,B2B
CUST_00394,UNIQ_00394,46930,Belo Horizonte,AM,B2B
CUST_00395,UNIQ_00395,89276,Brasilia,ES,Wholesale
CUST_00396,UNIQ_00396,37607,Brasilia,RS,B2B
CUST_00397,UNIQ_00397,54942,Sao Paulo,MA,B2C
CUST_00398,UNIQ_00398,36685,Salvador,MG,B2C
CUST_00399,UNIQ_00399,93130,Porto Alegre,PR,Wholesale
CUST_00400,UNIQ_00400,44600,Manaus,DF,B2B
CUST_00401,UNIQ_00401,76244,Curitiba,DF,Wholesale
CUST_00402,UNIQ_00402,74032,Salvador,PA,B2C
CUST_00403,UNIQ_00403,42914,Manaus,PE,B2B
CUST_00404,UNIQ_00404,16658,Belo Horizonte,PA,B2B
CUST_00405,UNIQ_00405,22097,Porto Alegre,MG,Wholesale
CUST_00406,UNIQ_00406,93136,Curitiba,BA,Wholesale
CUST_00407,UNIQ_00407,65518,Curitiba,PA,Wholesale
CUST_00408,UNIQ_00408,46265,Salvador,ES,Wholesale
CUST_00409,UNIQ_00409,15778,Curitiba,MG,B2B
CUST_00410,UNIQ_00410,10464,Manaus,AM,B2B
CUST_00411,UNIQ_00411,53719,Rio de Janeiro,PA,Wholesale
CUST_00412,UNIQ_00412,27146,Belo Horizonte,CE,B2C
CUST_00413,UNIQ_00413,93507,Recife,PA,B2C
CUST_00414,UNIQ_00414,44335,Sao Paulo,MG,Wholesale
CUST_00415,UNIQ_00415,31178,Curitiba,SC,Wholesale
